"","TCSER","hUSI","Group"
"TCGA.DK.A1AC.01",-0.617143116338061,0.36293033975497,"BLCA"
"TCGA.FD.A6TD.01",-0.199870187685388,0.395573691715104,"BLCA"
"TCGA.DK.AA77.01",-0.108679648875998,0.462478407318862,"BLCA"
"TCGA.XF.A8HC.01",-0.420366036449286,0.359187440998588,"BLCA"
"TCGA.PQ.A6FN.01",-0.593135356874204,0.314993653134941,"BLCA"
"TCGA.XF.A9SL.01",0.821061245827144,0.558291350606131,"BLCA"
"TCGA.GC.A6I1.01",0.0766409151552748,0.420942354916957,"BLCA"
"TCGA.FD.A5BX.01",0.524050279369452,0.481280931397248,"BLCA"
"TCGA.BT.A20V.01",-0.572056083693482,0.237118284285139,"BLCA"
"TCGA.FD.A6TA.01",0.537344347225899,0.485483705938593,"BLCA"
"TCGA.GV.A3JW.01",-0.193344935552711,0.425805982153731,"BLCA"
"TCGA.CF.A1HS.01",-0.689660836243159,0.250896463039125,"BLCA"
"TCGA.CU.A5W6.01",0.364620622420526,0.484907258452845,"BLCA"
"TCGA.FD.A6TC.01",-0.116775624227054,0.417337003902653,"BLCA"
"TCGA.GC.A3I6.01",-0.253002005862962,0.346107888622266,"BLCA"
"TCGA.FD.A6TH.01",-0.30447011430858,0.327460772756314,"BLCA"
"TCGA.K4.A83P.01",0.597881677761221,0.580780566906148,"BLCA"
"TCGA.BT.A20N.01",-0.573331440101581,0.355359896531025,"BLCA"
"TCGA.GD.A3OQ.11",0.870730266112034,0.691905826756207,"BLCA"
"TCGA.UY.A9PB.01",-0.0462401515111111,0.411477327798002,"BLCA"
"TCGA.E7.A4IJ.01",-0.173376040897041,0.373245124798052,"BLCA"
"TCGA.DK.A3IL.01",-0.287706979210404,0.268382960997348,"BLCA"
"TCGA.ZF.AA51.01",0.105960134736151,0.485790834547116,"BLCA"
"TCGA.E7.A7PW.01",-0.173114606413266,0.257513646810502,"BLCA"
"TCGA.FD.A62P.01",-0.00466819193199608,0.409555498255569,"BLCA"
"TCGA.GV.A40G.01",-0.547226652679804,0.357925836377446,"BLCA"
"TCGA.GD.A2C5.01",0.0436564308231892,0.432680171281249,"BLCA"
