"","orig.ident","nCount_RNA","nFeature_RNA","celltype","hUSI","subtype","TSNE_1","TSNE_2"
"Cy71_CD45_D08_S524_comb","SeuratProject",12578.2562173,4660,"Tumor",0.534365619342745,"Cycling",-18.8675370075172,20.6770439039734
"Cy81_FNA_CD45_B01_S301_comb","SeuratProject",16759.8411660999,6386,"Tumor",0.658832671331433,"Transitional",9.39759258556,-41.5229704244819
"Cy80_II_CD45_B07_S883_comb","SeuratProject",16326.7348775999,5913,"Tumor",0.733832430276749,"Senescent",-27.8419921335602,30.0699660489568
"Cy81_Bulk_CD45_B10_S118_comb","SeuratProject",17710.6380229,8365,"Tumor",0.616693062756765,"Transitional",9.37741450789511,-42.2744651841632
"Cy71_CD45_B05_S497_comb","SeuratProject",15328.7638103,4721,"Tumor",0.470012911098915,"Cycling",-20.1094757135978,22.2431318950781
"Cy80_II_CD45_C09_S897_comb","SeuratProject",14875.2384509,6021,"Tumor",0.738443479970786,"Senescent",-29.6397920165999,31.0367401548117
"Cy81_FNA_CD45_E05_S341_comb","SeuratProject",18051.740143,7719,"Tumor",0.703077473977704,"Transitional",10.4589021962478,-41.5559863990335
"Cy81_Bulk_CD45_E10_S154_comb","SeuratProject",16604.5625655,7468,"Tumor",0.507217051282463,"Cycling",8.24767747622138,-42.5196998122158
"Cy80_II_CD45_H07_S955_comb","SeuratProject",12576.7043363,4020,"Tumor",0.555829223505084,"Cycling",-29.2442640972008,28.4950720314385
"Cy81_FNA_CD45_D09_S333_comb","SeuratProject",13414.8921523,5345,"Tumor",0.740751057377123,"Senescent",5.40677746141174,-38.2385905355432
"Cy71_CD45_E12_S540_comb","SeuratProject",12243.860391,4534,"Tumor",0.613485689261487,"Transitional",-18.8023106943919,20.1554567549265
"Cy71_CD45_G02_S554_comb","SeuratProject",11644.959214,4063,"Tumor",0.603073652963669,"Transitional",-18.2368545872174,19.7771246145158
"Cy80_II_CD45_H09_S957_comb","SeuratProject",16889.132707,6570,"Tumor",0.616708386376688,"Transitional",-27.1151243212284,30.0237013365652
"Cy80_II_CD45_B11_S887_comb","SeuratProject",15641.4796503,6395,"Tumor",0.812744421675253,"Senescent",-28.6151408625358,30.2732592382688
"Cy81_Bulk_CD45_E04_S148_comb","SeuratProject",16814.6014482999,7206,"Tumor",0.661868911554868,"Transitional",8.33729730167451,-41.8895643516337
"Cy80_II_CD45_D11_S911_comb","SeuratProject",18245.762325,7098,"Tumor",0.592751282996858,"Transitional",-25.0230432030125,30.2834891643278
"Cy81_FNA_CD45_G10_S370_comb","SeuratProject",12027.161854,2821,"Tumor",0.700514482882061,"Transitional",4.40619282381667,-40.3247103424268
"Cy71_CD45_E11_S539_comb","SeuratProject",13012.745668,4925,"Tumor",0.427356300597229,"Cycling",-20.2964972857956,21.254409989288
"Cy81_FNA_CD45_C09_S321_comb","SeuratProject",18087.4641980001,7589,"Tumor",0.656565216706966,"Transitional",10.3045655344082,-41.8272542373915
"Cy80_II_CD45_G07_S943_comb","SeuratProject",16578.2558545999,5908,"Tumor",0.230295696871269,"Cycling",-21.7253246959228,30.8867017529911
"Cy71_CD45_G08_S560_comb","SeuratProject",13312.5974925,3980,"Tumor",0.424431673285064,"Cycling",-20.7434906768831,21.5368937084283
"Cy71_CD45_F06_S546_comb","SeuratProject",12918.4600053,4719,"Tumor",0.605048221004054,"Transitional",-19.2869984292011,20.8832809516959
"Cy81_Bulk_CD45_D01_S133_comb","SeuratProject",14428.9008567,6992,"Tumor",0.783022374143939,"Senescent",5.27034041665632,-38.5468004992256
"Cy81_Bulk_CD45_D10_S142_comb","SeuratProject",19231.8947645,9554,"Tumor",0.636261247883715,"Transitional",10.6048954045352,-42.1275918905251
"Cy81_FNA_CD45_C05_S317_comb","SeuratProject",14728.6205243,5609,"Tumor",0.729631768580308,"Senescent",5.83874371754426,-38.76516729071
"Cy80_II_CD45_B01_S877_comb","SeuratProject",15725.3928545,6089,"Tumor",0.679194990809778,"Transitional",-27.8040384687814,29.7025182014605
"Cy81_Bulk_CD45_G12_S180_comb","SeuratProject",19028.9915438999,8971,"Tumor",0.624692424165583,"Transitional",10.459970756185,-42.4030148593543
"Cy81_FNA_CD45_F02_S350_comb","SeuratProject",14833.2257755,5755,"Tumor",0.627645980152396,"Transitional",7.15649433598678,-40.8144905763982
"Cy71_CD45_H06_S570_comb","SeuratProject",12688.394991,4796,"Tumor",0.330024774793156,"Cycling",-19.6362031441167,20.9836054645313
"Cy80_II_CD45_B09_S885_comb","SeuratProject",14429.622891,5152,"Tumor",0.646000303774595,"Transitional",-28.7318394036797,29.0238462475421
"Cy81_FNA_CD45_H12_S384_comb","SeuratProject",18778.371641,8769,"Tumor",0.750159933750622,"Senescent",10.5857808380558,-41.9125794807504
"Cy81_Bulk_CD45_E08_S152_comb","SeuratProject",16903.2925778,7437,"Tumor",0.619248949245326,"Transitional",8.56337351149985,-41.6316726158337
"Cy80_II_CD45_G09_S945_comb","SeuratProject",14751.0866406,5214,"Tumor",0.67422566045544,"Transitional",-29.4029727458819,30.5979756497415
"Cy80_II_CD45_D09_S909_comb","SeuratProject",15666.274801,5724,"Tumor",0.726248385980768,"Senescent",-28.2237627135043,29.5041436635845
"Cy71_CD45_D11_S527_comb","SeuratProject",13639.666094,5258,"Tumor",0.577280194384958,"Transitional",-19.1557782470283,21.2645313136488
"Cy81_Bulk_CD45_B09_S117_comb","SeuratProject",18889.8121682,8821,"Tumor",0.621729244242207,"Transitional",10.4595807174664,-42.201979346169
"Cy71_CD45_G09_S561_comb","SeuratProject",12619.514328,4196,"Tumor",0.362307007824015,"Cycling",-19.7068041832535,20.4188822011979
"Cy71_CD45_F11_S551_comb","SeuratProject",9871.56610980001,3731,"Tumor",0.502954479344446,"Cycling",-19.7039626306152,19.1248134091275
"Cy81_FNA_CD45_B10_S310_comb","SeuratProject",12600.301655,4032,"Tumor",0.69091730980131,"Transitional",4.39065265416824,-39.6779783893702
"Cy71_CD45_H10_S574_comb","SeuratProject",13363.9847405,4819,"Tumor",0.485508836944826,"Cycling",-19.2422195383568,21.317867844698
"Cy81_Bulk_CD45_C06_S126_comb","SeuratProject",12553.0339641,6141,"Tumor",0.636507378556413,"Transitional",3.85456882959466,-38.5856840680877
"Cy81_FNA_CD45_H10_S382_comb","SeuratProject",13513.1956624,5753,"Tumor",0.774971565170756,"Senescent",5.83533754001686,-40.6324732049603
"Cy80_II_CD45_B02_S878_comb","SeuratProject",13623.7270343001,5716,"Tumor",0.594827742803684,"Transitional",-29.1279565987018,28.6604644930688
"Cy81_FNA_CD45_B11_S311_comb","SeuratProject",14808.5169355999,5483,"Tumor",0.677669118884281,"Transitional",6.15090377432085,-40.0004440955524
"Cy81_Bulk_CD45_B12_S120_comb","SeuratProject",16083.4339218,7365,"Tumor",0.626856917560531,"Transitional",8.1198584446442,-41.5400265963219
"Cy71_CD45_A10_S490_comb","SeuratProject",12638.6713885,4064,"Tumor",0.484972929383708,"Cycling",-19.172722948584,20.7024863761661
"Cy80_II_CD45_F12_S936_comb","SeuratProject",16425.180448,6278,"Tumor",0.794316545535626,"Senescent",-28.5100088461276,31.3255678183571
"Cy81_Bulk_CD45_B01_S109_comb","SeuratProject",7869.21857150004,4650,"Tumor",0.764944318615127,"Senescent",1.22753950763915,-39.043206267641
"Cy80_II_CD45_B06_S882_comb","SeuratProject",18432.4650565,6993,"Tumor",0.554283199844622,"Cycling",-24.4409816836128,30.4529151531091
"Cy71_CD45_F10_S550_comb","SeuratProject",15173.0212235,5477,"Tumor",0.402197868634436,"Cycling",-20.121970482431,22.1490039104418
"Cy71_CD45_D09_S525_comb","SeuratProject",13198.861593,4853,"Tumor",0.695511991248153,"Transitional",-18.6877063180504,20.7944194456665
"Cy80_II_CD45_F07_S931_comb","SeuratProject",15783.441023,5503,"Tumor",0.704935538595751,"Transitional",-27.8633101458278,29.8416060616872
"Cy71_CD45_E10_S538_comb","SeuratProject",12640.154099,4575,"Tumor",0.65593722120316,"Transitional",-18.6270339361797,20.5583336244118
"Cy80_II_CD45_B12_S888_comb","SeuratProject",13768.447717,4695,"Tumor",0.645964070403193,"Transitional",-28.9526647812257,28.8775589996635
"Cy80_II_CD45_A09_S873_comb","SeuratProject",14788.029034,5498,"Tumor",0.563936951525799,"Transitional",-28.453786255741,29.0856669973847
"Cy80_II_CD45_F11_S935_comb","SeuratProject",16154.5482913,5832,"Tumor",0.611442323414877,"Transitional",-27.8832779721402,29.2473603757941
"Cy81_Bulk_CD45_E03_S147_comb","SeuratProject",16736.4954473001,7458,"Tumor",0.512022109945022,"Cycling",8.59029855520907,-41.6922968566245
"Cy80_II_CD45_D04_S904_comb","SeuratProject",17707.5696239999,6941,"Tumor",0.545752846579198,"Cycling",-25.2335676104007,30.1611447499041
"Cy71_CD45_B12_S504_comb","SeuratProject",10802.025942,2649,"Tumor",0.551636335690284,"Cycling",-18.8899200779164,19.691441430357
"Cy81_Bulk_CD45_A11_S107_comb","SeuratProject",10127.2005167,5110,"Tumor",0.480624381245825,"Cycling",2.05072796626608,-39.2554993736287
"Cy71_CD45_E02_S530_comb","SeuratProject",13085.0281225,4346,"Tumor",0.530047973787723,"Cycling",-18.6067706009168,20.8086150785074
"Cy71_CD45_B03_S495_comb","SeuratProject",12776.9624155,4774,"Tumor",0.599157530016003,"Transitional",-18.3841961909002,20.3845258815029
"Cy81_FNA_CD45_C08_S320_comb","SeuratProject",13794.3481789,5491,"Tumor",0.584256879791135,"Transitional",5.05381405925314,-39.8574515148409
"Cy81_Bulk_CD45_C05_S125_comb","SeuratProject",11480.6064723,5275,"Tumor",0.603130471068578,"Transitional",29.6301255887382,-8.85955221648223
"Cy71_CD45_F01_S541_comb","SeuratProject",11979.5179103,4176,"Tumor",0.501668723139414,"Cycling",-18.802238466187,20.3949923504095
"Cy81_Bulk_CD45_B04_S112_comb","SeuratProject",17102.4122534,8261,"Tumor",0.731392538060256,"Senescent",9.40209296763265,-41.4789913648989
"Cy71_CD45_G05_S557_comb","SeuratProject",14891.6553873,5034,"Tumor",0.387038588504635,"Cycling",-20.1224767898921,22.1013113714293
"Cy81_FNA_CD45_F03_S351_comb","SeuratProject",15901.3982729,5859,"Tumor",0.560509704460048,"Cycling",7.92419061126286,-41.1971202195499
"Cy81_Bulk_CD45_B05_S113_comb","SeuratProject",17465.2896795,8035,"Tumor",0.63001209916566,"Transitional",9.24298837201563,-42.3756460061805
"Cy71_CD45_F07_S547_comb","SeuratProject",12508.184767,4506,"Tumor",0.622666900094186,"Transitional",-18.9662012500404,20.6165482134829
"Cy80_II_CD45_C02_S890_comb","SeuratProject",19211.5720513,8666,"Tumor",0.386935565792464,"Cycling",-23.4458173154368,30.8635448297131
"Cy80_II_CD45_F01_S925_comb","SeuratProject",11539.1081236,4401,"Tumor",0.654167768559215,"Transitional",-29.6538415747583,27.9728830015957
"Cy80_II_CD45_E01_S913_comb","SeuratProject",17075.6981929999,6427,"Tumor",0.363134651123233,"Cycling",-21.7961990839554,31.068046125028
"Cy81_FNA_CD45_B02_S302_comb","SeuratProject",15015.92689,4750,"Tumor",0.56905201716116,"Transitional",7.21026895770426,-40.9043518246405
"Cy81_FNA_CD45_F07_S355_comb","SeuratProject",13308.3885503,5354,"Tumor",0.84092878594379,"Senescent",5.1631869543866,-38.3589022963914
"Cy80_II_CD45_H11_S959_comb","SeuratProject",14153.7697523,4871,"Tumor",0.626727446602552,"Transitional",-28.7733283656343,29.2462876701923
"Cy81_FNA_CD45_E04_S340_comb","SeuratProject",14922.2529489,5260,"Tumor",0.541650996583319,"Cycling",7.02281206084512,-40.3167579448219
"Cy81_FNA_CD45_H09_S381_comb","SeuratProject",11641.6237276,5595,"Tumor",0.668364584587064,"Transitional",3.12013658871184,-38.6198977740534
"Cy80_II_CD45_A01_S865_comb","SeuratProject",17692.363445,6747,"Tumor",0.504380613085541,"Cycling",-23.0748650773939,30.2782522983616
"Cy81_Bulk_CD45_F12_S168_comb","SeuratProject",14762.9300334999,6321,"Tumor",0.792272412915104,"Senescent",5.28688337848701,-38.5838674363888
"Cy71_CD45_E06_S534_comb","SeuratProject",13212.2801451,4927,"Tumor",0.4269181139723,"Cycling",-19.8117688930088,21.3459470548621
"Cy71_CD45_C12_S516_comb","SeuratProject",16499.6869911,6971,"Tumor",0.147207893435094,"Cycling",-21.9908908905597,22.358622445901
"Cy71_CD45_A06_S486_comb","SeuratProject",15471.9392461,6337,"Tumor",0.259833285063233,"Cycling",-21.9885505381771,22.2950072791012
"Cy80_II_CD45_E11_S923_comb","SeuratProject",14508.7128678,5217,"Tumor",0.620610347646276,"Transitional",-28.7710009390349,29.2424075965725
"Cy71_CD45_C09_S513_comb","SeuratProject",14319.1259196,5666,"Tumor",0.549341776625956,"Cycling",-19.1408631964922,21.5952363817976
"Cy71_CD45_E05_S533_comb","SeuratProject",11888.091022,3809,"Tumor",0.69067200931076,"Transitional",-18.5461049315128,19.7279214458322
"Cy81_Bulk_CD45_A08_S104_comb","SeuratProject",9027.23491580001,4321,"Tumor",0.703722046756501,"Transitional",1.42198387801195,-39.039889075199
"Cy71_CD45_H12_S576_comb","SeuratProject",11892.744754,3207,"Tumor",0.530831590000011,"Cycling",-17.8851357974055,20.0278768701382
"Cy80_II_CD45_E08_S920_comb","SeuratProject",13554.3728075,4910,"Tumor",0.645682431464996,"Transitional",-30.3269180157306,29.1354215797601
"Cy81_FNA_CD45_H05_S377_comb","SeuratProject",11412.0948215,4069,"Tumor",0.58378640796318,"Transitional",3.44624009982984,-40.0066592315115
"Cy81_FNA_CD45_D12_S336_comb","SeuratProject",18534.6496482999,7479,"Tumor",0.652165003165694,"Transitional",10.9732334473116,-41.9493550754785
"Cy71_CD45_A07_S487_comb","SeuratProject",12873.8003893,4664,"Tumor",0.58456249371394,"Transitional",-17.973671713254,20.2160553373428
"Cy71_CD45_G11_S563_comb","SeuratProject",14774.6750176,4949,"Tumor",0.199336131369758,"Cycling",-21.9625131955633,22.2907621098163
"Cy81_Bulk_CD45_F05_S161_comb","SeuratProject",14900.5250588,6735,"Tumor",0.682492355875661,"Transitional",4.90298067884748,-38.5001525704234
"Cy81_Bulk_CD45_D08_S140_comb","SeuratProject",14019.275712,3791,"Tumor",0.672336796609991,"Transitional",5.18731329618876,-40.2556365524462
"Cy81_FNA_CD45_B04_S304_comb","SeuratProject",18823.195282,7345,"Tumor",0.678719226597659,"Transitional",10.6810901180219,-42.1909659193729
"Cy80_II_CD45_H12_S960_comb","SeuratProject",15620.917704,4600,"Tumor",0.529931454514454,"Cycling",-27.5626044867364,28.6669421908596
"Cy81_FNA_CD45_H01_S373_comb","SeuratProject",15486.526388,6153,"Tumor",0.69435761869244,"Transitional",6.95669637626483,-39.8280910594447
"Cy71_CD45_C07_S511_comb","SeuratProject",14340.5550194,5711,"Tumor",0.584982335939975,"Transitional",-19.168257283699,21.5686912205325
"Cy81_Bulk_CD45_A12_S108_comb","SeuratProject",16356.0279422,8390,"Tumor",0.63793422034675,"Transitional",7.85957613877946,-40.2325890594908
"Cy80_II_CD45_A06_S870_comb","SeuratProject",15494.2745833,5619,"Tumor",0.620099659580635,"Transitional",-27.9699167706755,29.6416861728664
"Cy81_Bulk_CD45_E06_S150_comb","SeuratProject",16777.1520912,6889,"Tumor",0.554468341503743,"Cycling",8.27915182224665,-41.7038341634584
"Cy81_Bulk_CD45_A02_S98_comb","SeuratProject",8118.99289829999,3518,"Tumor",0.506480052464448,"Cycling",1.13906934719752,-38.9628380921253
"Cy71_CD45_C10_S514_comb","SeuratProject",14687.760383,5650,"Tumor",0.135174152782471,"Cycling",-21.8076506990132,22.2451700942478
"Cy81_Bulk_CD45_D06_S138_comb","SeuratProject",16033.0748452,7170,"Tumor",0.683145997602577,"Transitional",8.35697571976892,-41.7972770600893
"Cy71_CD45_C02_S506_comb","SeuratProject",11463.0147375,4771,"Tumor",0.469976680397229,"Cycling",-19.298282655681,19.9389173359274
"Cy71_CD45_F08_S548_comb","SeuratProject",13420.131971,4920,"Tumor",0.397267702737602,"Cycling",-20.4317001939676,21.6033324952043
"Cy71_CD45_C04_S508_comb","SeuratProject",12525.7913176,5746,"Tumor",0.524807229852178,"Cycling",-19.0695557503806,20.560052388333
"Cy81_FNA_CD45_D11_S335_comb","SeuratProject",17870.694572,6850,"Tumor",0.767955605171678,"Senescent",10.3629198493361,-41.5821455463873
"Cy71_CD45_H04_S568_comb","SeuratProject",15630.4928025,5979,"Tumor",0.198852771073003,"Cycling",-21.8276999332679,22.3003418507557
"Cy81_FNA_CD45_C10_S322_comb","SeuratProject",14816.8874096,5596,"Tumor",0.790866032882632,"Senescent",5.93519069022698,-39.1224614762126
"Cy71_CD45_D01_S517_comb","SeuratProject",12454.209606,4996,"Tumor",0.56841943024399,"Transitional",-19.4460563862647,20.465491446792
"Cy71_CD45_B09_S501_comb","SeuratProject",13329.3756795,4704,"Tumor",0.696091354844273,"Transitional",-18.0082922710189,20.3027179164482
"Cy81_Bulk_CD45_G06_S174_comb","SeuratProject",14431.9078096,6594,"Tumor",0.618675783782066,"Transitional",6.21361955192633,-41.0642024896759
"Cy71_CD45_H11_S575_comb","SeuratProject",14430.694102,5299,"Tumor",0.216072099446071,"Cycling",-21.6898242104292,22.204918849031
"Cy71_CD45_D06_S522_comb","SeuratProject",16210.5259345,6467,"Tumor",0.532129845214941,"Cycling",-19.5251756797777,22.2840107183721
"Cy80_II_CD45_C08_S896_comb","SeuratProject",15224.481771,6284,"Tumor",0.662575479369633,"Transitional",-28.2095150083307,29.819314785458
"Cy71_CD45_H01_S565_comb","SeuratProject",10876.1739515,3849,"Tumor",0.747956094540474,"Senescent",-18.2614138226421,19.2682643520001
"Cy81_FNA_CD45_E01_S337_comb","SeuratProject",12528.7081791,4385,"Tumor",0.595205148872151,"Transitional",4.29485740532536,-39.6954990295189
"Cy71_CD45_B10_S502_comb","SeuratProject",13957.640526,4775,"Tumor",0.655779878799571,"Transitional",-19.0244595806828,21.4542012936376
"Cy81_Bulk_CD45_D12_S144_comb","SeuratProject",16814.1971159,8006,"Tumor",0.545632586740326,"Cycling",8.91467151455751,-41.6684498783906
"Cy71_CD45_F05_S545_comb","SeuratProject",13012.566972,3981,"Tumor",0.335990690860172,"Cycling",-21.3721264666552,21.9538888860213
"Cy81_Bulk_CD45_G03_S171_comb","SeuratProject",17268.9635439,8194,"Tumor",0.68914332686055,"Transitional",8.88227912813975,-41.6991123557079
"Cy81_Bulk_CD45_D11_S143_comb","SeuratProject",17172.9436792999,7754,"Tumor",0.647071726577261,"Transitional",9.47801368203644,-41.2864489011197
"Cy80_II_CD45_G03_S939_comb","SeuratProject",12271.6307736,3282,"Tumor",0.532663688447239,"Cycling",-29.3116748505677,28.383189176222
"Cy71_CD45_C03_S507_comb","SeuratProject",12862.0751783,5304,"Tumor",0.320178102890912,"Cycling",-21.656855326179,21.9790100893618
"Cy71_CD45_H08_S572_comb","SeuratProject",13601.882385,4654,"Tumor",0.367410220144462,"Cycling",-20.7426655395709,21.7403984046818
"Cy81_FNA_CD45_B12_S312_comb","SeuratProject",14731.7908456,5142,"Tumor",0.61481022113061,"Transitional",7.11166320576296,-40.7494988267225
"Cy81_FNA_CD45_H04_S376_comb","SeuratProject",13826.0489488,5604,"Tumor",0.68790634419556,"Transitional",5.60614051065865,-39.6423153674126
"Cy81_Bulk_CD45_D04_S136_comb","SeuratProject",9011.98531640003,4512,"Tumor",0.530196457870013,"Cycling",1.50881300706304,-38.7273547435948
"Cy81_FNA_CD45_H08_S380_comb","SeuratProject",11461.4078643,5073,"Tumor",0.616729599195205,"Transitional",3.45580030346214,-39.4407621786117
"Cy71_CD45_B11_S503_comb","SeuratProject",13642.3684648,5106,"Tumor",0.502842627964988,"Cycling",-19.2899060045511,21.4909311602372
"Cy71_CD45_H02_S566_comb","SeuratProject",12539.013879,4475,"Tumor",0.533553100888523,"Cycling",-18.9919105441333,20.5832485662724
"Cy80_II_CD45_C01_S889_comb","SeuratProject",9154.07609699999,3687,"Tumor",0.539655850227217,"Cycling",-30.0427724944041,26.7808009549141
"Cy71_CD45_G03_S555_comb","SeuratProject",14123.0086645999,5088,"Tumor",0.354478822846897,"Cycling",-21.0798556668664,21.95892841904
"Cy80_II_CD45_E12_S924_comb","SeuratProject",18768.370037,7471,"Tumor",0.600352874605965,"Transitional",-25.0088845084898,30.6221047901204
"Cy80_II_CD45_B08_S884_comb","SeuratProject",17851.0256604,7341,"Tumor",0.271938407185473,"Cycling",-21.7439832103973,31.0620453144143
"Cy80_II_CD45_E06_S918_comb","SeuratProject",15036.0972523,6223,"Tumor",0.733812116215947,"Senescent",-29.6129086712582,31.1491022281374
"Cy71_CD45_E08_S536_comb","SeuratProject",12968.4910625,5010,"Tumor",0.448191414321645,"Cycling",-19.4358465595935,21.318103409684
"Cy71_CD45_B06_S498_comb","SeuratProject",11733.1696571,4184,"Tumor",0.608210792743262,"Transitional",-17.9224023388224,19.9052244514286
"Cy80_II_CD45_A02_S866_comb","SeuratProject",19092.81039,7307,"Tumor",0.585236968569083,"Transitional",-25.0262048623264,29.7701345939429
"Cy80_II_CD45_D07_S907_comb","SeuratProject",7413.44446850001,2019,"Tumor",0.754845328626462,"Senescent",-22.0721067301013,15.815944463023
"Cy81_FNA_CD45_F10_S358_comb","SeuratProject",18463.0777834,7406,"Tumor",0.769883805068925,"Senescent",10.6316749270505,-41.7378411144324
"Cy80_II_CD45_F10_S934_comb","SeuratProject",15597.670643,6146,"Tumor",0.777427063457983,"Senescent",-28.7627066489389,30.9464691947945
"Cy81_Bulk_CD45_G02_S170_comb","SeuratProject",13737.901472,5809,"Tumor",0.635364306239799,"Transitional",29.636160997791,-8.81980390382211
"Cy80_II_CD45_D12_S912_comb","SeuratProject",11641.143782,3520,"Tumor",0.74088529336758,"Senescent",-30.0413665716786,27.4967022229756
"Cy71_CD45_A03_S483_comb","SeuratProject",14261.6486006,5860,"Tumor",0.651830213663637,"Transitional",-18.8941545658187,21.4968094991977
"Cy81_FNA_CD45_C02_S314_comb","SeuratProject",14430.5067885001,5876,"Tumor",0.669679543908015,"Transitional",6.29293684552216,-40.1889739303413
"Cy81_Bulk_CD45_E01_S145_comb","SeuratProject",15772.3116709,6558,"Tumor",0.595739419564092,"Transitional",6.83950928991169,-40.2135772684975
"Cy80_II_CD45_C04_S892_comb","SeuratProject",16095.8613098,6839,"Tumor",0.581713930985436,"Transitional",-27.6990323458821,29.8424082070692
"Cy81_Bulk_CD45_C11_S131_comb","SeuratProject",12436.1237082,6434,"Tumor",0.603085042012496,"Transitional",3.91505910375876,-39.8157634665005
"Cy71_CD45_B01_S493_comb","SeuratProject",11563.9903411,3943,"Tumor",0.670476559539728,"Transitional",-18.188231845099,19.6582725459749
"Cy71_CD45_E09_S537_comb","SeuratProject",14340.204739,6022,"Tumor",0.478416268535356,"Cycling",-19.6906955122715,21.8331888063654
"Cy81_FNA_CD45_C07_S319_comb","SeuratProject",16934.3934874,7296,"Tumor",0.745879067033634,"Senescent",9.52555450235745,-38.300847910583
"Cy80_II_CD45_B10_S886_comb","SeuratProject",14693.3205344999,5574,"Tumor",0.641090460406516,"Transitional",-28.682904938411,29.2681672365522
"Cy71_CD45_G12_S564_comb","SeuratProject",11144.966234,3871,"Tumor",0.604381107822032,"Transitional",-18.9272133240844,19.4052892628077
"Cy81_FNA_CD45_F05_S353_comb","SeuratProject",11764.9815598,4244,"Tumor",0.789363143288059,"Senescent",3.46308599503262,-38.2834134689257
"cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.F07.S67.comb","SeuratProject",15254.3117043,5647,"Tumor",0.789708496905719,"Senescent",-21.3412901788367,-35.7729237081323
"cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.G01.S73.comb","SeuratProject",16825.9712106,6988,"Tumor",0.810878990280947,"Senescent",-24.5009340369014,-35.045807412308
"cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.D09.S141.comb","SeuratProject",13916.410766,5195,"Tumor",0.781731018923998,"Senescent",-21.09094764596,-30.497368924481
"cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.D06.S138.comb","SeuratProject",13825.9805015,4847,"Tumor",0.819208195117769,"Senescent",-18.831873092801,-32.7150024034673
"cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.C04.S28.comb","SeuratProject",11125.9694105,3968,"Tumor",0.678376121754978,"Transitional",-10.085325744481,-24.2849338767695
"cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.C01.S121.comb","SeuratProject",13980.058768,4758,"Tumor",0.814998515892189,"Senescent",-21.4771544911215,-31.1052720305253
"cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.D02.S134.comb","SeuratProject",11262.6548525,2862,"Tumor",0.541261680521406,"Cycling",-24.6237381378365,-18.6405543972607
"cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.F07.S163.comb","SeuratProject",14663.6848903,5376,"Tumor",0.771955749047846,"Senescent",-21.4526264185546,-32.6294050538683
"cy79.p3.CD45.neg.PD1.pos.AS.C3.R1.C01.S313.comb","SeuratProject",14026.8967599,5901,"Tumor",0.798223665081768,"Senescent",-23.6444983610194,-27.9001658021503
"cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.A10.S10.comb","SeuratProject",14065.0436504,6014,"Tumor",0.778100880398389,"Senescent",-19.8693755034552,-30.6049487583504
"cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.G10.S82.comb","SeuratProject",17033.0618278,6932,"Tumor",0.851867053558287,"Senescent",-24.3949138335061,-35.2358834411394
"cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.B07.S19.comb","SeuratProject",14239.146642,5702,"Tumor",0.801516385418114,"Senescent",-20.5364652786788,-33.0180936566145
"cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.B10.S118.comb","SeuratProject",14632.6480649999,5465,"Tumor",0.752574993772001,"Senescent",-21.2224615868849,-32.448865137269
"cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.D12.S144.comb","SeuratProject",11553.0128075,3791,"Tumor",0.712765766593103,"Transitional",-13.6769341339099,-25.5621875606999
"cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.D05.S137.comb","SeuratProject",14634.761332,5438,"Tumor",0.823838322942944,"Senescent",-20.4715854109386,-32.0958199407284
"cy79.p3.CD45.neg.PD1.pos.AS.C3.R1.B08.S308.comb","SeuratProject",9885.613881,3865,"Tumor",0.779387103432488,"Senescent",-13.0243227853565,-19.4182243374359
"cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.B12.S24.comb","SeuratProject",14262.638147,5850,"Tumor",0.76485265021816,"Senescent",-21.2557990064158,-31.0742071621245
"cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.B02.S14.comb","SeuratProject",15256.6060024999,6001,"Tumor",0.903789832228575,"Senescent",-23.077076190452,-33.7407384513401
"cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.C08.S32.comb","SeuratProject",15891.683027,6345,"Tumor",0.80456721184756,"Senescent",-25.753809641894,-32.6868329530781
"cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.F06.S66.comb","SeuratProject",18112.93937,7319,"Tumor",0.769534353970377,"Senescent",-19.3445133121427,-36.6558417789443
"cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.E01.S49.comb","SeuratProject",14257.3002835,5495,"Tumor",0.79460673766043,"Senescent",-20.1580914531514,-34.3654210302797
"cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.F01.S157.comb","SeuratProject",15159.316657,5660,"Tumor",0.745828269575123,"Senescent",-22.6822633266533,-32.1545799754522
