"","orig.ident","nCount_RNA","nFeature_RNA","celltype","hUSI","subtype","TSNE_1","TSNE_2"
"cy78.CD45.neg.1.E07.S535.comb","SeuratProject",16400.7118615,6900,"Tumor",0.439828886449212,"Cycling",41.5244771998464,8.53370329569605
"cy78.CD45.neg.2.C06.S606.comb","SeuratProject",11230.2332998,3398,"Tumor",0.571483342782256,"Transitional",37.8995648503905,5.40025447459128
"cy78.CD45.neg.3.G02.S746.comb","SeuratProject",15609.7492478,7567,"Tumor",0.706856093969919,"Transitional",41.0154552736413,8.13294030221379
"cy78.CD45.neg.1.B02.S494.comb","SeuratProject",16602.5865355,8130,"Tumor",0.48902260897592,"Cycling",41.7660125423147,9.74410913275967
"cy78.CD45.neg.1.H07.S571.comb","SeuratProject",14544.37749,6035,"Tumor",0.620524222660628,"Transitional",39.832115638517,6.61691491303718
"cy78.CD45.neg.1.F06.S546.comb","SeuratProject",15798.2445608,6791,"Tumor",0.399513738155291,"Cycling",41.5313153714184,9.96026885341777
"cy78.CD45.neg.1.A04.S484.comb","SeuratProject",17026.3536154,8092,"Tumor",0.311823879540567,"Cycling",42.6394674199202,11.8252700996697
"cy78.CD45.neg.1.H08.S572.comb","SeuratProject",12428.3584376,4608,"Tumor",0.559674558252631,"Cycling",37.2224988509063,4.11285527169368
"cy78.CD45.neg.1.F02.S542.comb","SeuratProject",17077.3825641,7999,"Tumor",0.341591676779456,"Cycling",42.4924164278576,12.5788737925373
"cy78.CD45.neg.3.G07.S751.comb","SeuratProject",13185.3986208,5497,"Tumor",0.670973986105577,"Transitional",38.6938216426712,5.54242972930449
"cy78.CD45.neg.1.F10.S550.comb","SeuratProject",18728.4321699,8667,"Tumor",0.523173704962537,"Cycling",43.3327983557052,8.41615668559163
"cy78.CD45.neg.3.E05.S725.comb","SeuratProject",11433.9855075,2586,"Tumor",0.552295885990476,"Cycling",38.1240982597083,5.90571393992943
"cy78.CD45.neg.1.H04.S568.comb","SeuratProject",13297.1928774,6197,"Tumor",0.657104375869704,"Transitional",38.9336267868725,6.58091578203415
"cy78.CD45.neg.3.G09.S753.comb","SeuratProject",15735.7569460999,7753,"Tumor",0.403012416103367,"Cycling",41.6140421556215,11.6116803655068
"cy78.CD45.neg.1.B08.S500.comb","SeuratProject",16231.4944299,7969,"Tumor",0.423053214828141,"Cycling",42.0169800481433,10.5432560625355
"cy78.CD45.neg.3.D07.S715.comb","SeuratProject",14664.1537677,7024,"Tumor",0.509769388618658,"Cycling",39.483950201562,7.7257936866869
"cy78.CD45.neg.1.A03.S483.comb","SeuratProject",16075.1035946,8244,"Tumor",0.44610740748615,"Cycling",42.3396351805918,10.0835180263317
"cy78.CD45.neg.1.F08.S548.comb","SeuratProject",12687.64021,4898,"Tumor",0.360218770920059,"Cycling",37.5471578632893,2.69420549079546
"cy78.CD45.neg.3.D08.S716.comb","SeuratProject",16315.0662793,7515,"Tumor",0.575923185114017,"Transitional",42.2479936704991,9.01346560267838
"cy78.CD45.neg.2.C05.S605.comb","SeuratProject",13132.4522345,4036,"Tumor",0.694970846395775,"Transitional",38.5364689011354,5.42505545379953
"cy78.CD45.neg.1.G04.S556.comb","SeuratProject",17409.0190731,8855,"Tumor",0.135719284724257,"Cycling",42.6513209847439,13.0585969846831
"cy78.CD45.neg.1.D05.S521.comb","SeuratProject",13889.7069546,6741,"Tumor",0.53517802999674,"Cycling",39.0621882999491,7.08515753628068
"cy78.CD45.neg.1.C10.S514.comb","SeuratProject",15356.2498404001,7787,"Tumor",0.441391020076532,"Cycling",41.7278536444604,10.7342750143123
"cy78.CD45.neg.3.D09.S717.comb","SeuratProject",12279.3130935,5340,"Tumor",0.421407286542518,"Cycling",37.5352260070147,2.68423303916897
"cy78.CD45.neg.3.B08.S692.comb","SeuratProject",15011.372955,6198,"Tumor",0.664067266140726,"Transitional",39.7447672259155,6.06763210751139
"cy78.CD45.neg.3.C09.S705.comb","SeuratProject",16055.7670078,7005,"Tumor",0.641104162618605,"Transitional",41.3359940636819,8.41857958450102
"cy78.CD45.neg.1.H02.S566.comb","SeuratProject",16564.7177455001,8073,"Tumor",0.438364561407343,"Cycling",42.3513008616144,10.144601882844
"cy84.Primary.CD45.neg.G07.S1039.comb","SeuratProject",11580.8771048,4561,"Tumor",0.635860662680988,"Transitional",-33.0381408672648,21.2322591307724
"cy84.Primary.CD45.neg.A03.S963.comb","SeuratProject",12488.3589366,3735,"Tumor",0.29102741042497,"Cycling",-24.7055144990769,20.9457414330038
"cy84.Primary.CD45.neg.E12.S1020.comb","SeuratProject",14040.878236,5719,"Tumor",0.741787971273612,"Senescent",-28.9539191574238,19.871099401977
"cy78.CD45.neg.1.F05.S545.comb","SeuratProject",12045.2355815,4903,"Tumor",0.681365572339573,"Transitional",38.0431614012883,5.47424546233066
"cy78.CD45.neg.3.F12.S744.comb","SeuratProject",17810.3116303,8316,"Tumor",0.616878984086085,"Transitional",43.0210901291296,8.40123118671843
"cy78.CD45.neg.3.A05.S677.comb","SeuratProject",18653.729795,9112,"Tumor",0.139221255028804,"Cycling",42.9525505899354,13.4521284126607
"cy78.CD45.neg.1.D09.S525.comb","SeuratProject",15367.4597889,6647,"Tumor",0.4297603152177,"Cycling",41.2812535299458,9.42058386017439
"cy78.CD45.neg.1.D12.S528.comb","SeuratProject",16830.5369371,8341,"Tumor",0.265018636035818,"Cycling",42.395807634037,12.2066307526564
"cy78.CD45.neg.3.C01.S697.comb","SeuratProject",14345.804411,6882,"Tumor",0.583695447430572,"Transitional",39.5917527223922,7.89937526786737
"cy78.CD45.neg.3.F07.S739.comb","SeuratProject",14212.9350990001,6363,"Tumor",0.650150110599457,"Transitional",39.304253778339,6.34627883558132
"cy78.CD45.neg.3.A12.S684.comb","SeuratProject",15419.1753548,7477,"Tumor",0.503345809820985,"Cycling",40.5829329224889,8.32371312396119
"cy78.CD45.neg.2.A12.S588.comb","SeuratProject",18245.1109089,9615,"Tumor",0.19766164789619,"Cycling",42.8225488930685,13.492200573475
"cy78.CD45.neg.1.D01.S517.comb","SeuratProject",16496.7555129,8032,"Tumor",0.228845426438808,"Cycling",42.2606492519985,12.0829483714482
"cy78.CD45.neg.3.B01.S685.comb","SeuratProject",16588.4274201999,7426,"Tumor",0.477191041524498,"Cycling",41.9968971500141,8.8753073195776
"cy78.CD45.neg.1.B11.S503.comb","SeuratProject",15885.48179,8179,"Tumor",0.587373986574063,"Transitional",40.5630494133698,8.34661614874059
"cy78.CD45.neg.2.B10.S598.comb","SeuratProject",17334.185236,8753,"Tumor",0.182831609595522,"Cycling",42.5751681455639,13.7206046705802
"cy78.CD45.neg.1.B06.S498.comb","SeuratProject",16658.6906152,8398,"Tumor",0.231162712930083,"Cycling",42.5427118099038,13.5012912066772
"cy78.CD45.neg.1.H03.S567.comb","SeuratProject",15091.569267,6688,"Tumor",0.606643907468312,"Transitional",40.3691702263454,8.07886474803809
"cy78.CD45.neg.3.E07.S727.comb","SeuratProject",14393.97889,5565,"Tumor",0.687920538906185,"Transitional",39.6536065556313,6.63235597021139
"cy78.CD45.neg.1.G12.S564.comb","SeuratProject",15291.3129629,7505,"Tumor",0.749282358437063,"Senescent",40.5222482814112,6.91599460989546
"cy84.Primary.CD45.neg.E05.S1013.comb","SeuratProject",16002.5491962,6974,"Tumor",0.677436410406886,"Transitional",-28.871653163889,20.0169816417054
"cy78.CD45.neg.3.H02.S758.comb","SeuratProject",15335.7475001,7007,"Tumor",0.674792308957047,"Transitional",40.7820006537216,7.11344858896615
"cy78.CD45.neg.3.F09.S741.comb","SeuratProject",14003.3298558,5912,"Tumor",0.733466825300739,"Senescent",39.9133595781909,6.46474200613433
"cy78.CD45.neg.1.A11.S491.comb","SeuratProject",14210.546042,7265,"Tumor",0.570953963419594,"Transitional",39.6675828755417,7.35969078780429
"cy78.CD45.neg.2.C07.S607.comb","SeuratProject",19052.2632437,9469,"Tumor",0.396672723441172,"Cycling",43.3297153329462,12.0509017952392
"cy78.CD45.neg.3.F05.S737.comb","SeuratProject",11682.166384,4294,"Tumor",0.630897632300855,"Transitional",37.2191069483532,4.05747683926469
"cy78.CD45.neg.3.F01.S733.comb","SeuratProject",16033.2850919,7409,"Tumor",0.486364661618401,"Cycling",42.1388908168002,10.4468804687637
"cy78.CD45.neg.1.C01.S505.comb","SeuratProject",14175.9249875,5578,"Tumor",0.680056603631028,"Transitional",38.9556009443872,5.41255915011371
"cy78.CD45.neg.2.A05.S581.comb","SeuratProject",13590.572976,3947,"Tumor",0.623375764997988,"Transitional",39.1445188320337,7.17775932781707
"cy78.CD45.neg.1.H05.S569.comb","SeuratProject",7055.34001650001,3106,"Tumor",0.64713160395423,"Transitional",-17.5077660555407,-11.8669478400094
"cy78.CD45.neg.3.F04.S736.comb","SeuratProject",17054.5411625,7628,"Tumor",0.504585351881612,"Cycling",42.8897472963208,11.8829172077108
"cy78.CD45.neg.3.E06.S726.comb","SeuratProject",12477.962854,4547,"Tumor",0.685838577312659,"Transitional",38.5354279320459,5.30651269871789
"cy78.CD45.neg.3.F03.S735.comb","SeuratProject",15290.6428106,7290,"Tumor",0.578758556784753,"Transitional",40.6612118905606,8.29631627402519
"cy78.CD45.neg.3.C04.S700.comb","SeuratProject",14481.6352321,5699,"Tumor",0.510315480706124,"Cycling",40.4805951860053,11.2330894914397
"cy78.CD45.neg.1.C06.S510.comb","SeuratProject",13993.0163616,5933,"Tumor",0.604927131896854,"Transitional",39.387677871441,7.20262506840818
"cy84.Primary.CD45.neg.A10.S970.comb","SeuratProject",16187.8483620001,6006,"Tumor",0.696037098557849,"Transitional",-28.9528297390973,20.0534440143359
"cy78.CD45.neg.3.G10.S754.comb","SeuratProject",14568.4998767999,6504,"Tumor",0.609806217806937,"Transitional",39.5964747311571,5.95472622621292
"cy78.CD45.neg.3.H04.S760.comb","SeuratProject",14937.3468083,6479,"Tumor",0.457426554151616,"Cycling",37.5844801290207,2.70214044341393
"cy78.CD45.neg.1.D04.S520.comb","SeuratProject",17195.33247,8890,"Tumor",0.46107706711654,"Cycling",42.7885508576949,11.0803877588142
"cy78.CD45.neg.3.A11.S683.comb","SeuratProject",16223.8973396,8257,"Tumor",0.323117200011478,"Cycling",42.2746499801023,11.3055752569523
"cy78.CD45.neg.2.B05.S593.comb","SeuratProject",17442.4138263,6727,"Tumor",0.458361084278672,"Cycling",43.1093457777004,10.5465826587338
"cy78.CD45.neg.3.B10.S694.comb","SeuratProject",15580.5168799,7619,"Tumor",0.450832029049906,"Cycling",41.363372186066,11.0039031717685
"cy78.CD45.neg.3.G08.S752.comb","SeuratProject",12515.135721,5483,"Tumor",0.71147540900097,"Transitional",38.2946751690259,5.41495246279953
"cy78.CD45.neg.1.C05.S509.comb","SeuratProject",15185.723811,6533,"Tumor",0.613210252396773,"Transitional",41.0398526629015,8.08968365941544
"cy78.CD45.neg.3.D11.S719.comb","SeuratProject",13798.366394,5884,"Tumor",0.633716122872749,"Transitional",38.4688322085782,5.5221423185849
"cy78.CD45.neg.3.B05.S689.comb","SeuratProject",15746.9366502,7481,"Tumor",0.512450012137587,"Cycling",40.9465335554114,9.72769326731427
"cy78.CD45.neg.3.G03.S747.comb","SeuratProject",9094.15957509999,4381,"Tumor",0.681345930928367,"Transitional",37.3143229796074,5.32169869442427
"cy84.Primary.CD45.neg.H02.S1046.comb","SeuratProject",19341.7934753,9300,"Tumor",0.345623962605712,"Cycling",-20.9074906815379,30.0169967117622
"cy78.CD45.neg.1.B12.S504.comb","SeuratProject",17979.9064238001,9015,"Tumor",0.310691434414929,"Cycling",43.1038229537477,12.1219802352487
"cy78.CD45.neg.2.A10.S586.comb","SeuratProject",18933.6122422,8897,"Tumor",0.622133423290979,"Transitional",43.3386250876457,7.91152939684069
"cy78.CD45.neg.3.F10.S742.comb","SeuratProject",15789.7804278,7383,"Tumor",0.600886076083733,"Transitional",41.06286658068,7.90593243311206
"cy78.CD45.neg.3.A09.S681.comb","SeuratProject",17112.0330551001,8234,"Tumor",0.389383112471164,"Cycling",42.8087396309624,11.4519579331673
"cy78.CD45.neg.1.A06.S486.comb","SeuratProject",17591.1285199,9222,"Tumor",0.353014999516196,"Cycling",42.922741549109,11.5909791935173
"cy78.CD45.neg.1.F11.S551.comb","SeuratProject",14725.4354131,7571,"Tumor",0.721154521654422,"Senescent",40.2283597345245,7.2375723414682
"cy84.Primary.CD45.neg.H07.S1051.comb","SeuratProject",11632.4569893,3445,"Tumor",0.423173482998911,"Cycling",-24.735559937357,20.8750932131853
"cy78.CD45.neg.3.D12.S720.comb","SeuratProject",15406.3800419,6974,"Tumor",0.624442211103418,"Transitional",41.0079706169385,8.96391510178746
"cy78.CD45.neg.3.A03.S675.comb","SeuratProject",13748.0532366,5702,"Tumor",0.596984928749851,"Transitional",38.8413562911198,5.30283608276164
"cy78.CD45.neg.1.C07.S511.comb","SeuratProject",16582.5423501,8007,"Tumor",0.174123857335723,"Cycling",42.514508154952,13.3202648983363
"cy78.CD45.neg.3.D06.S714.comb","SeuratProject",17072.990445,8430,"Tumor",0.274577456354136,"Cycling",42.673318407529,13.4459004626779
"cy78.CD45.neg.3.C10.S706.comb","SeuratProject",15830.9590784,8587,"Tumor",0.608612761599122,"Transitional",41.10894568899,7.93155872287309
"cy78.CD45.neg.3.C03.S699.comb","SeuratProject",14178.2552610999,5812,"Tumor",0.678202787894171,"Transitional",38.9173091839714,5.16236628243711
"cy78.CD45.neg.3.H08.S764.comb","SeuratProject",16922.0493884001,8153,"Tumor",0.568697851612474,"Transitional",42.605843502489,9.41634644464416
"cy78.CD45.neg.3.B04.S688.comb","SeuratProject",14776.3435953,4844,"Tumor",0.61469202780404,"Transitional",40.826088908757,6.31856645027071
"cy84.Primary.CD45.neg.A07.S967.comb","SeuratProject",15127.4526031,6283,"Tumor",0.727105633542081,"Senescent",-28.9867475093576,19.9821012237167
"cy84.Primary.CD45.neg.F05.S1025.comb","SeuratProject",11123.365661,2634,"Tumor",0.306087277712712,"Cycling",-24.751059287666,20.8944643476585
"cy78.CD45.neg.3.A08.S680.comb","SeuratProject",16592.2715933,7967,"Tumor",0.517930688435877,"Cycling",42.02020820224,11.6173850521156
"cy78.CD45.neg.3.F08.S740.comb","SeuratProject",15532.0610413,7102,"Tumor",0.608450137590557,"Transitional",40.9566880124753,8.01991934640932
"cy84.Primary.CD45.neg.H12.S1056.comb","SeuratProject",14649.1157805,4996,"Tumor",0.601069803787103,"Transitional",-28.2276572619627,19.4826279161301
"cy78.CD45.neg.3.G06.S750.comb","SeuratProject",16363.8975415,7487,"Tumor",0.573002591689219,"Transitional",41.902424291716,8.79134524814098
"cy78.CD45.neg.3.E10.S730.comb","SeuratProject",15013.3325019,5850,"Tumor",0.597559584632848,"Transitional",39.4113837902884,5.67726104850059
"cy78.CD45.neg.1.G01.S553.comb","SeuratProject",17033.9819849,8536,"Tumor",0.556872809458282,"Cycling",42.8059483705436,10.325366387756
"cy78.CD45.neg.3.B11.S695.comb","SeuratProject",15761.4409379,7480,"Tumor",0.586505864997799,"Transitional",41.1109824846594,8.30642325592843
"cy78.CD45.neg.1.F07.S547.comb","SeuratProject",14653.7264064999,6346,"Tumor",0.530681778117452,"Cycling",39.3580819210981,7.54435552129703
"cy78.CD45.neg.1.C03.S507.comb","SeuratProject",14292.0095485,6334,"Tumor",0.58221357362688,"Transitional",39.8160356586254,7.76182862702069
"cy78.CD45.neg.1.D06.S522.comb","SeuratProject",16440.5455643,7135,"Tumor",0.567606598770016,"Transitional",41.9419825598765,8.55157657514726
"cy78.CD45.neg.3.F11.S743.comb","SeuratProject",14898.9145982,7691,"Tumor",0.612620831136696,"Transitional",40.2418906496072,7.56811568646004
"cy78.CD45.neg.3.A07.S679.comb","SeuratProject",17472.2779471,8312,"Tumor",0.392600955498609,"Cycling",42.6726898336618,12.9698950802405
"cy78.CD45.neg.1.H10.S574.comb","SeuratProject",17449.1644655,7874,"Tumor",0.621727791069335,"Transitional",43.030893132436,8.57741890222397
"cy78.CD45.neg.1.G02.S554.comb","SeuratProject",14789.303885,6791,"Tumor",0.614575898124792,"Transitional",39.7367480854722,7.03168461304843
"cy78.CD45.neg.3.E12.S732.comb","SeuratProject",15250.5619263,6606,"Tumor",0.694419501598984,"Transitional",41.1049281848725,6.37706718111696
"cy78.CD45.neg.3.A10.S682.comb","SeuratProject",16712.6019606001,6695,"Tumor",0.640718179471912,"Transitional",42.5561403987233,6.5836224183509
"cy78.CD45.neg.1.E09.S537.comb","SeuratProject",17087.1575945999,7863,"Tumor",0.612976613217758,"Transitional",42.8409007963095,7.02093396018925
"cy78.CD45.neg.1.C04.S508.comb","SeuratProject",15176.5867196,5768,"Tumor",0.706484454715213,"Transitional",41.2264407604838,6.02886303392151
"cy78.CD45.neg.3.A04.S676.comb","SeuratProject",15974.9396123,7333,"Tumor",0.479018728416416,"Cycling",42.0431607806329,11.337630176996
"cy78.CD45.neg.3.G12.S756.comb","SeuratProject",15054.9365318999,6766,"Tumor",0.657704008925321,"Transitional",40.3524547406409,7.0222909853289
"cy84.Primary.CD45.neg.D05.S1001.comb","SeuratProject",16148.2961638999,6596,"Tumor",0.686667170754082,"Transitional",-28.8813104220381,20.0454228523462
"cy78.CD45.neg.3.E04.S724.comb","SeuratProject",17382.5650813,7590,"Tumor",0.330798388446893,"Cycling",42.8352599104997,12.5842978796111
"cy78.CD45.neg.3.H09.S765.comb","SeuratProject",16603.711326,7533,"Tumor",0.401564415936255,"Cycling",42.2232235078403,13.0299126359547
"cy60_1_cd_45_neg_3_F06_S546_comb","SeuratProject",12956.3961493,5354,"Tumor",0.425564011947887,"Cycling",-25.7791198530013,21.7132470135338
"cy60_1_cd_45_neg_3_C10_S514_comb","SeuratProject",18331.486118,7913,"Tumor",0.216747274125104,"Cycling",-23.8956421579112,22.6293918034923
"cy60_1_cd_45_neg_3_F09_S549_comb","SeuratProject",18515.2682852,8264,"Tumor",0.454082690399472,"Cycling",-24.2393430971286,22.571847000406
"cy60_1_cd_45_neg_1_D11_S239_comb","SeuratProject",9593.0042965,3594,"Tumor",0.607361727601984,"Transitional",-34.874807363253,20.2995701524607
"cy60_1_cd_45_neg_1_C08_S224_comb","SeuratProject",16112.6900796,6339,"Tumor",0.709284542135662,"Transitional",-28.9158814628576,20.1218806657903
"cy60_1_cd_45_neg_3_H06_S570_comb","SeuratProject",15826.2097627,6491,"Tumor",0.65359439162006,"Transitional",-26.6141737423247,18.8296140725301
"cy60_1_cd_45_neg_3_G10_S562_comb","SeuratProject",15111.0467031,6968,"Tumor",0.600983386859001,"Transitional",-26.7384852609298,18.786091148269
"cy60_1_cd_45_neg_1_D07_S235_comb","SeuratProject",14953.6808772,6688,"Tumor",0.27016974242614,"Cycling",-24.26582976483,22.1907222960849
"cy60_1_cd_45_neg_1_B11_S215_comb","SeuratProject",15605.419234,6551,"Tumor",0.550993761364416,"Cycling",-26.8099709939457,18.751588304171
"CY88_5_B10_S694_comb","SeuratProject",11374.6371286,5374,"Tumor",0.593986819015894,"Transitional",-29.8812527850368,-2.15126448379855
"CY88_3_D02_S614_comb","SeuratProject",14723.983684,7345,"Tumor",0.728475610023673,"Senescent",-33.2821596906967,0.69292560732336
"CY88_5_B06_S690_comb","SeuratProject",15192.9281789,6987,"Tumor",0.65143465981165,"Transitional",-35.0533159673967,1.97730249803243
"CY88_3_F01_S637_comb","SeuratProject",14509.5640071,6010,"Tumor",0.630315403477321,"Transitional",-33.6535762189853,1.83051295849218
"CY88_3_C01_S601_comb","SeuratProject",13922.5882018,6332,"Tumor",0.666633487797406,"Transitional",-32.9436730420036,2.6523204329566
"CY88_5_C12_S708_comb","SeuratProject",15413.766396,6563,"Tumor",0.650267658645974,"Transitional",-34.8626360091282,2.74682052364786
"CY88_5_G04_S748_comb","SeuratProject",13261.8409053,4793,"Tumor",0.597811242168301,"Transitional",-32.0121282314829,0.535031141735657
"CY88_3_F05_S641_comb","SeuratProject",10782.265487,3891,"Tumor",0.603105792834985,"Transitional",-29.6764964883504,-1.1940811656059
"CY88_3_H11_S671_comb","SeuratProject",13828.4600709,6897,"Tumor",0.662475118971964,"Transitional",-32.1970707173661,2.38704298694852
"CY88_3_C10_S610_comb","SeuratProject",13445.2618585001,6687,"Tumor",0.662209673763368,"Transitional",-31.4897613746449,2.92033673273656
"CY88_5_D11_S719_comb","SeuratProject",14751.7203668,6780,"Tumor",0.594595024904439,"Transitional",-34.2536204101188,2.94949801057867
"CY88_5_H03_S759_comb","SeuratProject",15196.1750363,7147,"Tumor",0.571145895821552,"Transitional",-34.6410709440523,4.16394821259585
"CY88_5_E04_S724_comb","SeuratProject",9270.86966860001,4165,"Tumor",0.592536573295537,"Transitional",-29.2538499663121,-0.947242457269914
"CY88_3_D07_S619_comb","SeuratProject",14944.7628693,7931,"Tumor",0.64386594448973,"Transitional",-34.0768480868974,2.24571830965694
"CY88_3_G09_S657_comb","SeuratProject",15114.4088782,7092,"Tumor",0.3877638162403,"Cycling",-34.7980190528466,4.66814008522279
"CY88_5_H08_S764_comb","SeuratProject",15628.9482481,7500,"Tumor",0.618193228986956,"Transitional",-34.8210396192625,3.51096052539842
"CY88_3_B04_S592_comb","SeuratProject",9531.10669479997,6591,"Tumor",0.605504853887264,"Transitional",-29.6961433126178,-1.88730893467946
"CY88_3_A10_S586_comb","SeuratProject",12622.6027513001,5774,"Tumor",0.651816304193186,"Transitional",-30.7984882694331,2.51504819782086
"CY88_5_B12_S696_comb","SeuratProject",11681.269348,5023,"Tumor",0.672260624858241,"Transitional",-29.1020493736875,0.845970235520679
"CY88_3_H10_S670_comb","SeuratProject",13374.1701148,6184,"Tumor",0.636691853021435,"Transitional",-32.411782837586,-0.253592055460186
"CY88_5_H05_S761_comb","SeuratProject",15496.569804,5335,"Tumor",0.66510384065697,"Transitional",-35.4354897438244,1.90316036263242
"CY88_5_D08_S716_comb","SeuratProject",14806.2715674,7262,"Tumor",0.726963684105018,"Senescent",-33.7125097459794,3.52478134044809
"CY88_3_B12_S600_comb","SeuratProject",13550.9614531,6467,"Tumor",0.685472234887774,"Transitional",-31.8057902870926,1.70669558970083
"CY88_5_D10_S718_comb","SeuratProject",11667.0068264,6107,"Tumor",0.71685739245304,"Transitional",-28.49120410384,2.80475131848532
"CY88_3_C12_S612_comb","SeuratProject",12921.9199714,5697,"Tumor",0.678870496480487,"Transitional",-30.3739123492395,2.95549916491582
"CY88_3_C08_S608_comb","SeuratProject",11356.811768,3837,"Tumor",0.639530752480719,"Transitional",-29.7088016064249,0.69149039876893
"CY88_5_E02_S722_comb","SeuratProject",11824.7959906,5580,"Tumor",0.639785810085524,"Transitional",-28.860922453843,2.18796464241559
"CY88_3_G07_S655_comb","SeuratProject",12711.5883853,5248,"Tumor",0.766048384379333,"Senescent",-29.8680700351962,3.019297825492
"CY88_5_F11_S743_comb","SeuratProject",14751.5923048,6329,"Tumor",0.637331436002571,"Transitional",-34.5131154187344,3.02340155530454
"CY88_5_C09_S705_comb","SeuratProject",14081.5325573,6611,"Tumor",0.646826491480858,"Transitional",-33.2459452294356,3.16990234960669
"CY88_5_B03_S687_comb","SeuratProject",12951.4856556,5794,"Tumor",0.684171089302062,"Transitional",-29.5721540343794,1.86381076945968
"CY88_5_B07_S691_comb","SeuratProject",12964.9578329,5653,"Tumor",0.684424177610441,"Transitional",-29.609988835162,1.95705300046684
"CY88_5_B01_S685_comb","SeuratProject",13256.0947792,6439,"Tumor",0.619119733167706,"Transitional",-29.7008834108137,1.91213787207798
"CY88_3_E10_S634_comb","SeuratProject",14915.4832669,7637,"Tumor",0.602060923455263,"Transitional",-34.3607971478296,2.82347454156435
"CY88_5_C08_S704_comb","SeuratProject",14940.9136068,8087,"Tumor",0.640033312351242,"Transitional",-34.1742543281022,2.57587047679926
"CY88_5_F05_S737_comb","SeuratProject",12298.367884,5455,"Tumor",0.654963602844106,"Transitional",-29.3801548323824,2.85948801721215
"CY88_5_C05_S701_comb","SeuratProject",14199.3589185,5865,"Tumor",0.710608809348379,"Transitional",-33.3748779696685,3.49454549482579
"CY88_3_G11_S659_comb","SeuratProject",10048.8687082,3650,"Tumor",0.584370126469109,"Transitional",-29.5127080132307,-1.1612300149603
"CY88_3_D03_S615_comb","SeuratProject",10062.773413,3759,"Tumor",0.575469000784797,"Transitional",-29.7461602650575,-2.45402995886821
"CY88_3_D09_S621_comb","SeuratProject",12399.0312623,5089,"Tumor",0.70532834304626,"Transitional",-30.8242513269908,0.838581320291549
"CY88_3_A07_S583_comb","SeuratProject",13665.7642182,6863,"Tumor",0.66983898256116,"Transitional",-32.8234897493431,1.83021668569053
"CY88_5_C02_S698_comb","SeuratProject",13010.577626,4636,"Tumor",0.624832612641603,"Transitional",-30.2290218274793,-1.48991951831349
"CY88_3_A02_S578_comb","SeuratProject",11483.6519103,4350,"Tumor",0.684280992554439,"Transitional",-29.7619162703338,-1.0799012255229
"CY88_3_B08_S596_comb","SeuratProject",11055.4864136,5701,"Tumor",0.65353050572562,"Transitional",-28.5545118672995,2.60497902286095
"CY88_3_G03_S651_comb","SeuratProject",13904.539214,6826,"Tumor",0.704703286734931,"Transitional",-32.9457529188002,0.981323557361717
"CY88_3_H08_S668_comb","SeuratProject",14122.6999483,5300,"Tumor",0.556371131704919,"Cycling",-33.5111885484341,1.88343230253068
"CY88_5_A05_S677_comb","SeuratProject",15288.591725,7256,"Tumor",0.643800439510518,"Transitional",-34.9212713763939,1.85924202958061
"CY88_3_B09_S597_comb","SeuratProject",11973.9252741,6679,"Tumor",0.630145865624543,"Transitional",-29.8651674679057,2.82434683765147
"CY88_5_C01_S697_comb","SeuratProject",10277.6947545,4455,"Tumor",0.602540942064322,"Transitional",-29.8172284679441,-2.49631925243807
"CY88_3_E02_S626_comb","SeuratProject",13521.3470310001,7103,"Tumor",0.689710200816644,"Transitional",-32.3478041157194,-0.108543270801883
"CY88_3_A12_S588_comb","SeuratProject",12925.0607101,4557,"Tumor",0.647864257861449,"Transitional",-29.2956066262075,1.47256586155126
"CY88_5_G02_S746_comb","SeuratProject",13724.457115,5337,"Tumor",0.676903987554232,"Transitional",-32.3002126652015,0.515594684346895
"CY88_3_G05_S653_comb","SeuratProject",15618.6467614,7827,"Tumor",0.539217865240027,"Cycling",-34.8054268982557,4.26492728051866
"CY88_3_E07_S631_comb","SeuratProject",14132.1569431,7285,"Tumor",0.704522331733571,"Transitional",-33.1507282544814,1.57590311638878
"CY88_3_A08_S584_comb","SeuratProject",12951.737156,5587,"Tumor",0.688610835854113,"Transitional",-31.262944234209,2.24048523738489
"CY88_3_C06_S606_comb","SeuratProject",12125.9235213,4203,"Tumor",0.657350803262269,"Transitional",-29.8393112194698,-0.989952432547646
"CY88_3_F11_S647_comb","SeuratProject",13305.9211138999,6689,"Tumor",0.647334437788999,"Transitional",-32.0992832418911,1.72703041196426
"CY88_5_A06_S678_comb","SeuratProject",13031.9261213,6312,"Tumor",0.69987127771768,"Transitional",-31.6356482529389,0.984142098846445
"CY88_3_A11_S587_comb","SeuratProject",14076.2621428,7351,"Tumor",0.50544806280538,"Cycling",-32.7723925017857,3.38893677563622
"CY88_3_F10_S646_comb","SeuratProject",13303.6291096,5584,"Tumor",0.636884212580941,"Transitional",-32.1383087092659,0.526306591735508
"CY88_3_G12_S660_comb","SeuratProject",14970.9808401001,6467,"Tumor",0.621885948133863,"Transitional",-34.3072939473647,3.05886347073361
"CY88_5_H04_S760_comb","SeuratProject",14856.9281391,6937,"Tumor",0.632687784540461,"Transitional",-34.2133937377527,2.69473598319587
"CY88_3_G01_S649_comb","SeuratProject",10227.737313,5104,"Tumor",0.700586834895431,"Transitional",-28.197567544276,2.04239676524292
"CY88_5_F03_S735_comb","SeuratProject",14128.366417,6373,"Tumor",0.732311219651369,"Senescent",-33.3235811931164,2.59473604166659
