"","weight","set"
"ATG3",4.254175890636e-05,"Other"
"ATG4A",0.00200951595976935,"Other"
"ATG4B",0.000199754638668418,"Other"
"ATG4C",0.000713774616169006,"Other"
"ATG4D",-0.000914017454582548,"Other"
"ATG5",0.000288787568108609,"Other"
"ATG7",0.000702042718936056,"Other"
"ATG9A",0.000221722741237112,"Other"
"ATG9B",-0.00714709440482907,"Other"
"ATIC",-0.00183608674954231,"Other"
"ATL1",0.00154345053495763,"Other"
"ATL2",0.000366742583415709,"Other"
"ATL3",0.00108525760687292,"Other"
"ATM",0.000539672146371523,"Other"
"ATMIN",5.25715002112046e-05,"Other"
"ATN1",-0.00220910150561445,"Other"
"ATOH8",0.00158518254168625,"Other"
"ATOX1",0.000780968277325366,"Other"
"ATP10A",0.00266672152773987,"Other"
"ATP10B",0.00653029178266648,"Other"
"ATP10D",-0.000715731183435739,"Other"
"ATP11A",-0.000135091047880038,"Other"
"ATP11B",0.000552838279769588,"Other"
"ATP11C",-0.000985356367030694,"Other"
"ATP12A",-0.000535864603167588,"Other"
"ATP13A1",-0.000680296299340999,"Other"
"ATP13A2",0.00139252704080901,"Other"
"ATP13A3",0.000910062133380676,"Other"
"ATP1A1",-0.000750347152293515,"Other"
"ATP1A2",-0.00582382912887048,"Other"
"ATP1A3",0.00362051254344969,"Other"
"ATP1B1",-0.000976319735381014,"Other"
"ATP1B2",-0.00166994394838631,"Other"
"ATP1B3",0.000319958521446023,"Other"
"ATP23",-0.00138724536424803,"Other"
"ATP2A1",-0.00576564441068971,"Other"
"ATP2A2",-0.00143638259731221,"Other"
"ATP2A3",-0.00205539117999774,"Other"
"ATP2B1",0.000472623230002975,"Other"
"ATP2B4",0.00191885872763268,"Other"
"ATP2C1",0.00094785080146407,"Other"
"ATP2C2",0.00547566736687398,"Other"
"ATP5F1A",-0.000393799740708876,"Other"
"ATP5F1B",0.000238706594918396,"Other"
"ATP5F1C",-0.000234985031915481,"Other"
"ATP5F1D",-0.00101693352273805,"Other"
"ATP5F1E",0.000456763997090504,"Other"
"ATP5IF1",0.000743599716498086,"Other"
"ATP5MC1",7.10240023317767e-05,"Other"
"ATP5MC2",6.2823461517494e-05,"Other"
"ATP5MC3",-0.000273957752974652,"Other"
"ATP5MD",0.00148592497499512,"Other"
"ATP5ME",0.000361099300607472,"Other"
"ATP5MF",0.000699938613539708,"Other"
"ATP5MF-PTCD1",0.000107776762315564,"Other"
"ATP5MG",0.000195952657400472,"Other"
"ATP5MGL",-0.00051287030675348,"Other"
"ATP5MPL",4.19930001815471e-05,"Other"
"ATP5PB",6.42073613960647e-05,"Other"
"ATP5PD",0.000851708058755798,"Other"
"ATP5PF",-0.00019040862460024,"Other"
"ATP5PO",-0.000165795171581992,"Other"
"ATP6AP1",0.00153992735937144,"Other"
"ATP6AP1L",-0.000800180952673887,"Other"
"ATP6AP2",0.00202589672641633,"Other"
"ATP6V0A1",0.0015918238912489,"Other"
"ATP6V0A2",-0.000637696291501993,"Other"
"ATP6V0A4",0.0123465729141481,"Other"
"ATP6V0B",0.00059712269698677,"Other"
"ATP6V0C",0.000401154557576094,"Other"
"ATP6V0D1",0.000179977870817263,"Other"
"ATP6V0D2",0.0127001150683372,"Other"
"ATP6V0E1",0.00145292246314256,"Other"
"ATP6V0E2",-0.00202585204650227,"Other"
"ATP6V1A",0.00120559547022288,"Other"
"ATP6V1B2",-6.87686188779002e-05,"Other"
"ATP6V1C1",0.000206035047665398,"Other"
"ATP6V1C2",0.00244117885729917,"Other"
"ATP6V1D",0.00111421738482247,"Other"
"ATP6V1E1",0.00114664563167783,"Other"
"ATP6V1E2",2.32932058400523e-05,"Other"
"ATP6V1F",0.00109118428882138,"Other"
"ATP6V1FNB",0.000858405301138904,"Other"
"ATP6V1G1",0.00160021323504126,"Other"
"ATP6V1G2",0.000174366380821646,"Other"
"ATP6V1G2-DDX39B",0.00689159153097098,"Other"
"ATP6V1G3",-0.00103828476858991,"Other"
"ATP6V1H",0.0012571635009744,"Other"
"ATP7A",0.000348345032145257,"Other"
"ATP7B",-0.000261661801976326,"Other"
"ATP8A1",0.00521911395205914,"Other"
"ATP8B1",0.00109183874267895,"Other"
"ATP8B2",0.000233431995860666,"Other"
"ATP8B3",-0.000743212173856194,"Other"
"ATP8B4",0.00429545966965096,"Other"
"ATP9A",0.000670340684404536,"Other"
"ATP9B",0.000228394407253288,"Other"
"ATPAF1",-0.00131853420612327,"Other"
"ATPAF2",0.000259688801499129,"Other"
"ATPSCKMT",-0.000492767108482317,"Other"
"ATR",0.0010350514592617,"Other"
"ATRAID",0.00134071205643908,"Other"
"ATRIP",0.000336975100664613,"Other"
"ATRN",0.0012922208982272,"Other"
"ATRNL1",0.00361514236000612,"Other"
"ATRX",0.000158333936908804,"Other"
"ATXN1",-0.000995510532597299,"Other"
"ATXN10",-0.000640525479842403,"Other"
"ATXN1L",-0.00068123006442001,"Other"
"ATXN2",0.000108315569814843,"Other"
"ATXN2L",-0.000822598325815052,"Other"
"ATXN3",0.000498017145092396,"Other"
"ATXN7",-0.00956952227947229,"Other"
"ATXN7L1",-0.000389513541969044,"Other"
"ATXN7L2",-0.00260729805074339,"Other"
"ATXN7L3",-0.00106547338382459,"Other"
"ATXN7L3B",-5.74507467641884e-05,"Other"
"AUH",-0.000277112328573867,"Other"
"AUNIP",-0.00284180836924881,"Other"
"AUP1",0.000313970265667748,"Other"
"AURKA",-0.00196874199297141,"Other"
"AURKAIP1",-0.000199859944592019,"Other"
"AURKB",-0.00259077752355855,"Other"
"AURKC",-0.00117454462249025,"Other"
"AUTS2",-0.00483358981596141,"Other"
"AVEN",-0.000477787491098935,"Other"
"AVIL",-0.000604343541364192,"Other"
"AVL9",-0.000290909059521587,"Other"
"AVPI1",-0.000456848382387099,"Other"
"AXIN1",0.000318625182897245,"Other"
"AXIN2",0.00538739195993985,"Other"
"AXL",-0.000596367690945766,"SenMayo"
"AZGP1",0.00203508199870796,"Other"
"AZI2",-0.000370474133464801,"Other"
"AZIN1",0.000317155802549156,"Other"
"AZIN2",-0.00107871124661322,"Other"
"AZU1",0.00312655628543262,"Other"
"B2M",0.000911922288112262,"Other"
"B3GALNT1",-0.000351159890598635,"Other"
"B3GALNT2",0.000329670430430035,"Other"
"B3GALT1",0.00222721362173715,"Other"
"B3GALT2",-0.0018227087460559,"Other"
"B3GALT4",0.000279390063516492,"Other"
"B3GALT6",-0.000211374882612974,"Other"
"B3GAT2",-0.00193933378298419,"Other"
"B3GAT3",0.000702199344039666,"Other"
"B3GLCT",-0.00018846648750561,"Other"
"B3GNT10",0.000706707938728962,"Other"
"B3GNT2",0.0011410518077838,"Other"
"B3GNT3",-0.00395697237263926,"Other"
"B3GNT4",0.00124531311541764,"Other"
"B3GNT5",-0.00388375955130418,"Other"
"B3GNT8",-0.00148108167528399,"Other"
"B3GNT9",-0.000726134228957248,"Other"
"B3GNTL1",-0.000588139766418665,"Other"
"B4GALNT1",-0.00072427317248443,"Other"
"B4GALNT2",0.00627880824474563,"Other"
"B4GALNT3",0.00704787341411929,"Other"
"B4GALNT4",-0.0094413091467391,"Other"
"B4GALT1",0.000233448596830892,"Other"
"B4GALT2",0.000459351060930038,"Other"
"B4GALT3",-0.000250119065380177,"Other"
"B4GALT4",0.000837112655781506,"Other"
"B4GALT5",-0.00113711121539112,"Other"
"B4GALT6",0.0078763823957318,"Other"
"B4GALT7",0.000892961902989331,"Other"
"B4GAT1",0.00116311588536577,"Other"
"B9D1",-0.000841231679789983,"Other"
"B9D2",-0.00189457085640406,"Other"
"BAALC",0.00238346172786939,"Other"
"BABAM1",-0.000187393673771947,"Other"
"BABAM2",-0.000135874884823474,"Other"
"BACE1",0.000167967847676387,"Other"
"BACE2",0.00366662609052543,"Other"
"BACH1",0.000803620970947805,"Other"
"BACH2",-0.00309055659624708,"Other"
"BAD",0.00126515129554015,"Other"
"BAG1",0.000429069324846622,"Other"
"BAG2",0.000214049989203959,"Other"
"BAG3",-0.000359075993445881,"Other"
"BAG4",0.000662913568923992,"Other"
"BAG5",-0.000137825070217499,"Other"
"BAG6",-0.00013274042227273,"Other"
"BAHCC1",-0.00201519959866469,"Other"
"BAHD1",-0.000115363329234739,"Other"
"BAIAP2",0.000541987876160744,"Other"
"BAIAP2L1",-0.0012313496071887,"Other"
"BAIAP2L2",0.00303061068396257,"Other"
"BAK1",-0.000778254518046519,"Other"
"BAMBI",-0.000686263788303302,"Other"
"BANF1",-0.00214157396003675,"Other"
"BANK1",-0.0022593606833181,"Other"
"BANP",-0.000700281368736566,"Other"
"BAP1",-0.000515048449945568,"Other"
"BARD1",-0.00281286068359792,"Other"
"BARX2",0.00121873612991702,"Other"
"BASP1",0.000106300724297162,"Other"
"BATF2",0.00183280114497882,"Other"
"BATF3",-0.0121213607324179,"Other"
"BAX",0.00111815613992829,"Other"
"BAZ1A",0.000175299671231993,"Other"
"BAZ1B",-0.000814771839509713,"Other"
"BAZ2A",7.32145596355253e-05,"Other"
"BAZ2B",0.000400646340109405,"Other"
"BBC3",0.00166509947839164,"Other"
"BBIP1",0.00042808020997591,"Other"
"BBOF1",0.000105018128229436,"Other"
"BBS1",0.000804300799197115,"Other"
"BBS10",0.00132676947490839,"Other"
"BBS12",0.000705106458866004,"Other"
"BBS2",0.000764704386651963,"Other"
"BBS4",0.000469221119350464,"Other"
"BBS5",0.00136577044661153,"Other"
"BBS7",0.00045855626566496,"Other"
"BBS9",-0.00039432124275259,"Other"
"BBX",-0.000285479118993093,"Other"
"BCAM",-0.00420017368423766,"Other"
"BCAN",0.00751827477947829,"Other"
"BCAP29",0.00174853866721181,"Other"
"BCAP31",0.00267183883227296,"Other"
"BCAR1",0.000140171159200645,"Other"
"BCAR3",0.000767311130482579,"Other"
"BCAS1",0.0134443586735708,"Other"
"BCAS2",0.000339556449883562,"Other"
"BCAS3",0.000967409529579641,"Other"
"BCAS4",0.00149448649128061,"Other"
"BCAT1",0.000460961044521454,"Other"
"BCAT2",-0.000714243041404855,"Other"
"BCCIP",-0.000418568086815284,"Other"
"BCDIN3D",-0.000149875007411074,"Other"
"BCHE",-0.00812813242022486,"Other"
"BCKDHA",-0.00133672193266612,"Other"
"BCKDHB",-0.000813608841039084,"Other"
"BCKDK",-5.05378529822427e-05,"Other"
"BCL10",0.00132255312100743,"Other"
"BCL11A",-0.00307521416546783,"Other"
"BCL11B",-0.00221432316907593,"Other"
"BCL2",-0.00582600236769086,"Other"
"BCL2A1",-0.00267805319148885,"Other"
"BCL2L1",0.000413565956302014,"Other"
"BCL2L11",0.00102202868827331,"Other"
"BCL2L12",-0.00217760768512462,"Other"
"BCL2L13",0.000845905667532003,"Other"
"BCL2L2",0.00181851479888766,"Other"
"BCL2L2-PABPN1",0.000622506588792239,"Other"
"BCL3",-0.00215307312920645,"Other"
"BCL6",-0.00096376876309106,"Other"
"BCL6B",0.00558164695100384,"Other"
"BCL7A",-0.000446438611001968,"Other"
"BCL7B",-0.000382120066516338,"Other"
"BCL7C",-0.000359358344556761,"Other"
"BCL9",-0.00228939395420141,"Other"
"BCL9L",-0.00180085654967339,"Other"
"BCLAF1",1.24137266749067e-05,"Other"
"BCLAF3",-0.000547830938356162,"Other"
"BCO2",0.000321815402096994,"Other"
"BCOR",-0.000348493554366116,"Other"
"BCORL1",-0.00108610526437893,"Other"
"BCR",0.00058112066970085,"Other"
"BCS1L",-0.000113990000068239,"Other"
"BDH1",-0.00268591029816104,"Other"
"BDH2",0.000813613616548887,"Other"
"BDKRB1",0.00262090731036726,"Other"
"BDKRB2",0.00420975789007407,"Other"
"BDNF",-0.0024875973838507,"Other"
"BDP1",-1.80060250629434e-05,"Other"
"BEAN1",0.0111494122825116,"Other"
"BECN1",0.000591996295840332,"Other"
"BEGAIN",-0.0106076314522208,"Other"
"BEND3",-0.00153230776706951,"Other"
"BEND5",-0.00187715137749183,"Other"
"BEND6",0.000423083064005177,"Other"
"BEND7",-0.000996664837852003,"Other"
"BEST1",-0.00120383343427092,"Other"
"BET1",0.000811332408045615,"Other"
"BET1L",-0.000427383653761181,"Other"
"BEX1",-0.00700668581520025,"Other"
"BEX2",0.000865534753567791,"Other"
"BEX3",0.000413950095444638,"SenMayo"
"BEX4",-0.00176435783363316,"Other"
"BEX5",0.00621633925281986,"Other"
"BFAR",-4.63932120024407e-05,"Other"
"BFSP1",-0.00573455907542916,"Other"
"BGLAP",-0.00145550097037317,"Other"
"BGN",-0.00181091771303545,"Other"
"BHLHB9",-0.0136971350083387,"Other"
"BHLHE40",-0.00228690806089898,"Other"
"BHLHE41",0.000858723310397568,"Other"
"BHMT",0.00255704043701348,"Other"
"BHMT2",0.00572979469691401,"Other"
"BICC1",-9.49751817900398e-05,"Other"
"BICD1",-0.000555772917613289,"Other"
"BICD2",0.000571552457114463,"Other"
"BICDL1",0.00242672670346972,"Other"
"BICRA",-0.00220025725894172,"Other"
"BICRAL",-0.000653509643901945,"Other"
"BID",0.00136610453719359,"Other"
"BIK",0.000571763703967676,"Other"
"BIN1",-0.00114843187418461,"Other"
"BIN3",0.000112799077307512,"Other"
"BIRC2",0.000710713515965653,"Other"
"BIRC3",0.00582626656022165,"Other"
"BIRC5",-0.00270992033673642,"Other"
"BIRC6",0.000637387806969099,"Other"
"BIRC7",-0.00468458357386102,"Other"
"BIVM",-0.000209787501421406,"Other"
"BIVM-ERCC5",0.0156281850353303,"Other"
"BLACAT1",-0.00540684584167742,"Other"
"BLCAP",0.000657758739016215,"Other"
"BLID",0.00406748155782062,"Other"
"BLM",-0.00204071894360176,"Other"
"BLMH",-0.00163652003689415,"Other"
"BLNK",0.00819649952494371,"Other"
"BLOC1S1",0.000388451165042882,"Other"
"BLOC1S2",0.000181063608486509,"Other"
"BLOC1S3",0.000130472535965719,"Other"
"BLOC1S4",-0.000195244410961873,"Other"
"BLOC1S5",-0.000135185159310235,"Other"
"BLOC1S5-TXNDC5",0.00344461806254292,"Other"
"BLOC1S6",0.000653824204994802,"Other"
"BLVRA",-0.000802940504695962,"Other"
"BLVRB",-0.000455444225057455,"Other"
"BLZF1",0.000312458174632661,"Other"
"BMERB1",-0.00104848407850712,"Other"
"BMF",-0.00182445178880186,"Other"
"BMI1",0.00132867884501348,"Other"
"BMP1",0.000871849799609091,"Other"
"BMP2",0.00368997456277227,"SenMayo"
"BMP2K",3.06159479855205e-06,"Other"
"BMP4",-0.01318139804086,"Other"
"BMP6",0.00363674827184633,"SenMayo"
"BMPER",0.000648631367618729,"Other"
"BMPR1A",-0.000753655848658819,"Other"
"BMPR1B",-0.00343812048403769,"Other"
"BMPR2",0.000313906683745604,"Other"
"BMS1",-0.00137127837765806,"Other"
"BMT2",0.000284739956287874,"Other"
"BMX",0.00616091752065558,"Other"
"BNC1",-0.00129178845413662,"Other"
"BNC2",-0.000388769353785718,"Other"
"BNIP1",-0.000507146942914744,"Other"
"BNIP2",0.0012517606068866,"Other"
"BNIP3",0.0019726634033761,"Other"
"BNIP3L",0.00170340092761651,"Other"
"BNIPL",0.00116747076660307,"Other"
"BOC",-0.00120443698793559,"Other"
"BOD1",2.7704268121982e-05,"Other"
"BOD1L1",0.000238321219989206,"Other"
"BOK",-0.000622258397505387,"Other"
"BOLA1",0.000322890002404458,"Other"
"BOLA2",-0.00109105070090445,"Other"
"BOLA2-SMG1P6",0.000221166147408367,"Other"
"BOLA2B",3.95288544251433e-05,"Other"
"BOLA3",0.00075163835107934,"Other"
"BOP1",0.000147313846361252,"Other"
"BORA",-0.0028715503895931,"Other"
"BORCS5",3.85277046944478e-05,"Other"
"BORCS6",-0.000455132954208473,"Other"
"BORCS7",0.00168567212571566,"Other"
"BORCS7-ASMT",0.00749173644986023,"Other"
"BORCS8",-0.000853046072218048,"Other"
"BORCS8-MEF2B",0.00239412870671034,"Other"
"BPGM",0.0012225410778472,"Other"
"BPHL",0.000311328574692239,"Other"
"BPNT1",-0.000290303726056674,"Other"
"BPTF",0.00011515085672362,"Other"
"BRAF",0.000228741391477018,"Other"
"BRAP",0.000176801529750903,"Other"
"BRAT1",2.03147113808428e-05,"Other"
"BRCA1",-0.00254921428317209,"Other"
"BRCA2",-0.00369925389704042,"Other"
"BRCC3",-0.000668826546042142,"Other"
"BRD1",-0.000324429712030467,"Other"
"BRD2",-0.0015899017862126,"Other"
"BRD3",-0.0015169894625847,"Other"
"BRD3OS",0.000401652062458764,"Other"
"BRD4",-0.00207095965874723,"Other"
"BRD7",-0.0010581886865096,"Other"
"BRD8",-0.000173878182768964,"Other"
"BRD9",-0.00026024104130149,"Other"
"BRF1",-0.000261170382847813,"Other"
"BRF2",0.00103018166147216,"Other"
"BRI3",0.000699885983980887,"Other"
"BRI3BP",-0.000957757744544982,"Other"
"BRICD5",-0.000900347169036901,"Other"
"BRINP1",0.0074590831208283,"Other"
"BRINP2",-0.00592315777466333,"Other"
"BRINP3",-0.00399207636495085,"Other"
"BRIP1",-0.00409568622704137,"Other"
"BRIX1",-0.000914074850108624,"Other"
"BRK1",0.00127927653907327,"Other"
"BRMS1",-0.000507640879765719,"Other"
"BRMS1L",-9.24632265319489e-05,"Other"
"BROX",0.000809813624258934,"Other"
"BRPF1",-0.00110507522892817,"Other"
"BRPF3",-0.00114188785395327,"Other"
"BRSK1",-0.00150711314820492,"Other"
"BRSK2",0.000299994472883488,"Other"
"BRWD1",0.00184339838281518,"Other"
"BRWD3",-0.000563341761703542,"Other"
"BSCL2",0.000906781499403809,"Other"
"BSDC1",0.00186080141415952,"Other"
"BSG",0.00107341358613968,"Other"
"BST1",-3.96427979934724e-05,"Other"
"BST2",0.02374666319822,"Other"
"BTAF1",0.000795716014792366,"Other"
"BTBD1",0.00139314226602797,"Other"
"BTBD10",0.000934911733880875,"Other"
"BTBD11",-0.000197309143072964,"Other"
"BTBD19",0.00194899426334236,"Other"
"BTBD2",-0.000169307926129792,"Other"
"BTBD3",0.00100129804050371,"Other"
"BTBD6",0.000243215046317752,"Other"
"BTBD7",-0.000802951512820416,"Other"
"BTBD8",0.00118760744851322,"Other"
"BTBD9",0.000685162044565936,"Other"
"BTD",0.000858902711621516,"Other"
"BTF3",-0.000334395563390447,"Other"
"BTF3L4",-0.000243689722529763,"Other"
"BTG1",0.000503301599006741,"Other"
"BTG2",0.0047190471690956,"Other"
"BTG3",0.000824791691604125,"Other"
"BTN2A1",-3.67697633187284e-06,"Other"
"BTN2A2",0.00212396604839404,"Other"
"BTN3A1",-0.00107204154531927,"Other"
"BTN3A2",-0.00235593216860267,"Other"
"BTN3A3",-0.000667365701438949,"Other"
"BTRC",0.000955793631737485,"Other"
"BUB1",-0.00294048535082672,"Other"
"BUB1B",-0.00372189259794936,"Other"
"BUB3",-0.000980990047278295,"Other"
"BUD13",-0.00210921167993551,"Other"
"BUD23",0.00126895868116588,"Other"
"BUD31",-0.000169637802120085,"Other"
"BVES",0.000495371095342839,"Other"
"BX255925.3",-0.000663546235792781,"Other"
"BYSL",-0.000845037917053369,"Other"
"BZW1",0.000829395212546747,"Other"
"BZW2",-0.000925783184981722,"Other"
"C10orf105",0.00055158388820509,"Other"
"C10orf143",0.000576201280181825,"Other"
"C10orf55",0.00840911735797154,"Other"
"C10orf82",-0.00586501562359892,"Other"
"C10orf88",0.000228518066068381,"Other"
"C10orf90",-0.00432273086904129,"Other"
"C10orf95",-0.0125631202624402,"Other"
"C11orf1",0.000207129934119055,"Other"
"C11orf24",9.80411718751111e-05,"Other"
"C11orf45",-0.00218235581972625,"Other"
"C11orf49",-0.0014530356124545,"Other"
"C11orf52",-0.00728699897024798,"Other"
"C11orf54",0.000351772134325967,"Other"
"C11orf58",9.87820671752761e-05,"Other"
"C11orf68",0.00025841052476827,"Other"
"C11orf71",0.00166136718567013,"Other"
"C11orf74",-0.000329728411324065,"Other"
"C11orf80",2.75076279804678e-05,"Other"
"C11orf87",0.00516928358598166,"Other"
"C11orf95",-7.30703018828502e-05,"Other"
"C11orf96",0.00766537244917526,"Other"
"C11orf98",4.97479766730978e-05,"Other"
"C12orf10",-0.000946728141687049,"Other"
"C12orf29",0.000244010495220019,"Other"
"C12orf4",-0.000321074566784238,"Other"
"C12orf43",-0.00169697839650955,"Other"
"C12orf45",-0.000837759095582201,"Other"
"C12orf49",-0.000140235498006192,"Other"
"C12orf54",-0.0136937232726597,"Other"
"C12orf56",0.000302311187991881,"Other"
"C12orf57",0.000190058187777999,"Other"
"C12orf60",0.00173997597656445,"Other"
"C12orf65",-0.00112881648925725,"Other"
"C12orf66",0.000218797205752471,"Other"
"C12orf73",-0.000555513589817898,"Other"
"C12orf75",0.000730784504058012,"Other"
"C12orf76",0.0020612619535842,"Other"
"C14orf119",0.000112621700989041,"Other"
"C14orf132",-0.000989368016173054,"Other"
"C14orf28",0.00261417729995632,"Other"
"C14orf39",0.00938217847086911,"Other"
"C14orf93",-0.00211430987233717,"Other"
"C15orf39",-0.00143926939543482,"Other"
"C15orf40",3.07933263984763e-05,"Other"
"C15orf41",-0.00125219861420989,"Other"
"C15orf48",0.00803174971625717,"Other"
"C15orf61",-0.00101420990834918,"Other"
"C15orf62",-4.50952880035267e-05,"Other"
"C15orf65",0.00241978525907456,"Other"
"C16orf58",2.29347737849496e-05,"Other"
"C16orf70",-0.000683755747186099,"Other"
"C16orf72",9.55808767216665e-05,"Other"
"C16orf74",-0.000334998076881967,"Other"
"C16orf86",-0.00208660160683914,"Other"
"C16orf87",-0.000460423868608682,"Other"
"C16orf89",0.000480128258478076,"Other"
"C16orf91",-0.000782457261595703,"Other"
"C16orf95",-0.00120012817430655,"Other"
"C17orf100",-0.00163132160889843,"Other"
"C17orf107",-0.00284612597464637,"Other"
"C17orf49",0.000243306395203177,"Other"
"C17orf51",-0.0012511592079397,"Other"
"C17orf53",-0.00347659111808978,"Other"
"C17orf58",-0.000152126274199505,"Other"
"C17orf67",0.0005289145746077,"Other"
"C17orf75",-0.000617449747849285,"Other"
"C17orf80",-0.00102910929305968,"Other"
"C17orf97",-0.00164363756158204,"Other"
"C18orf21",-0.000980488856794316,"Other"
"C18orf25",-0.000227674420991186,"Other"
"C18orf32",0.00320726393427138,"Other"
"C18orf54",-0.00145157746452369,"Other"
"C19orf12",0.000909522561473181,"Other"
"C19orf18",0.0162200742460846,"Other"
"C19orf24",-2.64604353789371e-05,"Other"
"C19orf25",0.000764402311731106,"Other"
"C19orf33",0.00316181218488722,"Other"
"C19orf44",-0.000779620851126752,"Other"
"C19orf47",-0.000695345253161118,"Other"
"C19orf48",-0.00163212898586803,"Other"
"C19orf53",0.00016847293665008,"Other"
"C19orf54",-0.00135151744796149,"Other"
"C19orf57",-0.00607101635957792,"Other"
"C19orf66",0.000107597545191727,"Other"
"C19orf71",-0.00197148936611498,"Other"
"C19orf81",0.00497217199108485,"Other"
"C1D",-0.000234129345334068,"Other"
"C1GALT1",0.00175505078153591,"Other"
"C1GALT1C1",0.00129365035287785,"Other"
"C1QBP",-0.00043742831030482,"Other"
"C1QL1",-0.00466733818691168,"Other"
"C1QTNF1",0.00148914455979489,"Other"
"C1QTNF12",-0.000286553687463269,"Other"
"C1QTNF2",-0.00517673669677686,"Other"
"C1QTNF3",-0.00135526755304722,"Other"
"C1QTNF3-AMACR",6.24340989275405e-05,"Other"
"C1QTNF5",-0.00105083870308706,"Other"
"C1QTNF6",-0.00166553270190038,"Other"
"C1QTNF7",-0.0059615748574097,"Other"
"C1QTNF9B",-0.000865085655112406,"Other"
"C1R",-0.00224984379300425,"Other"
"C1RL",-0.000778430434669489,"Other"
"C1S",-0.000169553462338562,"Other"
"C1orf109",8.94612755400468e-05,"Other"
"C1orf112",-0.00282335182669181,"Other"
"C1orf115",0.00343847078611704,"Other"
"C1orf116",0.000807890541696612,"Other"
"C1orf122",0.000484349719041665,"Other"
"C1orf131",-0.000839304304655443,"Other"
"C1orf159",-0.000875705989423664,"Other"
"C1orf174",-0.00112424007251606,"Other"
"C1orf198",-0.00107393951358306,"Other"
"C1orf21",-0.00198033216261868,"Other"
"C1orf210",-0.000308406453562561,"Other"
"C1orf216",0.000362135618349382,"Other"
"C1orf226",0.011995190211929,"Other"
"C1orf35",3.46359516859165e-05,"Other"
"C1orf43",9.03071063275891e-05,"Other"
"C1orf50",-2.23531690653049e-05,"Other"
"C1orf52",0.00103003266351996,"Other"
"C1orf53",0.000721342418317742,"Other"
"C1orf54",-0.00150110567877378,"Other"
"C1orf56",-0.000266802059449097,"Other"
"C1orf61",0.0130718532418459,"Other"
"C1orf68",-0.00110147911066603,"Other"
"C1orf74",-0.0012633270019227,"Other"
"C2",0.0102996234180925,"Other"
"C20orf194",0.00116977507150481,"Other"
"C20orf27",-0.00062975192287034,"Other"
"C20orf96",-0.00254626593413983,"Other"
"C21orf58",-0.00167063313335645,"Other"
"C21orf59-TCP10L",-0.00323015274017246,"Other"
"C21orf62",0.0100126727723694,"Other"
"C21orf91",-0.00175366110665659,"Other"
"C22orf15",-0.00488292686432207,"Other"
"C22orf23",0.000855396884383166,"Other"
"C22orf39",-1.50668215051054e-05,"Other"
"C22orf46",-0.000743277628476083,"Other"
"C2CD2",0.000747149228690367,"Other"
"C2CD2L",-0.000351378385628721,"Other"
"C2CD3",-0.000854329979580335,"Other"
"C2CD4C",0.00832202834385887,"Other"
"C2CD5",-0.000982621244714312,"Other"
"C2orf42",-0.000476757821155488,"Other"
"C2orf49",0.000603972328548984,"Other"
"C2orf68",-0.000246807409344922,"Other"
"C2orf69",0.000983280649686041,"Other"
"C2orf74",0.000753625146386185,"Other"
"C2orf76",0.000527478091768798,"Other"
"C2orf81",-0.00115799301488544,"Other"
"C2orf88",0.00118702298993817,"Other"
"C2orf92",0.00707949287842734,"Other"
"C3",0.0126312171340549,"SenMayo"
"C3orf14",-0.00035845804866036,"Other"
"C3orf18",0.000225609383244863,"Other"
"C3orf33",0.00163997771452991,"Other"
"C3orf38",9.53923910503906e-07,"Other"
"C3orf52",0.000964296969035526,"Other"
"C3orf62",-0.00110115696428919,"Other"
"C3orf67",-0.00121064532642499,"Other"
"C3orf70",-0.00840564323673296,"Other"
"C4A",-0.000470261824950013,"Other"
"C4B",-0.000883244240370772,"Other"
"C4orf19",-0.0121366300822129,"Other"
"C4orf3",0.000660128749400701,"Other"
"C4orf33",-0.000262837198409905,"Other"
"C4orf36",-0.0109016414011638,"Other"
"C4orf46",-0.00104636477182727,"Other"
"C4orf47",0.0145288607843882,"Other"
"C4orf48",-0.00189809718010936,"Other"
"C5",-0.00132641813584307,"Other"
"C5AR1",-0.00602398192836699,"Other"
"C5orf15",0.00171037682166616,"Other"
"C5orf22",0.000558023332617927,"Other"
"C5orf24",-0.00090303275515215,"Other"
"C5orf30",0.000817928539584275,"Other"
"C5orf34",-0.000958105991082142,"Other"
"C5orf38",-0.0102025014774582,"Other"
"C5orf46",0.0023455266620888,"Other"
"C5orf51",-0.000313356195342702,"Other"
"C5orf63",-0.00339178550751104,"Other"
"C6orf120",0.000615137191662822,"Other"
"C6orf132",0.00293509816033695,"Other"
"C6orf136",0.000293870485298561,"Other"
"C6orf141",-0.0194937605271364,"Other"
"C6orf15",0.00402967744297796,"Other"
"C6orf203",0.000435393185760751,"Other"
"C6orf223",-0.00769400983523587,"Other"
"C6orf226",-0.00131531786607664,"Other"
"C6orf47",-0.000491563094055715,"Other"
"C6orf52",-0.00241361192113876,"Other"
"C6orf62",0.000474313342235786,"Other"
"C6orf89",0.000438744890221334,"Other"
"C7",0.00162221942316733,"Other"
"C7orf25",0.000122866654495245,"Other"
"C7orf26",-0.00026373817029561,"Other"
"C7orf31",-0.00473149168318999,"Other"
"C7orf50",7.02663060525514e-05,"Other"
"C7orf57",0.0177143181207997,"Other"
"C8orf33",-0.000675949381103959,"Other"
"C8orf34",-0.00219962690276979,"Other"
"C8orf37",-0.000142424349743615,"Other"
