"","method.DAS","method.mSS","method.DAS_mSS","method.lassoCS","method.CSS","marker.GLB1","marker.TP53","marker.CDKN1A","marker.CDKN2A","marker.LMNB1","marker.IL1A","marker.RB1","marker.CDK1","marker.CDK4","marker.MKI67","marker.CDKN2B","ssgsea.SenMayo","ssgsea.CellAge","ssgsea.GenAge","ssgsea.ASIG","ssgsea.SASP","ssgsea.AgingAtlas","ssgsea.SenUp","ssgsea.SigRS","hUSI","Condition"
"Hs_ABCD4_2.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.00362515687244104,0.140993678462315,0.703574817522514,0.0564907967961006,2.12702989304486,0.355488905065559,0,0.0667471168646021,0.156392423192433,0.0184739163969865,1.13319438281557,0.0016942523303457,0.387772576654079,1.69006573315895,4.8671021139462,6.36798620034646,6.09476486268646,5.12230629779233,5.03902266605823,5.45810608668823,5.11712884908802,0.0933620469668699,"Senescence"
"Hs_ABCD4_2.Rep2",0.916666666666667,0.6875,0.785714285714286,0.0541048142417092,0.130889700607524,0.601950060569197,0.0782982871526541,2.17081456384686,0.19243609377164,0,0.0223328996614613,0.0738638068661764,0,1.32389072010232,0.000603114842739513,0.356842491134925,1.74522112249527,5.20950304770926,6.34489096598117,6.2161063107875,5.36563882080112,5.13523785708192,5.4569450093111,5.15747654183616,0.08544519157416,"Senescence"
"Hs_ABCD4_2.Rep3",0.833333333333333,0.625,0.714285714285714,0.00358786049966013,0.140621544852804,0.839736176775492,0.0554007408149902,2.10256855584742,0.425360482096022,0,0,0.0530860440962239,0.0112473697251674,1.27779753513155,0.00342494922871273,0.330994372664032,1.56188785944871,4.4955465050232,5.84112925015223,5.56215248781017,4.96443479082075,4.61036203836241,4.94654629591556,4.57051414698801,0.0814722027146032,"Senescence"
"Hs_AKR1C1_1.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.0923668777513851,0.147702026834216,0.817421549036951,0.0668909660435866,2.57642970924988,0.39287582942807,0,0.0977395296279576,0.0509947435332817,0.0355723969018542,1.13226961144964,0.00687820265677013,0.469601209772592,1.87349243376232,5.01535811899309,6.34758375730844,6.13373717864744,5.26567251922294,5.10623808861312,5.50483961158259,5.16517381014164,0.091487486600635,"Senescence"
"Hs_AKR1C1_1.Rep2",0.916666666666667,0.6875,0.785714285714286,-0.096494637300262,0.13873126094506,0.763641073755662,0.0484308556281414,2.539502282163,0.440136457104247,0,0.0398372713079367,0.0772123635594304,0.0341375969069783,1.23433364736911,0.000952681515145442,0.333614374322462,1.80099388741482,4.9910997050578,6.21837333381569,6.06161369002183,5.43489117399961,5.01886160020367,5.35114541039976,5.11776269163393,0.0961117249329032,"Senescence"
"Hs_AKR1C1_1.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.0910781131228578,0.129640375494101,0.736103231882778,0.0842877454910623,2.61685012672725,0.217695370368553,0,0.0355207490366271,0.180471600490419,0.0218192978681995,1.11814667071084,0,0.44979335440883,1.81811569494733,5.02546684719807,6.33432970482086,6.19162999629897,5.47140759792449,5.12653013508663,5.43339467735791,5.22881701761745,0.0987876992885735,"Senescence"
"Hs_AKR1C1_8.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.0627900431945323,0.134997677814143,0.855181665517464,0.0634361148770754,2.45364908087757,0.4525543046271,0,0.0123013300513906,0.0798102910829921,0.0250445070765725,1.26782348784678,0.000670463850286539,0.28654547514346,1.85660862127443,4.95936622697069,6.45069162532677,6.17445109374847,5.4106693223086,5.24294960234938,5.52277197439451,5.31123956259271,0.0897174951564116,"Senescence"
"Hs_AKR1C1_8.Rep2",0.916666666666667,0.6875,0.785714285714286,0.0584032033133784,0.126830267596797,0.580143813035361,0.0650330337898461,2.35592270941481,0.384461857382206,0,0.0151152657112004,0.0999700437787054,0.0683837238532975,1.2330819286294,0.00368603256866303,0.342517108708479,1.84637963306578,4.991501919911,6.18547245454512,6.07400925161839,5.27913583178087,4.93714245609116,5.39440740910546,5.13437867924413,0.0965960827016379,"Senescence"
"Hs_AKR1C1_8.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.0903895574804483,0.138747532604655,0.671673232250015,0.136609481516632,2.28299040885478,0.260797463544557,0,0.0253698087341953,0.0759134013074786,0,1.30545305643068,0,0.270840600124271,1.56889774206109,4.55967199737959,6.0496316025821,5.78086590116475,5.21857949469898,4.90941074457175,5.37557987088848,4.90289749278337,0.102413478065164,"Senescence"
"Hs_ALOX5_2.Rep1",0.833333333333333,0.6875,0.75,-0.151864669345137,0.146629658381076,0.771417300079294,0.035958288068917,2.56959031914046,0.206651898054617,0,0.0573791007218747,0.109657261232802,0,1.24529010712209,0,0.16178302605666,1.84681293766952,4.68106332228469,6.2328134640398,5.93472236168402,4.86931213737447,5.0121619387378,5.39404673450061,5.09756091623742,0.0978109642172843,"Senescence"
"Hs_ALOX5_2.Rep2",0.916666666666667,0.6875,0.785714285714286,-0.170288021001328,0.141363179193076,0.67123447321111,0.0235969775997013,2.67167418910048,0.43591644759993,0,0.0675539725283714,0.0610550037138485,0.00560986844082268,1.28617207500749,0,0.174174685256463,1.86659969571888,4.79939706597596,6.37090922818779,6.05574773932119,5.23712021585587,5.0955758745275,5.3149307957436,5.07030910663318,0.0908843820372229,"Senescence"
"Hs_ALOX5_2.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.0967397070222967,0.123830362316797,0.605590628663229,0.0571686011000004,2.60921858510636,0.382916001121153,0,0.0486428291278644,0.0642752053763716,0,1.27288458294032,0,0.204508029700178,1.66351273822599,4.8474205600488,6.04243821701216,5.92100735605878,4.91206907454894,4.79362887260179,5.14063205077863,4.95040749090495,0.0920302529449321,"Senescence"
"Hs_ALOX5_4.Rep1",0.916666666666667,0.625,0.75,-0.0693878007619549,0.17402882304247,0.756738401803667,0.0533327579381589,2.10655017026924,0.441228209900535,0,0.0437168859028094,0.214793315460508,0.136773114793156,1.260546884689,0.00949769580015876,0.286304565993966,1.73017518202245,4.87591544352291,6.49737640561745,6.09197922854529,5.27147684461315,5.18619289966199,5.43748837499106,5.3673297089769,0.0829770225232479,"Senescence"
"Hs_ALOX5_4.Rep2",0.916666666666667,0.6875,0.785714285714286,-0.00632612474912618,0.130507381600323,0.744567096621425,0.051070257253481,2.01200045898366,0.334765391613989,0,0.0409487751980067,0.178635430941971,0.0980161744833399,1.24576678857363,0.00251945433896305,0.265214768959632,1.72822962630026,4.91245228026966,6.02179697605699,5.93263958075436,5.19908987046248,4.91238344723824,5.30429730430046,5.11725070148619,0.0844550633690181,"Senescence"
"Hs_ALOX5_4.Rep3",0.916666666666667,0.6875,0.785714285714286,0.0437951670483196,0.152489106138579,0.836738699192508,0.0616830322264027,1.79812977814106,0.449036883474879,0,0.0161879781596326,0.0789882429526056,0.0465127300532175,1.01149527766721,0.00367688134794203,0.326439386578077,1.74846824418772,4.79069745783885,6.1217748750927,5.882884497875,5.08647171966217,4.89022192534913,5.32170623679803,5.01111291737868,0.0907282654277071,"Senescence"
"Hs_ASB15_1.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.098944813507293,0.149323643240168,0.802260417238723,0.0537152866030366,2.3755666024282,0.443625287353998,0,0.117746317618963,0.278321600096797,0.0943806758048843,1.28807336474582,0.00213757458835255,0.329304175215672,1.88451644811771,4.99654224091208,6.20213393799888,6.09341776838139,5.30833949703338,5.1096680724508,5.49165499681424,5.23466350575267,0.105454180388147,"Senescence"
"Hs_ASB15_1.Rep2",0.916666666666667,0.6875,0.785714285714286,-0.0348725397959749,0.137524418943307,0.494192382101805,0.0576958052183992,2.56856331055175,0.29527524081289,0,0.0568897483774681,0.153169552618629,0.056111201439353,1.26985387929393,0,0.299262689611838,1.8109777167464,4.88837388017919,6.26760903319236,6.08813354581039,5.312732206543,5.11573017355192,5.3484639770654,5.18944040473564,0.0911352211440596,"Senescence"
"Hs_ASB15_1.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.11472886981303,0.161412836096621,0.824517585419476,0.0264451065388592,2.39068620781641,0.323449862162811,0,0.0824565837470085,0.200176223229376,0.0101928568383938,1.20020755071744,0.00105275089159223,0.429559776024989,1.86953906786373,4.93882028309496,6.21596522016676,6.00322212096674,5.17027240027739,4.99295590122843,5.54280082496764,5.17328842662736,0.108646203478398,"Senescence"
"Hs_ASB15_2.Rep1",0.916666666666667,0.625,0.75,-0.135126393926915,0.139353664352352,0.872656077483399,0.0399743202833427,1.89583304914811,0.267239695635719,0,0.0166428221954798,0.176050071634147,0.143390836178926,1.13132055558347,0.00512223164854033,0.108706925595053,1.67103324340171,4.74648729632651,6.46034869156602,5.9583032519259,4.89745178843885,5.09497321990268,5.61937009144498,5.14860283479444,0.112897754002616,"Senescence"
"Hs_ASB15_2.Rep2",0.916666666666667,0.625,0.75,-0.146554201436351,0.164891716983556,0.795182974207249,0.0641727860978263,2.1516541341265,0.344637109814779,0,0.0343095646019473,0.29912092318235,0.0927852053294705,1.44987765068921,0.00245150909048159,0.118954504808456,1.66456277632397,4.90110382565382,6.35940499623572,6.06467486469423,5.19911603771461,5.03651001626492,5.58670796898991,5.33013421575917,0.105702025075846,"Senescence"
"Hs_ASB15_2.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.158348795992341,0.146314352426525,0.649935920159754,0.0373776664083175,2.15157155238351,0.376394559091781,0,0.00937435733084765,0.27219466997228,0.043366784496734,1.32932444315993,0.0038741238472443,0.116053985827074,1.6234573543355,4.8850696392139,6.29519483726783,6.01968756803052,5.16365190905713,4.89784239358546,5.50210887664263,5.22777512108872,0.103102785918062,"Senescence"
"Hs_BPIL1_2.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.0412650593196127,0.0855681364614661,0.705922974849922,0.0686604179788581,2.28892380014117,0.34002363875287,0,0.0287375684435218,0.315993570689554,0.115918019347521,0.946666667570208,0.000828780149723745,0.455724359643832,1.78853831897376,5.09640957388001,6.57721444868543,6.27425096239166,5.35279976000553,5.22909824437323,5.70993904020135,5.47093819864436,0.0996983934150616,"Senescence"
"Hs_BPIL1_2.Rep2",0.916666666666667,0.6875,0.785714285714286,0.00104740209372359,0.0696463585442449,0.587033135373666,0.0593464530399022,2.3274252278018,0.253341534773492,0,0.0122838374544385,0.230378198488326,0.0439921420003088,1.02301510130279,0.00241846644783724,0.467738054541037,1.6883481158193,5.04034592832272,6.26544938239975,6.07659439358491,5.31129921632754,5.07100461584488,5.5138831224787,5.31387264290369,0.0961381524416644,"Senescence"
"Hs_BPIL1_2.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.0424235637215182,0.0924670738940648,0.702777673521015,0.111992767993778,2.24365668689537,0.326540140991696,0,0.0217999737548082,0.213945941597495,0.110564188020894,1.11555661803294,0.00410984791445355,0.40523589425578,1.74411865155472,5.09346402208442,6.33398855015367,6.06801275913791,5.16039760611696,5.00868027638618,5.58930295961603,5.1606778327043,0.107846310892769,"Senescence"
"Hs_BPIL1_4.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.0761440201747647,0.138096165947736,0.730028792517159,0.0704692862772858,2.18827409601149,0.31582026804136,0,0.0664293890505494,0.255960341014307,0.176802801266469,0.941980017281417,0.00981101900763685,0.345196673241099,1.83088927976118,5.07115802044881,6.43672069562842,6.13347816379208,5.58055948376007,5.16902841405005,5.34706212165701,5.12162351686714,0.100473222736622,"Senescence"
"Hs_BPIL1_4.Rep2",0.916666666666667,0.6875,0.785714285714286,-0.0941817552766169,0.141253097622171,0.76450893465209,0.0479081472152764,2.26946437361366,0.371301870732268,0,0.112189266768517,0.237678041090535,0.0895192047442819,1.21669839655864,0.00195196344703793,0.329263886286946,1.9274702048465,5.07141530545991,6.45470950796211,6.25574047053281,5.50795184483552,5.2131193181299,5.484751803707,5.36845782859605,0.0960038993219025,"Senescence"
"Hs_BPIL1_4.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.0944192363950462,0.122495848256649,0.944392585868457,0.0585507986170493,2.26916557742823,0.343940637661152,0,0.0695430929443882,0.151736596174762,0.0507360916548744,1.16811833497254,0,0.281381679544225,1.75939527126343,4.67992914794953,6.23106487051316,5.99334875614432,5.2167985499512,4.90323418623299,5.46801636614105,5.06162639897764,0.100444893464989,"Senescence"
"Hs_BRD8_12.Rep1",0.916666666666667,0.625,0.75,-0.159790460764529,0.163851864423236,0.849302776101282,0.0242462218114231,2.38269869164398,0.205024726742851,0,0.00664326181872728,0.125476757909673,0.29462240574046,1.09291287315393,0.00723581633974288,0.265483315411748,1.77857146700926,5.21183490196405,6.73328508911444,6.33288013517309,5.28388824156332,5.26678025978565,5.49888963386967,5.39079568977101,0.0827395754924715,"Senescence"
"Hs_BRD8_12.Rep2",0.916666666666667,0.6875,0.785714285714286,-0.155362267087856,0.178256696993424,0.717919925610082,0.0694209218980562,2.44226377716007,0.190203855677095,0,0.00697815334651839,0.17644599311455,0.132893684082562,1.02803656510212,0.00616118663885099,0.193094522712516,1.73099010219862,4.93337795360975,6.52349810292042,6.21655613483947,5.27522962613973,5.178180686439,5.42196790930887,5.27129759991078,0.0831469199160789,"Senescence"
"Hs_BRD8_12.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.154896110194705,0.192828978918062,0.961523856120076,0.052654185793168,2.75352232257708,0.209336543034051,0,0.00710409113371099,0.042938101012916,0.111473455496133,1.26451610334672,0.000777742891999962,0.263242106390257,1.8363576654138,5.06513760294269,6.42160163195327,6.25063143658043,5.34440847269469,5.20218324531114,5.49074419216834,5.27270217815534,0.0841799778889893,"Senescence"
"Hs_BRD8_3.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.0420792580918199,0.115442953718136,0.726678697973119,0.116994744595552,2.33689314518746,0.241032573406531,0,0.0615822239183761,0.298671316872618,0.19245119558496,1.09455596884546,0.00734282632010592,0.406530114086782,1.87383162248775,5.20150950478846,6.41866461541581,6.31584505389897,5.44316501403184,5.25030807413922,5.6503417060093,5.36664116910942,0.103787663893861,"Senescence"
"Hs_BRD8_3.Rep2",0.916666666666667,0.6875,0.785714285714286,-0.0464558266068144,0.1241073167951,0.592412592795151,0.0576866999382566,2.34427165624464,0.199771729586321,0,0.0670694180101065,0.109262408511253,0.017617984660211,1.15198340236979,0.00515267401311868,0.38868541351427,1.96183873761886,5.21627860206476,6.63029301693762,6.34572052338244,5.57697348828593,5.36595875868903,5.56558059347027,5.3274993433745,0.0970162927699117,"Senescence"
"Hs_BRD8_3.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.0193088667560797,0.116343933573875,0.784800422705812,0.0641751403094451,2.41285533060378,0.309991166896099,0,0.0178603538548061,0.125570717610724,0.0351806037379544,1.04013936360138,0.00366260998464527,0.415603712316346,1.85026017747505,5.15450539141867,6.38866568334218,6.29313040502312,5.59568674794218,5.18710634356395,5.55344455719359,5.25858265792334,0.0975137796414147,"Senescence"
"Hs_C20orf18_1.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.171496773686984,0.168784740745522,0.758062172194785,0.0647111811973021,2.61415094433694,0.260957870795004,0,0.0934819702440457,0.149738303598003,0.0295658703435886,1.1177493876739,0,0.277698539885557,2.05985846676059,5.28001056072849,6.5002889306098,6.28854904921669,4.98181104418526,5.27732265365314,5.60511269760124,5.31791291669428,0.11388828324675,"Senescence"
"Hs_C20orf18_1.Rep2",0.916666666666667,0.6875,0.785714285714286,-0.151051743545171,0.169726567037595,0.706202709699991,0.0400288702102143,2.60442392395974,0.472422754334039,0,0.180550150056055,0.243090003103073,0.00849248514607275,1.23967719041861,0.000624399054363762,0.178217306158667,1.97249493833802,4.98722514722451,6.41425237212156,6.21056965970042,5.42667453413931,5.1952946311635,5.48297406687096,5.2726047596085,0.105368028944992,"Senescence"
"Hs_C20orf18_1.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.0762362281806983,0.170155510414415,0.520229312501607,0.0431514636804771,2.62456845582619,0.339945423494167,0,0.095002406630596,0.174638176549493,0.0199993999762817,1.2540929584849,0,0.147556223110533,2.01113608916647,4.93815389548846,6.18174441760082,6.1035097233087,5.37826602118543,5.16953774618452,5.38272871731343,5.1012733881313,0.0977325687704729,"Senescence"
"Hs_C20orf18_5.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.0602529620019681,0.142137504005811,0.62902867951401,0.0612572958284128,2.31700193925162,0.609810890555345,0,0.131149357838578,0.100780976488894,0.0523554680733109,1.10591188434605,0.0035875203530844,0.294836445851058,1.81586646701775,5.04528797765367,6.42750548673981,6.15944844797086,5.28095657127903,5.07085018116627,5.42826159087763,5.18160234108204,0.0906629025141519,"Senescence"
"Hs_C20orf18_5.Rep2",0.916666666666667,0.6875,0.785714285714286,-0.0510352587431167,0.138702798915658,0.602440135365986,0.0392692371531298,2.41619962664832,0.442058518601155,0,0.0682357532107772,0.0914587673348944,0.0540925149984003,1.16924874384775,0.00534928884739929,0.227629126554626,1.92953022097702,5.02172781981802,6.37852140938764,6.24455708185441,5.39884199630782,5.14941771156452,5.3359349139262,5.13369917010469,0.0904757650165122,"Senescence"
"Hs_C20orf18_5.Rep3",0.916666666666667,0.6875,0.785714285714286,0.0703301220120546,0.148209487512191,0.673876223099015,0.0784630631515335,2.44149734532143,0.363910181051208,0,0.104193107279403,0.233806690871847,0.22828069297476,1.22178791271947,0.0114672752935927,0.412312239562908,1.95592797214415,5.40150430314961,6.54636687551067,6.36595500299304,5.55742537779084,5.38465524122594,5.59289868977284,5.31037128819193,0.0933337593162734,"Senescence"
"Hs_CCL23_2.Rep1",0.916666666666667,0.6875,0.785714285714286,0.0661487492072974,0.165666927989576,0.740807169919864,0.0808902407708534,2.2458187109717,0.620466375610029,0,0.0455363565459706,0.0770367057628127,0,1.11530242246358,0,0.370601159674709,1.71250928545562,4.81801376880294,6.15102075055451,6.0787978848281,5.05715872561845,4.96016082308382,5.43570085477409,5.19533456859983,0.0927416796462125,"Senescence"
"Hs_CCL23_2.Rep2",0.916666666666667,0.6875,0.785714285714286,-0.000129989271130789,0.13089867648945,0.721220463447768,0.10853919029132,2.26864854808514,0.52181731707186,0,0.0127980037720961,0.190918142191046,0.0889643853107671,1.21718173115257,0.005058990749759,0.350284869766491,1.78901565365368,5.13597252700176,6.41552101460519,6.27721836634924,5.46284814711985,5.23681445900948,5.5934282350657,5.31391321828307,0.0919432465016207,"Senescence"
"Hs_CCL23_2.Rep3",0.833333333333333,0.6875,0.75,0.00713218073589275,0.123805263895972,1.02759366285891,0.0606277037271279,2.29080287594412,0.378215863715558,0,0.0232209947944603,0.188160343228316,0.050709646041054,1.13778322385245,0.00111885618973987,0.464300077271482,1.83406310959037,4.94128239545377,6.29274225426661,6.11419714821542,5.3882060727567,5.02898506125331,5.60545291842655,5.24142124069387,0.104793257580802,"Senescence"
"Hs_CCL23_5.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.140985074200082,0.162251265500623,0.862605534779148,0.0844279427893238,2.42943521993497,0.373029090051156,0,0.055073276694711,0.0686479504263293,0.0307096276756967,1.13579477268071,0.000719531321501108,0.260372142512659,1.96677047783031,5.17249879333376,6.47218974026316,6.29431184843106,5.33270323924263,5.23261589808695,5.51549417780107,5.31702666430882,0.0972553834922452,"Senescence"
"Hs_CCL23_5.Rep2",0.833333333333333,0.6875,0.75,-0.138941079447666,0.161966032931112,0.688766047332093,0.046510882733758,2.54432070683123,0.436888468486783,0,0.0630791538037611,0.0844697862759876,0.0153908129656045,1.28262800037487,0.00309586599840676,0.212814849699325,1.91907707495091,4.88733512350334,6.4666161814182,6.2358365828886,5.31761172492993,5.35939607932287,5.52927734475141,5.18546884842391,0.100281266253724,"Senescence"
"Hs_CCL23_5.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.137377638590197,0.150819432327227,0.947109219237451,0.0431946651181479,2.51011779259133,0.396666270554739,0,0.0577519795628222,0.110653659956118,0.0210103299927911,1.26699214529241,0.0011885589196385,0.232333921864742,1.84657270726215,5.01863796889239,6.32175265356652,6.09231692913038,4.84137013421789,5.08540603649674,5.49370889981554,5.16826385890939,0.103291156308689,"Senescence"
"Hs_CTDSPL_2.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.07228801926995,0.187538991769656,0.882434992252541,0.0462243487906367,2.33770375855056,0.412090575506688,0,0.0783564872447946,0.127656719344921,0,1.02856811266076,0.00297547609518918,0.317460957184473,1.84119923489816,4.74998888339245,6.15425439794744,5.9838582337031,5.35758880628295,5.06715638114344,5.52931209074413,5.26405074386274,0.106092697921594,"Senescence"
"Hs_CTDSPL_2.Rep2",0.833333333333333,0.6875,0.75,-0.0464338150097525,0.176022955280322,0.639395131757156,0.0760981008495248,2.43653908661465,0.536601120951074,0,0.12880092805906,0.0758347509242902,0.0159798389870117,1.23445817294012,0.00199725926469086,0.358387552364178,1.81896613861903,4.88684313534569,6.23054346983322,6.07079727633509,5.38649377308575,5.08862792497329,5.39360300590151,5.08795933406387,0.0880489454122625,"Senescence"
"Hs_CTDSPL_2.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.0970915032557794,0.207263484088956,0.89219027182871,0.0465834707148349,2.43116988785158,0.370746924702835,0,0.141242091600023,0.0878884244219219,0.0141876983975906,1.32379987155217,0,0.330289120586004,1.89127359311324,5.07515643579132,6.41831660030707,6.28380046864806,5.40148393684672,5.15461023222478,5.51326038546622,5.30296447991753,0.10109743603436,"Senescence"
"Hs_CTDSPL_8.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.0524552582229673,0.133191902757687,0.780362018282976,0.067048411199119,2.39264280163135,0.414744037437025,0,0.0770842945758466,0.133387934413854,0.0219682058706221,1.11009437537262,0,0.532466275121414,1.81923411191228,5.05562957781121,6.42983803666446,6.12279923191012,5.42228860444072,5.16385713092964,5.48084952273953,5.10019365273614,0.100981541779477,"Senescence"
"Hs_CTDSPL_8.Rep2",0.916666666666667,0.6875,0.785714285714286,-0.0709989926267334,0.133995135477625,0.665407062067822,0.0656783780561588,2.36995132548244,0.632639168121803,0,0.060659807578743,0.187477635480761,0.164883699630194,1.33858804583181,0.00310084307156381,0.417440694978986,1.91197737875885,5.283783039025,6.61945240824358,6.41055718675299,5.50630819202345,5.35853859171747,5.68005301546551,5.36352008371528,0.0920259086175056,"Senescence"
"Hs_CTDSPL_8.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.0955640395679913,0.142314657053429,0.832381120217322,0.0874758645493363,2.39778343364463,0.429426442654698,0,0.0300653820243551,0.203616503045931,0.0686978710046198,1.07172534928926,0.00397260198805879,0.501907308364487,1.82208861918375,5.18472008859543,6.47471712894198,6.21276912143096,5.33774073997092,5.2411329287986,5.53161067719112,5.05333227914122,0.0999697837654839,"Senescence"
"Hs_DCAMKL3_5.Rep1",0.916666666666667,0.6875,0.785714285714286,0.0809848369318744,0.10387207393267,0.579516763837411,0.0443826027474088,2.33909752863691,0.351603353338499,0,0.0670822046277934,0.322739715610657,0.133254908784079,1.13983220643882,0.00362327369069371,0.19343722654182,1.79114763165648,5.04910994594774,6.29351722392486,6.13181148440843,5.33747828780162,5.12659467889965,5.54565352616323,5.30745772359408,0.101785069775251,"Senescence"
"Hs_DCAMKL3_5.Rep2",0.833333333333333,0.6875,0.75,-0.179377559797714,0.0894124023027004,0.67065940690702,0.0484460988721808,2.45125941035918,0.384799094390946,0,0.0817467508468472,0.188574268474864,0.123427044557418,1.10664688212015,0.00130028879760648,0.282796672977015,1.81747699432058,5.02502506311741,6.43124766844528,6.19159519127925,5.28495766431521,5.12032676408451,5.40760146108589,5.23092726510169,0.106683043228912,"Senescence"
"Hs_DCAMKL3_5.Rep3",0.833333333333333,0.625,0.714285714285714,-0.193220553333422,0.0932328966320513,0.652608323870375,0.0378832567685773,2.22800018764944,0.290650450252784,0,0.053740101987364,0.425199159575788,0.0515228134477878,1.05442440808418,0,0.328948415123888,1.60375909745177,4.6850003460195,6.13497486459075,5.87857931636675,4.85154232940462,4.83820745172866,5.32101580197954,5.00170736193881,0.114526294232234,"Senescence"
"Hs_DCAMKL3_6.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.0803948848149112,0.127051850491347,0.609077431912898,0.057277337762196,2.00932384686037,0.302215081680982,0,0.0722326109678286,0.356499564576759,0.0961616911317652,0.906493431343709,0,0.347118161246438,1.74311577967958,4.93223395338612,6.25705492972845,6.12084281056208,5.39176122127038,4.96721156879719,5.45285340055906,5.21131935304094,0.108766298222633,"Senescence"
"Hs_DCAMKL3_6.Rep2",0.833333333333333,0.625,0.714285714285714,-0.0727608891564641,0.129486469432044,0.650369126301932,0.0720119536539933,2.17136607678741,0.216074892111018,0,0.0577103883238823,0.376118599739209,0.0959093590195762,1.11840471116564,0.00243194485637334,0.588462210699244,1.90763760900483,5.0529495097834,6.34441268576595,6.19782445600869,5.14940347783459,5.08911449834282,5.64025206940233,5.29672242537275,0.106285510969289,"Senescence"
"Hs_DCAMKL3_6.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.0877191367952039,0.133798556036314,0.749699437837528,0.0380863284015879,2.04377535334693,0.338740563031498,0,0.11376403364443,0.381612179151832,0.228008856607142,0.950617493825936,0.00159071938271941,0.304658815663879,1.93060732687019,4.91411251920937,6.37874843562881,6.21728087736073,5.43096714232567,5.0931992205045,5.56088192148774,5.28401924307331,0.104037625464539,"Senescence"
"Hs_DUSP11_10.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.140378046923397,0.144681073217086,0.861145485490794,0.0340714903878717,2.22834315312366,0.469210226149702,0,0.0354629109088538,0.140433355921552,0.0435106142736556,0.930360951539293,0.00241878322590433,0.215313610671457,1.69051073660578,4.94290577343981,6.30479649080638,6.1009283037319,5.22192651755176,4.93061032960834,5.46693158693781,5.03462686653465,0.109845190573001,"Senescence"
"Hs_DUSP11_10.Rep2",0.833333333333333,0.6875,0.75,-0.123095752567718,0.126874374730397,0.889905979407204,0.033796015595513,2.37161539354064,0.333058457993087,0,0.0491813810446932,0.310211158789728,0.058919349862615,0.972584107490054,0.00150549596629596,0.365841236573431,1.82295673653954,5.07722499022409,6.2070017464639,6.06464688229454,5.31003683469207,5.05668168238727,5.509593768632,5.11330569553138,0.101724198734765,"Senescence"
"Hs_DUSP11_10.Rep3",0.916666666666667,0.6875,0.785714285714286,-0.164835318089702,0.140963193913831,0.558066701183659,0.0291869652634273,2.23579021460993,0.338427421679295,0,0.143895426016833,0.168492347939733,0.143734314735383,0.948304722279633,0.0021009250640726,0.335098068793242,1.8664803643046,5.07700143988667,6.4577709912157,6.23268040838972,5.33093179474822,5.13798757762511,5.50798967907737,5.32751931090767,0.104592626712472,"Senescence"
"Hs_DUSP11_5.Rep1",0.916666666666667,0.625,0.75,-0.0954153398646288,0.137404547178773,0.679523386095904,0.0478314095941923,2.13061391524388,0.333317080115295,0,0.0864500382718974,0.349991794173002,0.0812973781932987,1.024755515769,0.00267088981887097,0.171194665811737,1.91476585015818,4.90359209461734,6.24208870864977,6.09298711008039,5.1843300951596,5.03087585414103,5.5291529355659,5.23023898628367,0.107803929020377,"Senescence"
"Hs_DUSP11_5.Rep2",0.916666666666667,0.6875,0.785714285714286,-0.143436176367552,0.156165846971634,0.632672594066721,0.0463857086456705,2.0666466006827,0.446036725065643,0,0.107705190211529,0.303243253530485,0.0519913098742648,1.01876378535833,0.00132950832071036,0.131250363889462,1.8900808603237,4.78208149608579,6.15763331998727,6.03731738611842,5.30206720775742,4.96661569611406,5.4163455433253,5.14584110880667,0.108100436474712,"Senescence"
"Hs_DUSP11_5.Rep3",0.916666666666667,0.625,0.75,-0.0856879254124886,0.146930025734966,0.586784165477762,0.0317588929200883,2.11450894600133,0.376085368038536,0,0.0956894306912974,0.210286614996464,0.0700264425023126,1.00056411912108,0,0.118287703326301,1.85299239644839,4.59602414871003,5.98743938927342,5.8307046433722,5.06941154961982,4.86549932993266,5.35634973022706,4.98421936540168,0.111038784470711,"Senescence"
