"","method.DAS","method.mSS","method.DAS_mSS","method.lassoCS","method.CSS","marker.GLB1","marker.TP53","marker.CDKN1A","marker.CDKN2A","marker.LMNB1","marker.IL1A","marker.RB1","marker.CDK1","marker.CDK4","marker.MKI67","marker.CDKN2B","ssgsea.SenMayo","ssgsea.CellAge","ssgsea.GenAge","ssgsea.ASIG","ssgsea.SASP","ssgsea.AgingAtlas","ssgsea.SenUp","ssgsea.SigRS","hUSI","Condition"
"Extras3.Rep2",0.916666666666667,0.625,0.75,0.440950726983932,0.0566125892576432,0.258543685017186,0.124698829393072,1.0870356154003,0.244934470547373,0,0,0.106582183135311,0.717536829544813,1.07377300903893,0.186172846430801,0.0385420558024776,1.3595234676303,4.955090701419,6.32096745142886,6.06283661998159,5.18142161422802,4.90825504718865,5.16138389895222,5.2291038482689,0.0183514229668043,"Growing"
"Extras3.Rep3",0.916666666666667,0.5625,0.714285714285714,0.281929846187386,0.102368315647011,0.298586304979235,0.106945511046899,1.41324705513087,0.212231898381235,0.00272205475554145,0,0.15043013269697,0.716587239949784,1.3309939719867,0.0486584516674455,0.0304300908981799,1.26297047214978,4.61769406730332,6.20838045397608,5.82431919491646,5.11241802432564,4.72267158810377,5.22225621320593,4.91487906583036,0.0239879413355671,"Growing"
"Extras4.Rep1",0.833333333333333,0.5625,0.678571428571429,0.485833977374089,0.0882813044290885,0.434290685351815,0.193300879961427,1.42623341153243,0.272528909457949,0,0,0.10046392118796,0.40774492093091,1.40474834114524,0.0779665768977919,0.0644325494752346,1.36685346472301,5.19968724033159,6.62658868593523,6.28448307502193,5.17226143646024,5.04441736880507,5.34407327596748,5.30881496362643,0.0251856796023115,"Growing"
"Extras4.Rep2",0.916666666666667,0.5625,0.714285714285714,0.41873267074068,0.105122241622338,0.314745662058578,0.128370426096375,1.48679612317762,0.250300223909102,0.00702012622072543,0,0.0590994721536801,0.418155890633375,1.40591384596576,0.0599081939018771,0.0325045061440894,1.27638160335058,4.92501099586782,6.34037634196038,5.99276286407547,5.04165947630292,4.83743827884755,5.20834183891418,5.11428152918315,0.0257942817234562,"Growing"
"Extras4.Rep3",0.916666666666667,0.625,0.75,0.486146114430505,0.0871304900890632,0.313867999398594,0.13499372392682,1.42684528268594,0.393538695937144,0.00391847841032239,0,0.0735016545603875,0.363667625658838,1.33323380561911,0.0226684569443516,0.0545691119753724,1.37447061901506,5.05793873908934,6.35475376636587,6.21995668569495,5.15390113580864,4.92382792237686,5.17504943899048,5.30499980054292,0.0147278798822528,"Growing"
"Extras5.Rep1",0.916666666666667,0.6875,0.785714285714286,0.143551298389136,0.134726093507708,0.549587500393672,0.0794295587402577,2.714732134284,0.489451608868748,0,0.115261292745534,0.0659879932092687,0.0501631748738629,1.12429052355961,0.00287915337907958,0.430981151208173,1.9934067524446,5.03606183132062,6.32861556275223,6.23531238350954,5.384605911477,5.19533278566736,5.42936289354336,5.2034396456124,0.081134227770902,"Senescence"
"Extras5.Rep2",0.833333333333333,0.6875,0.75,0.275350285799807,0.116055171243785,0.297894137430551,0.0507759119461127,2.34233141951779,0.540944887190827,0,0.120576697351253,0.103583975214095,0.0239886782950213,0.92628699565547,0,0.416085648109085,1.93861426323968,4.92336504343974,6.04113730620425,6.00227536921241,5.54010366139094,5.01303688585087,5.25135159964824,5.0515424819102,0.0905393558065371,"Senescence"
"Extras5.Rep3",0.916666666666667,0.6875,0.785714285714286,0.123426717813605,0.110198912624562,0.450289004216628,0.0866583399286467,2.25702012575426,0.539616444187293,0,0.149599622619707,0.0794259355426626,0.0604971905810961,0.903129453485066,0,0.425005107738874,1.90946328345736,4.8673674912106,6.15129933508868,5.93677324338109,5.4266870128919,4.96268894428531,5.31999928858713,4.99108525540417,0.100073029083507,"Senescence"
"Extras6.Rep1",0.916666666666667,0.6875,0.785714285714286,0.121142989881173,0.129673281794864,0.34827227738613,0.0996214950909918,2.25463121970571,0.455708380612956,0,0.135227309759159,0.0873057544272739,0,0.786574993266159,0.00298840463292963,0.314552335630086,1.92076929232979,4.9919519414279,6.2342051005352,6.04292344004739,5.54399318889251,5.12914073625028,5.32580086976674,5.01770675855617,0.0919516784891245,"Senescence"
"Extras6.Rep2",0.916666666666667,0.6875,0.785714285714286,0.170464194400038,0.131800444253149,0.461287920039389,0.0854310097864512,2.2426754912006,0.382855928854818,0,0.248168280676854,0.153166042242779,0.0292431277558603,0.83277817655349,0.00902038261929648,0.505306431070773,2.0126754266539,5.13350305687112,6.19740511493532,6.14963702980836,5.58154218476818,5.10277719040821,5.27543198985578,5.07543938537714,0.103262219407879,"Senescence"
"Extras6.Rep3",0.916666666666667,0.6875,0.785714285714286,0.154906761078146,0.127952358656747,0.461573470806469,0.0914136402436827,2.39977176307742,0.406104119677683,0,0.0998138694529065,0.0616178608380554,0.111564763259256,1.06768374031584,0,0.367844718207686,1.83895908966708,4.69037486388383,6.10648272098017,5.97276838578396,5.50321111025752,5.03271393939925,5.19838420251995,5.04764675106587,0.0828494380964195,"Senescence"
"Extras7.Rep1",0.916666666666667,0.6875,0.785714285714286,0.0740941032251867,0.142886422454051,0.610563780263446,0.0762763812090319,2.34374715852005,0.464072824913814,0,0.0795545106706143,0.111979958104697,0.0964462543623846,1.29513653170688,0.00280412935323658,0.311143479247829,1.955012478729,4.89760720380089,6.40807393143027,6.20592519082227,5.53931695160356,5.18999188024158,5.42851802224184,5.24024830826792,0.0850247136690027,"Senescence"
"Extras7.Rep2",0.916666666666667,0.6875,0.785714285714286,0.0972314541367207,0.11753658330314,0.393617489048984,0.113057564992282,2.19642993939432,0.492993328776387,0,0.0557810030257247,0.069668592362595,0.0651527001381904,0.848948260780202,0.00628703278737465,0.30938526061142,1.91476222688695,5.12916520826822,6.40757995636675,6.25449531746984,5.51752451008981,5.2204543529122,5.41402135431161,5.28985310766334,0.0938265191902238,"Senescence"
"Extras7.Rep3",0.833333333333333,0.6875,0.75,0.0728110032640087,0.15143670207903,0.53614893043732,0.0877215103933864,2.3322805103025,0.530194014817672,0,0.102318302446995,0.140179870230117,0.0574243617574619,0.906537468110348,0.00226669773424586,0.440465015068993,1.84303721539261,4.93641916114417,6.26358857472881,5.89158352930581,5.422882610389,5.04253566908608,5.27797115622926,4.78175660067458,0.104080400649014,"Senescence"
"Extras8.Rep1",0.916666666666667,0.6875,0.785714285714286,0.122501213769109,0.127927496681095,0.487469521048826,0.142654515081428,2.35655626450275,0.481502385553595,0,0.115167197792992,0.0946673035355595,0.00767557208685009,0.678039550755568,0.00295253409352929,0.384871934982628,2.01237356915304,5.04799572205155,6.42356985581695,6.22833323831062,5.43469415729493,5.33162621384794,5.47557387001737,5.16356435558844,0.105384141080809,"Senescence"
"Extras8.Rep2",0.916666666666667,0.6875,0.785714285714286,0.131289415974401,0.163895623821317,0.767044101016173,0.114259818633366,2.41427788633073,0.483906054384988,0,0.222888184889273,0.108184396019714,0.10684602068573,1.01582931399732,0.00492395358413234,0.603051368588492,1.89162713403521,4.84618842334488,6.10793927105217,6.0039458199217,5.13778290128526,4.97134476335146,5.36796837188588,5.01527906715029,0.107692134239744,"Senescence"
"Extras8.Rep3",0.916666666666667,0.6875,0.785714285714286,0.0506677591992136,0.162098004480199,0.516438579726358,0.0550189007312899,2.47805345427277,0.37507138059096,0,0.130135353375841,0.0568835377625297,0.0467852589910163,1.08531560402658,0.00495791445060894,0.33882465363743,2.08492949081779,4.98464083415231,6.39772159771988,6.16760515410246,5.43992134644911,5.19619478610009,5.39310756143098,5.19564006841835,0.0926249102534259,"Senescence"
"Hs_ABCD4_1.Rep1",0.916666666666667,0.6875,0.785714285714286,-0.0266617771294596,0.0775613101405002,0.757959313540624,0.0557949616051312,2.51850919677882,0.37458045153454,0,0.063778305986097,0.0479693212479575,0.0101486164052462,1.24867573210328,0.000782305021711586,0.227427380887596,1.75524503200041,5.06154703976233,6.34752710081421,6.15108029169055,5.34395798448042,5.11900259948388,5.39667478088247,5.30014227407371,0.086758304962787,"Senescence"
"Hs_ABCD4_1.Rep2",0.916666666666667,0.6875,0.785714285714286,-0.0570675642071492,0.063916713757756,0.782236222669605,0.0892540719136435,2.74272898325661,0.304284823762802,0,0.0162298545601568,0.0720640426482964,0.0147331089231363,1.3647946385333,0.0106343012093253,0.295101994284034,1.73911939288048,5.00566728697621,6.48024735292322,6.26989444586028,5.47006233952883,5.06161251153905,5.45869696183729,5.21800524763527,0.09379079827369,"Senescence"
"Hs_ABCD4_1.Rep3",0.916666666666667,0.6875,0.785714285714286,0.108334184117738,0.0955287313814278,0.627931400171939,0.0383606689279835,2.66515331235796,0.399369519226379,0,0.0922081086049859,0.0793273110562293,0.0216594546492378,1.47410054776485,0.00391594627731515,0.372906156716906,1.8235577074234,5.1074675418681,6.32619579951936,6.16530594641351,5.34092592447615,5.12771903590182,5.46076246166843,5.12083689529715,0.0946443470039487,"Senescence"
