"","expression","weight","gene","threshold"
"PCDH1",0.0666400118327961,0.0055145760755425,"PCDH1","Positive"
"PCDH10",-0.0462884410927875,-0.00331826529228598,"PCDH10","Negative"
"PCDH17",0.0190084858313404,0.00515276346217888,"PCDH17","Positive"
"PCDH18",-0.0998864524513683,-0.00630881899564736,"PCDH18","Negative"
"PCDH19",0.0651029669834717,0.00979585372199087,"PCDH19","Positive"
"PCDH7",-0.0787224705055871,-0.0107789549980428,"PCDH7","Negative"
"PCDH8",-0.181025566962368,-0.0123321576600538,"PCDH8","Negative"
"PCDH9",0.00591133127641679,-0.00226125573508035,"PCDH9","Negative"
"PCDHA12",0.19395332744212,0.0112275179617679,"PCDHA12","Positive"
"PCDHA13",0.0496127963604462,0.00106349593156247,"PCDHA13","Positive"
"PCDHAC1",0.0877315638469268,0.00309982800743698,"PCDHAC1","Positive"
"PCDHAC2",0.195136258896214,0.00922110406801442,"PCDHAC2","Positive"
"PCDHB10",0.0402140727532453,0.00511750103319376,"PCDHB10","Positive"
"PCDHB13",0.0512137455654966,0.0046796534828855,"PCDHB13","Positive"
"PCDHB14",0.0476962795279249,0.00503157245995291,"PCDHB14","Positive"
"PCDHB16",0.0664332181891518,0.00633299136467212,"PCDHB16","Positive"
"PCDHB2",0.0520766396254238,0.00542900828024331,"PCDHB2","Positive"
"PCDHB5",0.0239414724958955,0.00496589786813554,"PCDHB5","Positive"
"PCDHB7",-0.0344953583264153,-0.000847061882996697,"PCDHB7","Negative"
"PCDHB9",0.0540138565764802,0.00732778947174822,"PCDHB9","Positive"
"PCDHGA1",-0.00430346503470005,0.00269729939416315,"PCDHGA1","Positive"
"PCDHGA10",-0.00318297589486024,3.62931218295617e-05,"PCDHGA10","Positive"
"PCDHGA11",-0.00103927366547695,2.87192693548389e-05,"PCDHGA11","Positive"
"PCDHGA12",-0.0160178984757007,-0.00168852268598176,"PCDHGA12","Negative"
"PCDHGA2",0.0231995718344662,0.0010802377506284,"PCDHGA2","Positive"
"PCDHGA3",-0.00231367610938442,0.000221793512674427,"PCDHGA3","Positive"
"PCDHGA4",0.0504024974571827,0.00297960280542604,"PCDHGA4","Positive"
"PCDHGA5",0.0227368015151106,0.0025181986822061,"PCDHGA5","Positive"
"PCDHGA6",-0.00348321689178126,0.000384651783292013,"PCDHGA6","Positive"
"PCDHGA7",-0.0130855993719963,-0.000107871204926025,"PCDHGA7","Negative"
"PCDHGA8",0.00727191354918596,0.00227160396657591,"PCDHGA8","Positive"
"PCDHGA9",-0.000190812809193113,0.000243139636931362,"PCDHGA9","Positive"
"PCDHGB1",0.0172963829933264,0.00093593546080809,"PCDHGB1","Positive"
"PCDHGB2",0.0159752450564144,0.00211818232437294,"PCDHGB2","Positive"
"PCDHGB3",0.0260565425201437,0.00219884281595154,"PCDHGB3","Positive"
"PCDHGB4",0.0582726387920326,0.00471158619829241,"PCDHGB4","Positive"
"PCDHGB5",0.0159321429205203,-0.000212639261778161,"PCDHGB5","Negative"
"PCDHGB6",-0.0103415088388805,-0.00106160927593071,"PCDHGB6","Negative"
"PCDHGB7",-0.014084001642609,-0.000992691125711014,"PCDHGB7","Negative"
"PCDHGC3",-0.00475654428905397,-0.00128617078978562,"PCDHGC3","Negative"
"PCDHGC4",-0.0323453541270848,-0.0013089827877946,"PCDHGC4","Negative"
"PCDHGC5",0.0149642716714969,0.000777582390333071,"PCDHGC5","Positive"
"PCED1A",-0.00518642956696358,-0.00026829982329572,"PCED1A","Negative"
"PCED1B",-0.01967197914565,-0.000547385328972341,"PCED1B","Negative"
"PCF11",0.00262914399355812,0.000577214478204421,"PCF11","Positive"
"PCGF1",0.00341225684814614,-0.00020951608894572,"PCGF1","Negative"
"PCGF2",-0.0178328583193746,-0.00259350651279206,"PCGF2","Negative"
"PCGF3",-0.000482626646702753,0.000405407912706573,"PCGF3","Positive"
"PCGF5",0.00269749379713996,0.000698465312931747,"PCGF5","Positive"
"PCGF6",-0.00808564257653185,-0.000178345282521209,"PCGF6","Negative"
"PCID2",-0.00320710059316125,0.00011857295972245,"PCID2","Positive"
"PCIF1",-0.0416785495942043,-0.00248082602974,"PCIF1","Negative"
"PCK2",-0.0533392888125156,-0.00220739004444786,"PCK2","Negative"
"PCLAF",-0.0925415098016665,-0.000893122940986863,"PCLAF","Negative"
"PCM1",0.00521764535145628,0.000123888584423639,"PCM1","Positive"
"PCMT1",0.0134012937663094,0.000538289084658159,"PCMT1","Positive"
"PCMTD1",0.0418845767061343,0.00222418236831347,"PCMTD1","Positive"
"PCMTD2",0.0160430757534397,0.00064210504995695,"PCMTD2","Positive"
"PCNA",-0.0294461444892354,-0.000507216015656938,"PCNA","Negative"
"PCNP",0.0142058488981259,0.000892720679660135,"PCNP","Positive"
"PCNT",-0.0300477022007047,-0.00140072280894132,"PCNT","Negative"
"PCNX1",0.0207664564457487,0.000673090953060054,"PCNX1","Positive"
"PCNX2",0.026536027429117,0.000312989829916332,"PCNX2","Positive"
"PCNX3",-0.0143281330579735,-0.00066039732186263,"PCNX3","Negative"
"PCNX4",0.0156667935547076,0.00101807441472369,"PCNX4","Positive"
"PCOLCE",-0.0729613639740862,-0.00437418877763098,"PCOLCE","Negative"
"PCOLCE2",-0.117578850958065,-0.0133563928245788,"PCOLCE2","Negative"
"PCP4",-0.0925306161647699,-0.0061387685365004,"PCP4","Negative"
"PCSK1",-0.070440607884113,-0.00099906286633768,"PCSK1","Negative"
"PCSK1N",0.254022355812502,0.0207729712306027,"PCSK1N","Positive"
"PCSK4",-0.0724541465698,-0.000283694249646241,"PCSK4","Negative"
"PCSK5",0.0725336423896605,0.00289586996411226,"PCSK5","Positive"
"PCSK6",0.0220208105621417,-0.00303783224452663,"PCSK6","Negative"
"PCSK7",-0.0180608924460617,9.67988549888383e-06,"PCSK7","Positive"
"PCSK9",-0.151690209874416,-0.0145126874366576,"PCSK9","Negative"
"PCTP",-0.00110170057023027,-0.000243536511784694,"PCTP","Negative"
"PCYOX1",0.0391378319937885,0.00143074586633544,"PCYOX1","Positive"
"PCYOX1L",0.00081201853609108,0.000389794723250977,"PCYOX1L","Positive"
"PCYT1A",0.0199913521091301,0.000579481549426517,"PCYT1A","Positive"
"PCYT2",-0.0248980462318941,-0.00227083059210797,"PCYT2","Negative"
"PDAP1",-0.0162782741979469,-0.000817138277609192,"PDAP1","Negative"
"PDCD10",0.00442871169829195,0.000220613037175322,"PDCD10","Positive"
"PDCD11",-0.00326509401670901,-0.000235341653758174,"PDCD11","Negative"
"PDCD1LG2",0.00963679121362996,0.00209377347941717,"PDCD1LG2","Positive"
"PDCD2",-0.00349764324699915,-0.000141805226779348,"PDCD2","Negative"
"PDCD2L",-0.0185681132896997,-0.00153006976888127,"PDCD2L","Negative"
"PDCD4",0.0350708537312284,0.000602190902098842,"PDCD4","Positive"
"PDCD5",0.0144874949549326,0.00102171040319769,"PDCD5","Positive"
"PDCD6",0.0200389394001826,0.000924573452967906,"PDCD6","Positive"
"PDCD6IP",0.020666823589807,0.00115401962205474,"PDCD6IP","Positive"
"PDCD7",0.00515506120461446,-3.38337340221243e-05,"PDCD7","Negative"
"PDCL",-0.00429246757813307,-0.000198433576939417,"PDCL","Negative"
"PDCL3",-0.0205041386288282,-0.00153212742333706,"PDCL3","Negative"
"PDE10A",-0.0311241221731634,-0.00401879284698873,"PDE10A","Negative"
"PDE11A",0.0202867363780005,-0.000896907015013094,"PDE11A","Negative"
"PDE12",0.0128993087023041,0.000665451520092892,"PDE12","Positive"
"PDE1A",0.00756003145033128,0.00118642929106488,"PDE1A","Positive"
"PDE1C",-0.0455140402612897,-0.000983270169509247,"PDE1C","Negative"
"PDE2A",0.181883837369545,0.0100889401462341,"PDE2A","Positive"
"PDE3A",-0.119822046726358,-0.00983168897101879,"PDE3A","Negative"
"PDE3B",-0.0952324115909282,-0.00463313942584519,"PDE3B","Negative"
"PDE4A",-0.016940127334016,-0.00132125259946145,"PDE4A","Negative"
"PDE4B",0.0442826813275356,0.00619088153097781,"PDE4B","Positive"
"PDE4D",-0.0423710341109666,-0.00315341658305921,"PDE4D","Negative"
"PDE4DIP",0.015246260277566,0.000112466621317045,"PDE4DIP","Positive"
"PDE5A",0.014810839809486,-0.000667389214269993,"PDE5A","Negative"
"PDE6B",-0.109469245222047,-0.00754782487908769,"PDE6B","Negative"
"PDE6D",0.0142608348521057,0.000482287399162984,"PDE6D","Positive"
"PDE7A",-0.00973566123157224,-0.000490397685781294,"PDE7A","Negative"
"PDE7B",-0.0323154216823419,-0.00121554475586952,"PDE7B","Negative"
"PDE8A",0.000334067155602699,0.000573918071653509,"PDE8A","Positive"
"PDE8B",-0.0123864274858931,-0.001383026725029,"PDE8B","Negative"
"PDE9A",0.0890457165515233,0.00172630802450066,"PDE9A","Positive"
"PDF",-0.146693881282497,-0.00458766604550958,"PDF","Negative"
"PDGFA",-0.0272767866335914,-0.00212307330239505,"PDGFA","Negative"
"PDGFB",0.14006162697824,0.00670082078759924,"PDGFB","Positive"
"PDGFC",0.0377050978303024,0.00251046596653417,"PDGFC","Positive"
"PDGFD",0.00399255970221552,0.00117567245637614,"PDGFD","Positive"
"PDGFRA",0.0163490919105853,-0.0014485617466143,"PDGFRA","Negative"
"PDGFRB",-0.012974226098069,0.00147531142064878,"PDGFRB","Positive"
"PDGFRL",0.116894512399477,-0.00140582544175337,"PDGFRL","Negative"
"PDHA1",-0.00608047479390136,-0.000346825514620891,"PDHA1","Negative"
"PDHB",-0.00931050018275859,-0.000637269082622216,"PDHB","Negative"
"PDHX",0.0134242041155826,8.56850461724809e-05,"PDHX","Positive"
"PDIA3",0.0029475244033894,8.39387176987462e-05,"PDIA3","Positive"
"PDIA4",-0.013850038843242,-0.000739761328135502,"PDIA4","Negative"
"PDIA5",0.0175707703868429,0.00116178417860841,"PDIA5","Positive"
"PDIA6",0.00169124899848407,0.000166608747457485,"PDIA6","Positive"
"PDIK1L",-0.0044943998905153,-0.000200043945902147,"PDIK1L","Negative"
"PDK1",0.0208789684017703,0.00149608012117632,"PDK1","Positive"
"PDK2",0.0288779160420916,0.0015115007211031,"PDK2","Positive"
"PDK3",-0.0186662839086921,0.000585612727443483,"PDK3","Positive"
"PDK4",0.242227368374556,0.0171341034910492,"PDK4","Positive"
"PDLIM1",0.0276381272572191,0.000136374439821007,"PDLIM1","Positive"
"PDLIM2",-0.0192787026165872,-0.000710041938805555,"PDLIM2","Negative"
"PDLIM3",-0.170197206632814,-0.0196617855407658,"PDLIM3","Negative"
"PDLIM4",0.0512337117369036,0.00300161412739205,"PDLIM4","Positive"
"PDLIM5",-0.0286025676409829,-0.000933718205665679,"PDLIM5","Negative"
"PDLIM7",-0.0242416490893811,-0.000864299383902487,"PDLIM7","Negative"
"PDP1",-0.00483589871787539,8.35236585125459e-06,"PDP1","Positive"
"PDP2",-0.00304164807598459,-0.00147967507202284,"PDP2","Negative"
"PDPK1",0.00801115209842838,-0.000168556024740834,"PDPK1","Negative"
"PDPN",0.0907254646041355,0.00520161150981897,"PDPN","Positive"
"PDPR",-0.0051001732201568,-0.000866792637706293,"PDPR","Negative"
"PDRG1",0.00325901150077434,-0.000124872576463814,"PDRG1","Negative"
"PDS5A",0.00494958193173622,7.1867167503432e-05,"PDS5A","Positive"
"PDS5B",-0.012263447974121,-0.000426008737805368,"PDS5B","Negative"
"PDSS1",-0.0404503226965379,-0.00201488127270966,"PDSS1","Negative"
"PDSS2",-0.00550173586707885,-0.000761714580894838,"PDSS2","Negative"
"PDXDC1",-0.000736149371547138,-0.000643879351832203,"PDXDC1","Negative"
"PDXK",-0.0133825258093888,-0.00121205481539104,"PDXK","Negative"
"PDXP",-0.197267427633408,-0.00689592319595752,"PDXP","Negative"
"PDZD11",-0.00477021190899837,-0.000719530436007915,"PDZD11","Negative"
"PDZD2",0.0178493901424838,-0.00179726747274626,"PDZD2","Negative"
"PDZD4",0.0274580149749582,0.00581114630575558,"PDZD4","Positive"
"PDZD7",-0.0394549641170682,0.000340579797188181,"PDZD7","Positive"
"PDZD8",0.0163971169426489,0.000404810739891115,"PDZD8","Positive"
"PDZK1",0.0178378489348412,0.000762817977717515,"PDZK1","Positive"
"PDZK1IP1",0.153416284653794,0.00857746190897419,"PDZK1IP1","Positive"
"PDZRN3",-0.00405280230943422,0.00216460674073765,"PDZRN3","Positive"
"PEA15",0.0268541631777615,0.00116398842700909,"PEA15","Positive"
"PEAK1",0.00370863082324938,-0.000150622509974745,"PEAK1","Negative"
"PEAR1",-0.0542377961047412,-0.00302306484883513,"PEAR1","Negative"
"PEBP1",0.0186239444702429,0.000589380086952239,"PEBP1","Positive"
"PECAM1",0.22084848521818,0.00972901848715197,"PECAM1","Positive"
"PECR",-0.0491321953557291,-0.00237688480894007,"PECR","Negative"
"PEF1",-0.00438769932297689,-0.00055461801318309,"PEF1","Negative"
"PEG10",-0.0856594697263444,-0.00503711891621247,"PEG10","Negative"
"PEG3",0.0799264655685498,0.00345956269968239,"PEG3","Positive"
"PELI1",0.00186169827804295,-0.00125457026917254,"PELI1","Negative"
"PELI2",0.0185714576837265,0.000568302916379457,"PELI2","Positive"
"PELI3",-0.00387764926196025,-4.82927161174615e-05,"PELI3","Negative"
"PELO",0.00721850658802395,0.000115171232844405,"PELO","Positive"
"PELP1",-0.0190703370994891,-0.000862435350149311,"PELP1","Negative"
"PEMT",-0.0268933068822714,-0.000787921884092804,"PEMT","Negative"
"PENK",-0.185072143130157,-0.00188390214167999,"PENK","Negative"
"PEPD",-0.00972713306593203,-7.76628868846622e-05,"PEPD","Negative"
"PER2",-0.0380670924845025,-0.00261655513227441,"PER2","Negative"
"PER3",-0.0554279271588844,-0.00262624482181147,"PER3","Negative"
"PERM1",-0.00848218280257734,0.00410480751972266,"PERM1","Positive"
"PERP",0.0588439298443814,0.00201260033239134,"PERP","Positive"
"PES1",-0.0094538463155152,-0.000431613895965481,"PES1","Negative"
"PET100",0.00805002460907153,0.000420924827798409,"PET100","Positive"
"PET117",-0.0224470414303829,-0.00141014848996567,"PET117","Negative"
"PEX1",0.00457794279601665,0.000284158386347359,"PEX1","Positive"
"PEX10",-0.00588748267236272,0.000532180623423758,"PEX10","Positive"
"PEX11A",-0.0137749000507353,0.000193686658174875,"PEX11A","Positive"
"PEX11B",0.0159392059951984,-7.56553976090211e-05,"PEX11B","Negative"
"PEX11G",-0.0691450118456043,-0.00319696124894205,"PEX11G","Negative"
"PEX12",-0.00479950651863403,-0.00060711789932006,"PEX12","Negative"
"PEX13",0.00811678677333871,0.00046549751059478,"PEX13","Positive"
"PEX14",-0.00932714115382167,-0.00062739204344526,"PEX14","Negative"
"PEX16",-0.0114486541407048,-0.000501587559716783,"PEX16","Negative"
"PEX19",0.00600537674806298,-5.08374052655217e-05,"PEX19","Negative"
"PEX2",0.00188786468406121,0.000616480936749873,"PEX2","Positive"
"PEX26",-0.0128692970401925,-2.04313139584912e-05,"PEX26","Negative"
"PEX3",0.0101263811098192,0.000430935839307411,"PEX3","Positive"
"PEX5",0.00835769347511188,-0.000218314780625712,"PEX5","Negative"
"PEX5L",-0.0155677713954521,-0.00235732762073263,"PEX5L","Negative"
"PEX6",0.0208120258849878,0.000971341133232674,"PEX6","Positive"
"PEX7",0.0166535317615913,0.000760710955427618,"PEX7","Positive"
"PF4V1",0.0704697996022014,0.00813677050285202,"PF4V1","Positive"
"PFAS",-0.059475525500049,-0.0019622439059624,"PFAS","Negative"
"PFDN1",0.00942294228548235,0.000102338764128594,"PFDN1","Positive"
"PFDN2",0.00523045778579018,-0.000586001939253956,"PFDN2","Negative"
"PFDN4",-0.00129303983519019,0.000377729323926857,"PFDN4","Positive"
"PFDN5",0.02925528086083,0.00130483411164274,"PFDN5","Positive"
"PFDN6",0.000412188365005651,0.000206749839011638,"PFDN6","Positive"
"PFKFB2",0.0242512338318998,0.000468168710984373,"PFKFB2","Positive"
"PFKFB3",-0.00257732897397146,-4.71903120010073e-05,"PFKFB3","Negative"
"PFKFB4",0.0122416384478327,0.000638362537910899,"PFKFB4","Positive"
"PFKL",-0.00213569868916339,0.0011383207227899,"PFKL","Positive"
"PFKM",0.018696703730581,0.000697961579288759,"PFKM","Positive"
"PFKP",-0.0177473408725531,0.000536881233671253,"PFKP","Positive"
"PFN1",-0.00111584113680601,0.000104544566461882,"PFN1","Positive"
"PFN2",0.0272091954693387,0.000518728412600283,"PFN2","Positive"
"PGAM1",0.0174471529827992,0.000926337942766456,"PGAM1","Positive"
"PGAM4",0.00211055732298814,0.00113528003387284,"PGAM4","Positive"
"PGAM5",-0.0145873141832545,-0.000462101627111023,"PGAM5","Negative"
"PGAP1",-0.00415795551027326,-0.00073600674326406,"PGAP1","Negative"
"PGAP2",0.00865926039704202,0.000476191628783496,"PGAP2","Positive"
"PGAP3",0.00238758538950527,0.000541369840243875,"PGAP3","Positive"
"PGBD1",-0.0270152580088006,-0.00106481061539021,"PGBD1","Negative"
"PGBD2",-0.021562010349109,-0.000975664552835373,"PGBD2","Negative"
"PGBD5",-0.0448054749337084,-0.00845970458601995,"PGBD5","Negative"
"PGD",-0.0117799229202915,-0.00249667513811155,"PGD","Negative"
"PGF",-0.0576327184155483,-0.00221838888688189,"PGF","Negative"
"PGGHG",-0.0411709289070415,-0.000217702488751087,"PGGHG","Negative"
"PGGT1B",-0.00244150845393795,-0.000375091653422092,"PGGT1B","Negative"
"PGK1",0.0255999069562215,0.00192891137499113,"PGK1","Positive"
"PGM1",0.00776207657019968,0.000326557472057102,"PGM1","Positive"
"PGM2",-0.0184596582149448,-0.000259788960031703,"PGM2","Negative"
"PGM2L1",0.0460602373028061,0.00248786398642574,"PGM2L1","Positive"
"PGM3",0.0109416100070528,0.000311917605567786,"PGM3","Positive"
"PGM5",-0.13048276291747,-0.0111303898865861,"PGM5","Negative"
"PGP",-0.0304335691798933,-0.00153130951455462,"PGP","Negative"
"PGPEP1",0.0319091596967476,0.00160361306142721,"PGPEP1","Positive"
"PGRMC1",0.0228466897206008,0.000276978893178393,"PGRMC1","Positive"
"PGRMC2",0.0262644055034096,0.000927696472931566,"PGRMC2","Positive"
"PGS1",-0.00196406186297112,-0.000232399409995137,"PGS1","Negative"
"PHACTR1",0.0191204094802919,0.00228910620627499,"PHACTR1","Positive"
"PHACTR2",0.0165443591076975,0.00105933879339103,"PHACTR2","Positive"
"PHACTR3",-0.00617333825206433,0.00182377623336629,"PHACTR3","Positive"
"PHACTR4",-0.0304168124949033,-0.00188514468409823,"PHACTR4","Negative"
"PHAX",0.00436386907105881,0.000233150948619198,"PHAX","Positive"
"PHB",0.00390052476046705,0.00016978685638888,"PHB","Positive"
"PHB2",-0.00631757278274037,-0.000128016117999743,"PHB2","Negative"
"PHC1",-0.0265353130153727,-0.00181913417387192,"PHC1","Negative"
"PHC2",0.00373082414507996,-0.000831640119263892,"PHC2","Negative"
"PHC3",0.00946667260050972,0.000659203263160367,"PHC3","Positive"
"PHETA1",0.0185249942761724,0.00147408349818877,"PHETA1","Positive"
"PHETA2",-0.0335043315692046,-0.000603956767424908,"PHETA2","Negative"
"PHEX",0.0802125578257036,0.00276087731350342,"PHEX","Positive"
"PHF1",0.0146840099735722,0.000600166184715366,"PHF1","Positive"
"PHF10",0.00787493044084595,0.000565101650791072,"PHF10","Positive"
"PHF11",0.0139362685100479,0.00107559302721463,"PHF11","Positive"
"PHF12",-0.0028412662663728,-0.000721365826974776,"PHF12","Negative"
"PHF13",-0.00362338066205595,-0.000335222927197229,"PHF13","Negative"
"PHF14",-0.0223537187043998,-0.00059565822798802,"PHF14","Negative"
"PHF19",-0.0556832644579604,-0.00260005792063478,"PHF19","Negative"
"PHF2",-0.0262348203809609,-0.00159425834245167,"PHF2","Negative"
"PHF20",-0.00190233266281766,-0.00028222501621728,"PHF20","Negative"
"PHF20L1",0.00097057533642008,-3.28880018096116e-05,"PHF20L1","Negative"
"PHF21A",0.0128035560844371,5.46965630008336e-05,"PHF21A","Positive"
"PHF23",0.0106465596465108,-0.000135016279030292,"PHF23","Negative"
"PHF24",0.290802461033399,0.0103403436432394,"PHF24","Positive"
"PHF3",-0.00169382319206939,-0.000572920754240812,"PHF3","Negative"
"PHF5A",-0.0142268929896256,-0.000767530500789924,"PHF5A","Negative"
"PHF6",-0.00107256874055699,0.00022904569643313,"PHF6","Positive"
"PHF7",0.0044350712880858,0.001252762773307,"PHF7","Positive"
"PHF8",-0.00225151651795602,-0.000341597552159526,"PHF8","Negative"
"PHGDH",-0.0791867716898364,-0.00380028782030318,"PHGDH","Negative"
"PHIP",0.00308404216801888,5.62817857196385e-05,"PHIP","Positive"
"PHKA1",-0.0117982209922798,-0.00509792315402476,"PHKA1","Negative"
"PHKA2",-0.024519211191436,-0.000998573019741333,"PHKA2","Negative"
"PHKB",0.00255006233561792,0.00026030357866472,"PHKB","Positive"
"PHKG1",0.0190379283846161,0.00211187562072149,"PHKG1","Positive"
"PHKG2",-0.00578902171071252,-0.000198492901531317,"PHKG2","Negative"
"PHLDA1",0.0350575680837114,0.00106188253997173,"PHLDA1","Positive"
"PHLDA2",-0.0520762692255638,-0.00227954289045186,"PHLDA2","Negative"
"PHLDA3",0.0243695805160066,0.0021007537926499,"PHLDA3","Positive"
"PHLDB1",0.00827962988305223,-0.000199123295020024,"PHLDB1","Negative"
"PHLDB2",-0.0124899656989277,0.00133272152499783,"PHLDB2","Positive"
"PHLDB3",0.00706174343809607,0.000994626886443103,"PHLDB3","Positive"
"PHLPP1",-0.0125176372552312,-0.000116129256584982,"PHLPP1","Negative"
"PHLPP2",-0.0228674775477883,-0.00127018352952019,"PHLPP2","Negative"
"PHOSPHO2",0.0233389334897795,0.00159609085661908,"PHOSPHO2","Positive"
"PHPT1",0.00930873375489077,0.0013909104069349,"PHPT1","Positive"
"PHRF1",-0.0139767903754924,-0.000258563090923226,"PHRF1","Negative"
"PHTF1",0.00566347390068349,0.000260904832795657,"PHTF1","Positive"
"PHTF2",-0.0066644922617809,0.000182483593917975,"PHTF2","Positive"
"PHYH",0.013143294766328,-0.000110316886736497,"PHYH","Negative"
"PHYHD1",-0.0340467814539936,-0.00187608810938066,"PHYHD1","Negative"
"PHYHIP",-0.0522214429195497,-0.00242129353022686,"PHYHIP","Negative"
"PHYKPL",0.000340306851335534,0.000567088362790728,"PHYKPL","Positive"
"PI15",-0.0846634465703015,-0.00617384626116708,"PI15","Negative"
"PI16",-0.297533946290933,-0.0206017323631934,"PI16","Negative"
"PI3",0.301839606998668,0.00873433906545398,"PI3","Positive"
"PI4K2A",0.0229315109197411,0.000420727771751225,"PI4K2A","Positive"
"PI4K2B",-0.0093200942514882,0.000279514654762914,"PI4K2B","Positive"
"PI4KA",-0.00203849716842507,-0.000253312127785785,"PI4KA","Negative"
"PI4KB",0.0150622645421962,0.000342686335611832,"PI4KB","Positive"
"PIANP",-0.017778324313993,-0.000512835044695295,"PIANP","Negative"
"PIAS1",-0.00134457194777776,-0.000103259804789417,"PIAS1","Negative"
"PIAS2",0.0253645349536342,0.00155349496081853,"PIAS2","Positive"
"PIAS3",-0.00312555399434984,-0.000643241942855916,"PIAS3","Negative"
"PIAS4",-0.015439356347111,-0.000884185692863457,"PIAS4","Negative"
"PIBF1",0.00741433663204229,0.000189062232372016,"PIBF1","Positive"
"PICALM",0.00778706032924284,0.000452344520679755,"PICALM","Positive"
"PICK1",-0.032462397076527,-0.00103084352506787,"PICK1","Negative"
"PID1",0.0409935840494586,0.00142613463589864,"PID1","Positive"
"PIDD1",-0.00477284586518622,0.000901322621627523,"PIDD1","Positive"
"PIEZO1",-0.00290950755085856,0.00108715554550819,"PIEZO1","Positive"
"PIEZO2",0.00933262070238333,-0.0036809199871209,"PIEZO2","Negative"
"PIF1",-0.122539170708577,-0.00440430199857712,"PIF1","Negative"
"PIFO",0.306034543589651,0.0120918703548479,"PIFO","Positive"
"PIGA",-0.0132532334509209,-2.73898719226093e-05,"PIGA","Negative"
"PIGB",0.00255589556239487,0.000230487093086582,"PIGB","Positive"
"PIGBOS1",-0.0204974947788805,-0.00120218998176524,"PIGBOS1","Negative"
"PIGC",-0.0115257817139571,-0.000869502306724079,"PIGC","Negative"
"PIGF",0.017958047175965,0.000818113567336283,"PIGF","Positive"
"PIGG",0.0170338125390488,0.000671258889509985,"PIGG","Positive"
"PIGH",0.00428862385351452,0.000124298104423867,"PIGH","Positive"
"PIGK",-0.0017035689543008,0.00118619914512025,"PIGK","Positive"
"PIGL",0.0203883881688912,0.00145714103348077,"PIGL","Positive"
"PIGM",-0.00180099843583219,0.000295430284669069,"PIGM","Positive"
"PIGN",0.00806860306967813,0.000996302575613838,"PIGN","Positive"
"PIGO",-0.00888821629220477,-0.000323569981621467,"PIGO","Negative"
"PIGP",0.0104745644682467,0.000838118127457039,"PIGP","Positive"
"PIGQ",-0.000474104986579645,0.000823882410930975,"PIGQ","Positive"
"PIGS",0.00494354172788494,0.000326279521035163,"PIGS","Positive"
"PIGT",0.00950872170993557,0.000296465140847768,"PIGT","Positive"
"PIGU",-0.0103560348058389,-0.000885953960741222,"PIGU","Negative"
"PIGV",0.0173050855163343,0.000794443832346596,"PIGV","Positive"
"PIGW",-0.0341232258315118,-0.00171650984575418,"PIGW","Negative"
"PIGX",-0.00624924004504412,-0.000242771952800424,"PIGX","Negative"
"PIGY",-0.0160604518899893,0.000356538579305529,"PIGY","Positive"
"PIGZ",0.016750514574145,0.00329328740941985,"PIGZ","Positive"
"PIH1D1",-0.00518394547808857,-0.000107353337255604,"PIH1D1","Negative"
"PIH1D2",-0.0621826043975674,-0.00293865676532353,"PIH1D2","Negative"
"PIK3C2A",0.00376159048806669,-0.000239862920846795,"PIK3C2A","Negative"
"PIK3C2B",-0.0688211530352988,-0.00703021320743482,"PIK3C2B","Negative"
"PIK3C3",0.0201433089749278,0.00166928022565405,"PIK3C3","Positive"
"PIK3CA",0.0106474802159902,0.000441633762153522,"PIK3CA","Positive"
"PIK3CB",0.00449558954259617,-0.000355883323590975,"PIK3CB","Negative"
"PIK3CD",-0.0004328608258305,-0.000373606081248023,"PIK3CD","Negative"
"PIK3CG",0.129930242270014,0.0045067980490393,"PIK3CG","Positive"
"PIK3IP1",0.101392722917704,0.00612918749774734,"PIK3IP1","Positive"
"PIK3R1",0.000764892480141525,-0.000173431004759761,"PIK3R1","Negative"
"PIK3R2",-0.00969991702685137,-0.00230062604947652,"PIK3R2","Negative"
"PIK3R3",0.019693886117766,0.0004778474956793,"PIK3R3","Positive"
"PIK3R4",-0.000961244237993748,-6.78798820414666e-05,"PIK3R4","Negative"
"PIKFYVE",0.00135155882378306,-0.000426397419133523,"PIKFYVE","Negative"
"PILRA",-0.00436038549159475,-0.000528642941440263,"PILRA","Negative"
"PILRB",-0.018331552372696,0.000819754185361428,"PILRB","Positive"
"PIM1",-0.0239492755320915,-0.00267826389733096,"PIM1","Negative"
"PIM2",0.00316102713894286,2.71149853053533e-05,"PIM2","Positive"
"PIM3",-0.020092446300517,-0.00033609927695012,"PIM3","Negative"
"PIMREG",-0.153129139349495,-0.00183403544698864,"PIMREG","Negative"
"PIN1",-0.00843789781102808,0.000770259117372779,"PIN1","Positive"
"PIN4",-0.0067356563912613,-0.000280289910232315,"PIN4","Negative"
"PINK1",0.0286517686005544,0.00187972491257361,"PINK1","Positive"
"PINLYP",-0.00305954696226412,-0.00170028909957021,"PINLYP","Negative"
"PIP4K2A",-0.0125709019928824,-0.000354546327561122,"PIP4K2A","Negative"
"PIP4K2B",0.0111961474751331,0.000221419708305036,"PIP4K2B","Positive"
"PIP4K2C",-0.0052162826041195,-0.00129819565380487,"PIP4K2C","Negative"
"PIP4P1",0.00366069093562905,-0.000326033402533152,"PIP4P1","Negative"
"PIP4P2",0.00316060939031681,-0.00041949484607904,"PIP4P2","Negative"
