"","expression","weight","gene","threshold"
"CTSC",0.0200182425531456,0.00157998811881696,"CTSC","Positive"
"CTSD",0.0407817625708745,0.00226254522051431,"CTSD","Positive"
"CTSF",0.0563825791486676,0.00425559122160331,"CTSF","Positive"
"CTSH",0.0161737620227013,0.00252605562836217,"CTSH","Positive"
"CTSK",0.0749125666649108,0.00140689138879322,"CTSK","Positive"
"CTSL",0.0324636538939524,0.000782103680394034,"CTSL","Positive"
"CTSO",0.0531206608925476,0.0029330327695706,"CTSO","Positive"
"CTSS",0.155693862071825,0.00917027782423092,"CTSS","Positive"
"CTSV",-0.149366568684324,-0.00859239368240944,"CTSV","Negative"
"CTSZ",0.0212969213278544,0.00259365803557803,"CTSZ","Positive"
"CTTN",0.0194477071059075,0.00113746080044422,"CTTN","Positive"
"CTTNBP2",-0.137984887270399,-0.0203666879273804,"CTTNBP2","Negative"
"CTTNBP2NL",0.0018634932923625,-0.000669872294566593,"CTTNBP2NL","Negative"
"CTU1",-0.0181381046613868,0.000970243992372755,"CTU1","Positive"
"CTU2",-0.0217570118803122,-0.000387449814817341,"CTU2","Negative"
"CTXN1",-0.0412667079025249,0.00023691596979102,"CTXN1","Positive"
"CTXND1",0.0850949960536718,0.00408500076170803,"CTXND1","Positive"
"CU639417.1",0.0205298933585065,0.000882655401502774,"CU639417.1","Positive"
"CUBN",0.0895783726368216,0.00593903520074649,"CUBN","Positive"
"CUEDC1",-0.0344493659403559,-0.00186240947522829,"CUEDC1","Negative"
"CUEDC2",0.00302270515903304,-9.18784711054284e-05,"CUEDC2","Negative"
"CUL1",-0.0022824312432696,-0.000549739567268436,"CUL1","Negative"
"CUL2",0.00490653195442796,0.000287190914820189,"CUL2","Positive"
"CUL3",0.0123610634092432,-4.20450521091243e-05,"CUL3","Negative"
"CUL4A",0.00598553402149601,0.000329365231458201,"CUL4A","Positive"
"CUL4B",-0.00315927697835225,-4.16795971620098e-05,"CUL4B","Negative"
"CUL5",0.00483568826604447,0.000501193807502507,"CUL5","Positive"
"CUL7",-0.00932122250275885,-0.000460922169024869,"CUL7","Negative"
"CUL9",-0.00726221408705159,-0.000131673218038495,"CUL9","Negative"
"CUTA",0.0033604892578247,8.84628496573002e-05,"CUTA","Positive"
"CUTC",-0.00462449757307575,-0.000251132815672478,"CUTC","Negative"
"CUX1",-0.00292317446591977,-6.91931253890227e-05,"CUX1","Negative"
"CWC15",0.00179154665026201,0.000141279903842199,"CWC15","Positive"
"CWC22",-0.00845336723776086,-0.000536856301025988,"CWC22","Negative"
"CWC25",-0.00539921471400044,-8.6656914382973e-05,"CWC25","Negative"
"CWC27",-0.00863033086547597,-0.000743310669334438,"CWC27","Negative"
"CWF19L1",-0.0242240049234904,-0.000384096178206175,"CWF19L1","Negative"
"CWF19L2",-0.0111419329326451,-0.000436593345107442,"CWF19L2","Negative"
"CWH43",0.00591761420859131,-0.000513620419831203,"CWH43","Negative"
"CX3CL1",0.095276306595969,-0.00035922292588056,"CX3CL1","Negative"
"CXADR",0.106861631799656,0.000869225450901467,"CXADR","Positive"
"CXCL1",0.0486854303841869,0.00178273845034012,"CXCL1","Positive"
"CXCL10",0.300487553081263,0.0120417153222682,"CXCL10","Positive"
"CXCL11",0.247076427042882,0.00301640914242782,"CXCL11","Positive"
"CXCL12",-0.0995681451845476,0.000520251180094234,"CXCL12","Positive"
"CXCL14",0.123332617200344,0.0150580984015349,"CXCL14","Positive"
"CXCL16",0.0223632244935248,0.00131969300533821,"CXCL16","Positive"
"CXCL2",0.236143089489184,0.0120270877983174,"CXCL2","Positive"
"CXCL3",0.127652449584813,0.00540171072788453,"CXCL3","Positive"
"CXCL5",0.099709855641176,0.00426121975833804,"CXCL5","Positive"
"CXCL6",0.0661673043959576,0.00709539309645355,"CXCL6","Positive"
"CXCL8",0.152886290336629,0.00721282933003714,"CXCL8","Positive"
"CXCR4",0.33334560983994,0.0169163813980349,"CXCR4","Positive"
"CXXC1",-0.0236359068098684,-0.000905422324886841,"CXXC1","Negative"
"CXXC5",-0.00160384427531489,0.000753802620205507,"CXXC5","Positive"
"CXorf38",0.00384925509460082,0.000353887769572277,"CXorf38","Positive"
"CXorf40A",-0.00608443657701761,-0.000414274143480209,"CXorf40A","Negative"
"CXorf40B",0.00334959201836984,2.25887959176941e-05,"CXorf40B","Positive"
"CXorf56",0.0088609355518523,0.000526749342630472,"CXorf56","Positive"
"CYB561",-0.00609169624954103,-0.000368071342591168,"CYB561","Negative"
"CYB561A3",0.0250035529974346,0.00170576968540326,"CYB561A3","Positive"
"CYB561D1",0.0171164212624109,0.00132930463903147,"CYB561D1","Positive"
"CYB561D2",0.00158672898487856,-0.000174307408724598,"CYB561D2","Negative"
"CYB5A",0.0038304318279615,0.000185246054081026,"CYB5A","Positive"
"CYB5B",-0.0165175111506074,-0.00125962947103668,"CYB5B","Negative"
"CYB5D1",0.000771958020541055,0.000978562771293374,"CYB5D1","Positive"
"CYB5D2",0.0390092935458695,0.00207600396862468,"CYB5D2","Positive"
"CYB5R1",0.0509927915123465,0.0022699128193327,"CYB5R1","Positive"
"CYB5R2",-0.0280761020045318,-9.63339791111923e-05,"CYB5R2","Negative"
"CYB5R3",0.00216677983335579,0.00035062330816368,"CYB5R3","Positive"
"CYB5R4",-0.0130566932914917,-0.00159496473423367,"CYB5R4","Negative"
"CYB5RL",-0.03828313437555,-0.00217764726890199,"CYB5RL","Negative"
"CYBA",0.0338951980838762,0.00423435002780323,"CYBA","Positive"
"CYBC1",-0.00329223638354109,0.000298112055108225,"CYBC1","Positive"
"CYBRD1",0.0217398529026346,0.000212818384210401,"CYBRD1","Positive"
"CYC1",-0.00663587221683046,4.21445508298953e-05,"CYC1","Positive"
"CYCS",0.00592923271379127,0.000390277141598282,"CYCS","Positive"
"CYFIP1",0.00352899160726203,1.41820503762009e-05,"CYFIP1","Positive"
"CYFIP2",0.0519723213742636,0.0046806410027417,"CYFIP2","Positive"
"CYGB",0.0721100586925533,0.00353905691685143,"CYGB","Positive"
"CYHR1",0.0184985066599239,0.00163013625170632,"CYHR1","Positive"
"CYLD",0.0236211318347282,0.000885626478567159,"CYLD","Positive"
"CYP19A1",0.108231827707835,-0.00808938705746071,"CYP19A1","Negative"
"CYP1A1",0.235782130071021,0.0023215622887474,"CYP1A1","Positive"
"CYP1B1",0.0155364733051427,-0.00162630603061356,"CYP1B1","Negative"
"CYP20A1",0.00048589792632193,0.000456347688778253,"CYP20A1","Positive"
"CYP24A1",-0.287300819721672,-0.0197766241470278,"CYP24A1","Negative"
"CYP26B1",0.109498365930285,0.00494305284839651,"CYP26B1","Positive"
"CYP27A1",0.0259208228185448,0.00207044075208306,"CYP27A1","Positive"
"CYP27B1",-0.0352287254551303,-0.00303741182892159,"CYP27B1","Negative"
"CYP27C1",-0.0736979717908957,-0.000224829304026222,"CYP27C1","Negative"
"CYP2E1",0.112437709953941,0.0069185598555232,"CYP2E1","Positive"
"CYP2J2",0.22188491839271,0.0108764768855176,"CYP2J2","Positive"
"CYP2R1",0.0016529481910341,0.000146445268221307,"CYP2R1","Positive"
"CYP2S1",0.0502213831577864,-0.000398372570489359,"CYP2S1","Negative"
"CYP2U1",0.01578677548525,0.000461953630855638,"CYP2U1","Positive"
"CYP39A1",0.154162410625326,-0.00437203057077924,"CYP39A1","Negative"
"CYP3A5",0.01885111070802,-0.000205823642952826,"CYP3A5","Negative"
"CYP3A7",0.405022863124177,0.0154123902044894,"CYP3A7","Positive"
"CYP4F11",0.0508799414195004,-0.0084399642586032,"CYP4F11","Negative"
"CYP4F22",0.0314333267761426,0.0013123641372445,"CYP4F22","Positive"
"CYP4V2",0.00624454582153123,-0.000941666987944937,"CYP4V2","Negative"
"CYP51A1",0.00202055007457287,-0.00101896977245079,"CYP51A1","Negative"
"CYP7B1",-0.0322594901572416,0.00126437917424795,"CYP7B1","Positive"
"CYREN",-0.0142384776304868,-0.000749277833544212,"CYREN","Negative"
"CYS1",0.0440099851082457,0.00245357525645128,"CYS1","Positive"
"CYSRT1",-0.0298736492168383,0.000729798162273319,"CYSRT1","Positive"
"CYSTM1",0.0477598984220816,0.00189097558066395,"CYSTM1","Positive"
"CYTH1",0.00238286953007861,5.2935771235159e-05,"CYTH1","Positive"
"CYTH2",-0.0132319305244785,-0.000572506566417885,"CYTH2","Negative"
"CYTH3",-0.0219132072670663,-0.00107543206815391,"CYTH3","Negative"
"CYTH4",0.209787775183979,0.00456842250194474,"CYTH4","Positive"
"CYTIP",0.0178587456273167,-0.000498682789404082,"CYTIP","Negative"
"CYTL1",0.0634189918811871,0.00195552660251275,"CYTL1","Positive"
"CYYR1",0.0606678910993556,-0.0026971722383881,"CYYR1","Negative"
"CZIB",-0.00629005302910154,-0.000230093331503934,"CZIB","Negative"
"D2HGDH",-0.0141862492611217,-0.000668112351911047,"D2HGDH","Negative"
"DAAM1",0.0175053541924297,0.000447876636998676,"DAAM1","Positive"
"DAAM2",-0.00896141023069027,0.00135292227214083,"DAAM2","Positive"
"DAB1",0.00228613641279714,0.000844791663573344,"DAB1","Positive"
"DAB2",0.0155152529536483,0.00137977957053667,"DAB2","Positive"
"DAB2IP",-0.0237942730833234,-0.00183723958256023,"DAB2IP","Negative"
"DACH1",0.0731699648505914,0.00299006617772404,"DACH1","Positive"
"DACH2",0.115328167943056,0.00412525428949579,"DACH2","Positive"
"DACT1",-0.0254261328521907,-0.00245583998016623,"DACT1","Negative"
"DACT2",-0.0478794220897834,-0.00663228295305857,"DACT2","Negative"
"DACT3",0.036046022422111,0.00184570747013626,"DACT3","Positive"
"DAD1",0.0319046873055946,0.000926118087838494,"DAD1","Positive"
"DAG1",0.0043766828589171,0.000680111161703929,"DAG1","Positive"
"DAGLA",-0.0271565805008677,-0.00123341423343095,"DAGLA","Negative"
"DAGLB",0.0264492473216498,0.00137863510774998,"DAGLB","Positive"
"DALRD3",-0.00675009557083788,-0.000149258663076855,"DALRD3","Negative"
"DAP",0.00558081578358218,-0.000522179655276902,"DAP","Negative"
"DAP3",0.0130302286842177,0.000559088665061013,"DAP3","Positive"
"DAPK1",0.0486602493968308,0.00579423854085847,"DAPK1","Positive"
"DAPK2",0.000514403747252257,0.000143544008294346,"DAPK2","Positive"
"DAPK3",0.00216789125723246,0.000403618458018781,"DAPK3","Positive"
"DAPL1",0.0514487567503569,0.00337608982696748,"DAPL1","Positive"
"DAPP1",0.278975836528002,0.0157333154025169,"DAPP1","Positive"
"DARS",-0.00583344366677466,0.000414457188583494,"DARS","Positive"
"DARS2",-0.0516489044010194,-0.0019046805868968,"DARS2","Negative"
"DAW1",-0.00111608176700834,-0.00409883694571151,"DAW1","Negative"
"DAXX",0.00459208456768287,0.000247779876830458,"DAXX","Positive"
"DAZAP1",-0.0281082616995791,-0.00115296149404256,"DAZAP1","Negative"
"DAZAP2",-0.00258923437929354,-0.000867378715941325,"DAZAP2","Negative"
"DBF4",-0.0630763930736533,-0.00200907834912509,"DBF4","Negative"
"DBF4B",-0.0862219204127382,-0.00319761050473375,"DBF4B","Negative"
"DBI",-0.0288314321355275,-0.00246974332299909,"DBI","Negative"
"DBN1",-0.00341314270418872,-0.000536861445521583,"DBN1","Negative"
"DBNDD1",0.0128340535349523,0.000613800258531128,"DBNDD1","Positive"
"DBNDD2",-0.0341016370775788,-0.00226759811491568,"DBNDD2","Negative"
"DBNL",-0.0132255063429121,0.000117677323237742,"DBNL","Positive"
"DBP",-0.0304656682239969,-0.000727318337160039,"DBP","Negative"
"DBR1",-0.00750621690919047,-0.000186455264610682,"DBR1","Negative"
"DBT",-0.00127748607446532,9.2338047250782e-05,"DBT","Positive"
"DCAF1",-0.00732734153706553,-0.000598836741390413,"DCAF1","Negative"
"DCAF10",0.00436115550944129,-0.000240552869527252,"DCAF10","Negative"
"DCAF11",-0.0108862614290322,-0.000229228554695527,"DCAF11","Negative"
"DCAF12",-0.00834306065952204,-0.000737728720721897,"DCAF12","Negative"
"DCAF12L1",-0.0619718649843324,-0.000803835695129467,"DCAF12L1","Negative"
"DCAF13",-0.00439713014554389,-0.000593643603037128,"DCAF13","Negative"
"DCAF15",-0.0416534367167646,-0.00122081041957899,"DCAF15","Negative"
"DCAF16",0.00708776864289577,0.00102631774275518,"DCAF16","Positive"
"DCAF17",-0.00345466864864705,-0.000739420269799855,"DCAF17","Negative"
"DCAF4",-0.0160592427202011,-0.000783750515999475,"DCAF4","Negative"
"DCAF5",0.00135876084882208,-0.000553921534184535,"DCAF5","Negative"
"DCAF6",0.0159251869624842,0.000441427301352624,"DCAF6","Positive"
"DCAF7",0.00587833714801326,-7.12636769512316e-05,"DCAF7","Negative"
"DCAF8",0.0193140970870541,0.000732675677276064,"DCAF8","Positive"
"DCAKD",0.00987516423392138,0.000507987863051566,"DCAKD","Positive"
"DCBLD1",-0.00329779209999882,-0.000245422908751034,"DCBLD1","Negative"
"DCBLD2",0.0685104279107076,0.00260959544339066,"DCBLD2","Positive"
"DCC",0.11604802531572,0.00173000247085834,"DCC","Positive"
"DCDC2C",0.228292274000129,0.0118371698672984,"DCDC2C","Positive"
"DCHS1",-0.0258862930012312,0.00101434366979946,"DCHS1","Positive"
"DCK",-0.0261909404561747,7.44745163298993e-05,"DCK","Positive"
"DCLK1",-0.00709631261613308,-0.00396646202276671,"DCLK1","Negative"
"DCLK2",-0.077131805050022,-0.00138791454765984,"DCLK2","Negative"
"DCLRE1A",-0.0335725049904197,-0.0013995863574952,"DCLRE1A","Negative"
"DCLRE1B",-0.0520275298843617,-0.00231692463415242,"DCLRE1B","Negative"
"DCLRE1C",-0.017240995312034,-0.000443935692032238,"DCLRE1C","Negative"
"DCN",0.0640258019563475,0.00469071197827525,"DCN","Positive"
"DCP1A",-0.00243704692724588,-0.000609244536521295,"DCP1A","Negative"
"DCP1B",0.00360802314869381,-0.000418407585305763,"DCP1B","Negative"
"DCP2",-0.01635679674197,-0.000734276311457537,"DCP2","Negative"
"DCPS",-0.0344119279887325,-0.00198486834793857,"DCPS","Negative"
"DCSTAMP",0.173803085238437,0.0145637795524176,"DCSTAMP","Positive"
"DCT",0.258789875735243,0.0158173195088691,"DCT","Positive"
"DCTD",0.00752644474600021,0.000338508041122626,"DCTD","Positive"
"DCTN1",0.0202306686838959,0.000962068423728036,"DCTN1","Positive"
"DCTN2",0.00607227332887066,0.000247788337625073,"DCTN2","Positive"
"DCTN3",0.00449342100814509,0.000611573451532259,"DCTN3","Positive"
"DCTN4",0.00937441330030821,9.82769175057952e-05,"DCTN4","Positive"
"DCTN5",0.0159973180030708,0.000415807603813432,"DCTN5","Positive"
"DCTN6",0.0196339119145599,0.00115366036102223,"DCTN6","Positive"
"DCTPP1",-0.0248911377875189,-0.00183321319673351,"DCTPP1","Negative"
"DCUN1D1",0.00121186761225976,-0.000444882306595917,"DCUN1D1","Negative"
"DCUN1D2",-0.000799434167366256,0.000390044345916297,"DCUN1D2","Positive"
"DCUN1D3",0.0279891828015708,0.00137083207715647,"DCUN1D3","Positive"
"DCUN1D4",0.0127826969885219,0.000693133722083813,"DCUN1D4","Positive"
"DCUN1D5",-0.00902855697684439,0.000173803843264035,"DCUN1D5","Positive"
"DCXR",-0.0226060762379798,-0.000749464086594728,"DCXR","Negative"
"DDA1",0.0243518111260791,8.66383493364571e-05,"DDA1","Positive"
"DDAH1",0.0162702395125328,0.00137422828303328,"DDAH1","Positive"
"DDAH2",-0.014496884347759,-0.000275749340170229,"DDAH2","Negative"
"DDB1",0.0207271370875442,0.00113586651265688,"DDB1","Positive"
"DDB2",0.0147585630641074,0.000843892920135963,"DDB2","Positive"
"DDHD1",0.0121057425336428,-1.05323474118656e-05,"DDHD1","Negative"
"DDHD2",0.0131033594954928,0.000758417044396606,"DDHD2","Positive"
"DDI2",0.00375366894560983,2.35285551582709e-05,"DDI2","Positive"
"DDIAS",-0.122060660575221,-0.00379733724274767,"DDIAS","Negative"
"DDIT3",0.0154442609728444,-0.000850959071583955,"DDIT3","Negative"
"DDIT4",-0.00421863826545379,-0.000981871982501558,"DDIT4","Negative"
"DDIT4L",0.019004808841079,0.00319729336089222,"DDIT4L","Positive"
"DDOST",0.0137934265472324,0.000472687669668894,"DDOST","Positive"
"DDR1",0.00431859262906628,-0.000411968562814698,"DDR1","Negative"
"DDR2",0.00254696545790405,0.00029038283849183,"DDR2","Positive"
"DDRGK1",0.0196313683392011,0.000833525507787843,"DDRGK1","Positive"
"DDT",0.0100136515348892,0.000806055906786987,"DDT","Positive"
"DDTL",0.00475985736824277,0.00127727626919139,"DDTL","Positive"
"DDX1",-0.00870573694618339,-0.000888586149916391,"DDX1","Negative"
"DDX10",0.0171209882475745,0.00059171072300347,"DDX10","Positive"
"DDX11",-0.0664182340263187,-0.00149486667063055,"DDX11","Negative"
"DDX17",0.00824397895045548,0.000175952394518634,"DDX17","Positive"
"DDX18",-0.00756937544245217,-0.000718786936617515,"DDX18","Negative"
"DDX19A",0.0106594265515411,-0.00131969540234046,"DDX19A","Negative"
"DDX19B",-0.0178645998279055,-0.00120975429138009,"DDX19B","Negative"
"DDX20",-0.00547401521438853,-0.000354116620500172,"DDX20","Negative"
"DDX21",-0.0059933165336708,-0.000294322107780939,"DDX21","Negative"
"DDX23",-0.003268138456721,-0.000205803662033944,"DDX23","Negative"
"DDX24",0.0249413022235477,0.00106803048646487,"DDX24","Positive"
"DDX27",-0.00560654275020646,-0.000815504287219857,"DDX27","Negative"
"DDX28",-0.0259783998542705,-0.00193236123859515,"DDX28","Negative"
"DDX31",-0.00802803611000174,-0.000704958741209814,"DDX31","Negative"
"DDX39A",-0.0452022774063496,-0.00178335818751169,"DDX39A","Negative"
"DDX39B",-0.0150042017613893,-0.000629963012269862,"DDX39B","Negative"
"DDX3X",0.0188961083508774,0.000249077808039369,"DDX3X","Positive"
"DDX3Y",-0.0394456184923262,0.00256871038739777,"DDX3Y","Positive"
"DDX41",-0.00352974932113885,-8.03922866121121e-05,"DDX41","Negative"
"DDX42",0.00591838194488859,0.00046556243964926,"DDX42","Positive"
"DDX43",-0.126151275531562,-0.0158237383326577,"DDX43","Negative"
"DDX46",-0.022568267979175,-0.00142336088659399,"DDX46","Negative"
"DDX47",0.00676578711012718,0.000200844082317972,"DDX47","Positive"
"DDX49",-0.00385914931171234,8.66233119824146e-05,"DDX49","Positive"
"DDX5",0.0117734116109109,0.000669820764947377,"DDX5","Positive"
"DDX50",0.0034171454188957,-6.79227690787616e-05,"DDX50","Negative"
"DDX51",-0.0201452331856412,-0.000519487921185304,"DDX51","Negative"
"DDX52",-0.00297472533809038,-0.00019171082558974,"DDX52","Negative"
"DDX54",-0.0232488896936788,-0.000280722557140974,"DDX54","Negative"
"DDX55",-0.00361699115765903,0.000329429961697272,"DDX55","Positive"
"DDX56",-0.00342991220622666,-0.000720793181495613,"DDX56","Negative"
"DDX58",0.0408866267452834,0.00206161548475003,"DDX58","Positive"
"DDX59",-0.000666135715512832,-0.000344188086961047,"DDX59","Negative"
"DDX6",0.0114151246844985,0.000426878328843547,"DDX6","Positive"
"DDX60",0.0351397141664229,0.00265754327999023,"DDX60","Positive"
"DDX60L",0.0338380616627235,0.00272731280595163,"DDX60L","Positive"
"DEAF1",0.0166247959832981,0.00101028286663989,"DEAF1","Positive"
"DEC1",-0.0248219779658396,-0.00890476736087121,"DEC1","Negative"
"DECR1",0.0158467911377548,0.00088867576113844,"DECR1","Positive"
"DECR2",-0.00976134652081989,0.00038423882900239,"DECR2","Positive"
"DEDD",-0.0100903391090508,-0.000518840040376989,"DEDD","Negative"
"DEDD2",0.0132625589045869,0.00055110436050584,"DEDD2","Positive"
"DEF6",-0.160745016208844,-0.00479646827496409,"DEF6","Negative"
"DEF8",-0.00292501165255719,-0.000154578309417645,"DEF8","Negative"
"DEFB1",0.0602061963834679,0.0034347785293312,"DEFB1","Positive"
"DEFB103A",0.118838329413127,0.00240327790410156,"DEFB103A","Positive"
"DEFB103B",0.127006806371993,0.00311213412163148,"DEFB103B","Positive"
"DEFB126",-0.0660694590191905,-0.00366798748282033,"DEFB126","Negative"
"DEGS1",0.0188202354616489,0.00060501496447254,"DEGS1","Positive"
"DEK",-0.0386700608155201,-0.00162666601655335,"DEK","Negative"
"DELE1",-0.00888731212449255,-0.000575334361640529,"DELE1","Negative"
"DENND1A",-0.00953405324740428,-0.000860210555456779,"DENND1A","Negative"
"DENND1B",-0.0171493931574855,-0.000128432378032248,"DENND1B","Negative"
"DENND1C",0.112294243015626,0.00262203671792811,"DENND1C","Positive"
"DENND2A",0.0102519676804695,-0.00371027521956253,"DENND2A","Negative"
"DENND2C",0.0441888277513406,0.00237528179183745,"DENND2C","Positive"
"DENND2D",0.0145608382475817,0.00197198357501516,"DENND2D","Positive"
"DENND3",0.00187906203396972,0.000813606535840328,"DENND3","Positive"
"DENND4A",0.0204101536158014,0.00113743329860366,"DENND4A","Positive"
"DENND4B",-0.0257826967174266,-0.00119368600796237,"DENND4B","Negative"
"DENND4C",0.0158007474953966,0.000598730986377463,"DENND4C","Positive"
"DENND5A",0.00930152356023429,0.000548558043571239,"DENND5A","Positive"
"DENND5B",-0.0168802998833071,-0.000264901082010489,"DENND5B","Negative"
"DENND6A",-0.0130017022716814,-0.000526053105773443,"DENND6A","Negative"
"DENND6B",0.0163084886591204,0.00138733926941711,"DENND6B","Positive"
"DENR",0.00500640566577132,0.000335589791649791,"DENR","Positive"
"DEPDC1",-0.177756968453096,-0.00342707045262036,"DEPDC1","Negative"
"DEPDC1B",-0.174774870737004,-0.00304826829544503,"DEPDC1B","Negative"
"DEPDC5",-0.0217797136924157,-0.000842551774213421,"DEPDC5","Negative"
"DEPDC7",-0.0147244101177422,-0.000550609789661043,"DEPDC7","Negative"
"DEPP1",0.0789056088877167,0.00745916007615558,"DEPP1","Positive"
"DEPTOR",0.048432760493812,-0.00123077617518705,"DEPTOR","Negative"
"DERA",-0.0147794172090715,0.000136033945588801,"DERA","Positive"
"DERL1",0.0118596352963527,0.000479285042642027,"DERL1","Positive"
"DERL2",0.00190804535462682,0.000597279183268845,"DERL2","Positive"
"DERPC",-0.0925858905819766,-0.00357888171862936,"DERPC","Negative"
"DES",-0.161595826690487,-0.00529271923458753,"DES","Negative"
"DESI1",0.0169231045309204,0.000838958731701932,"DESI1","Positive"
"DESI2",0.0084155771914427,0.000193268957456013,"DESI2","Positive"
"DET1",-0.00572812643025186,0.000893972547514635,"DET1","Positive"
"DEXI",0.00471459742186336,8.30758445621263e-05,"DEXI","Positive"
"DFFA",-0.00397680129482601,-0.000484223087648107,"DFFA","Negative"
"DFFB",-0.0311064895270219,-0.00160044260337077,"DFFB","Negative"
"DGAT1",0.00764479941328417,0.000445476523349693,"DGAT1","Positive"
"DGAT2",0.163463822809759,0.0112118556318574,"DGAT2","Positive"
"DGCR2",0.000445261127795146,0.000240847519847494,"DGCR2","Positive"
"DGCR6",0.0066030944462915,0.00156718712121637,"DGCR6","Positive"
"DGCR6L",-0.00375887370645052,0.000474511087392445,"DGCR6L","Positive"
"DGCR8",-0.0207638547179835,-0.0008464652813675,"DGCR8","Negative"
"DGKA",0.0287972801884963,0.00167003225929721,"DGKA","Positive"
"DGKD",-0.0192580740434965,-0.00102427356874569,"DGKD","Negative"
"DGKE",-0.00303769016125932,0.000364218352027808,"DGKE","Positive"
"DGKG",-0.0207289770889778,-0.00200006290501235,"DGKG","Negative"
"DGKH",-0.00848408619282865,-0.000597358842970396,"DGKH","Negative"
"DGKI",0.0691920924403751,0.0075393715898067,"DGKI","Positive"
"DGKQ",-0.0038689945343289,0.000652362064527103,"DGKQ","Positive"
"DGKZ",-0.0148813414602679,-0.00055091844529041,"DGKZ","Negative"
"DGLUCY",0.00574128022437487,0.000291774072237049,"DGLUCY","Positive"
"DGUOK",-0.0024558096803549,-0.000626245567444065,"DGUOK","Negative"
"DHCR24",-0.0278923598228879,-0.00267098814751993,"DHCR24","Negative"
"DHCR7",-0.022702075564671,-0.00336017148895376,"DHCR7","Negative"
"DHDDS",0.00768385729540074,0.000183889625268407,"DHDDS","Positive"
"DHDH",0.166254158140177,-0.00139725847281992,"DHDH","Negative"
"DHFR",-0.0640514105010871,-0.00138026732038923,"DHFR","Negative"
"DHFR2",-0.0121400649021797,-0.000222525086274517,"DHFR2","Negative"
"DHODH",-0.0419303646212106,-0.00170254261886346,"DHODH","Negative"
"DHPS",-0.00777514752713649,-0.000232779905590048,"DHPS","Negative"
"DHRS1",0.0175171302751452,0.00103710398772718,"DHRS1","Positive"
"DHRS11",-0.0129177615877046,0.000436424017811197,"DHRS11","Positive"
"DHRS12",0.0277058605534891,0.000701461705695469,"DHRS12","Positive"
"DHRS13",-0.0795494324883127,-0.00382756212715228,"DHRS13","Negative"
"DHRS3",0.0198891391452713,-9.24114924336299e-05,"DHRS3","Negative"
"DHRS4",-0.0150358602274146,-0.000250230806976409,"DHRS4","Negative"
"DHRS4L2",-0.0288573026814768,-0.00157185240104768,"DHRS4L2","Negative"
"DHRS7",0.0522987565561266,0.00199542077025638,"DHRS7","Positive"
"DHRS7B",0.0189281708856869,0.000552255416622915,"DHRS7B","Positive"
"DHRS9",0.0662152101995673,0.00691664289157023,"DHRS9","Positive"
"DHRSX",0.00784127777725318,-0.000133650431274714,"DHRSX","Negative"
"DHTKD1",-0.0089454381073296,-0.000408588130306823,"DHTKD1","Negative"
"DHX15",-0.000991528320795553,-0.000248649963116248,"DHX15","Negative"
"DHX16",-0.00470555171837493,-0.000385420851142997,"DHX16","Negative"
"DHX29",0.0144508595400186,0.000799823675996934,"DHX29","Positive"
"DHX30",-0.00335809876212077,-0.00031467021777438,"DHX30","Negative"
"DHX32",0.0184323278397876,7.66440770925009e-05,"DHX32","Positive"
"DHX33",-0.0215340783505578,-0.00142137813770883,"DHX33","Negative"
"DHX34",-0.0176317948006142,-0.000608908077448654,"DHX34","Negative"
"DHX35",-0.0253278839296397,-0.00156988689343877,"DHX35","Negative"
"DHX36",-0.00315851332683948,0.000146273358118096,"DHX36","Positive"
"DHX37",-0.032858659284335,-0.00150477117940477,"DHX37","Negative"
"DHX38",-0.0103553061023212,-0.000605703651933728,"DHX38","Negative"
"DHX40",0.0110419152920164,0.000311450564877429,"DHX40","Positive"
"DHX57",-0.00571804271872945,-0.000731832669081653,"DHX57","Negative"
"DHX58",-0.00287932229453418,-0.00129001989653897,"DHX58","Negative"
"DHX8",-0.0110317509860015,-0.000985708194071945,"DHX8","Negative"
"DHX9",-0.0120950828090626,-0.000679849821477523,"DHX9","Negative"
"DIAPH1",-0.0128070687369725,-0.000942095627391163,"DIAPH1","Negative"
"DIAPH2",0.00737652263986841,0.000600465801989964,"DIAPH2","Positive"
"DIAPH3",-0.122753790730325,-0.00357500223711196,"DIAPH3","Negative"
"DICER1",0.00209772868481324,-0.000430084736446243,"DICER1","Negative"
"DIDO1",-0.00759095270780804,-0.000498840207889531,"DIDO1","Negative"
"DIMT1",0.00572057299411228,0.000854948588748983,"DIMT1","Positive"
"DIO2",0.00508596488032801,-0.000328732378010976,"DIO2","Negative"
"DIP2A",0.00178913060040692,0.000123222152619687,"DIP2A","Positive"
"DIP2B",-0.00179024710006741,-0.000275726830144497,"DIP2B","Negative"
"DIP2C",-0.0147345461586942,-0.000799977994249847,"DIP2C","Negative"
"DIPK1A",0.001346289143763,-0.000916828972743733,"DIPK1A","Negative"
"DIPK1B",0.0749686049811877,0.0108228996890345,"DIPK1B","Positive"
"DIPK1C",-0.0660990637906518,-0.00350989694980672,"DIPK1C","Negative"
"DIPK2A",0.0122431463759857,0.000106115391789463,"DIPK2A","Positive"
"DIPK2B",0.0183340387291119,0.00258859910854803,"DIPK2B","Positive"
"DIRAS1",-0.0297591553069254,-0.00153092342461088,"DIRAS1","Negative"
"DIRAS3",-0.0942525984078689,-0.0056695470868156,"DIRAS3","Negative"
