"","w"
"AC093512.2",-0.00416374296268986
"AC093525.1",-0.00092074476355637
"AC093525.2",0.000286989321217326
"AC093668.1",0.0052567160675122
"AC093668.2",-0.00392151788653348
"AC093827.5",-0.00106842806796116
"AC093884.1",0.0152348044964965
"AC093899.2",0.0123639293742802
"AC098484.3",0.00381459115767035
"AC098582.1",-0.00222267215403657
"AC098850.3",-0.00242670393034804
"AC099811.2",-0.00163954484869408
"AC099850.2",-0.00330330735400344
"AC104109.3",-0.0110964990869475
"AC104389.5",-0.00196868781552053
"AC104452.1",0.000910948601470105
"AC105052.1",0.00194692045391193
"AC105052.3",9.77615127691199e-05
"AC106886.5",-0.00242412905783557
"AC107871.1",-0.00343891364144866
"AC108488.2",-0.000649176727214439
"AC110275.1",-0.0018255740453217
"AC112128.1",-0.00214776632184335
"AC114490.2",-0.00190900413636262
"AC114490.3",0.0154147687819701
"AC116366.3",-0.000472409156663367
"AC117378.1",0.00041732580565953
"AC118549.1",0.0003661709596932
"AC118553.2",-0.00222219099285947
"AC118754.1",0.00368977560840352
"AC119674.2",-0.0035227101070383
"AC120057.2",-0.00527730376542104
"AC120114.4",0.00936348702812349
"AC124319.1",-0.000111083277038833
"AC129492.1",-0.00240893227356307
"AC129492.4",-0.000477175261631382
"AC131160.1",0.000270503925159837
"AC135050.2",0.00207383948349152
"AC135178.2",-0.000964975676270411
"AC137834.1",0.00321338541711858
"AC138811.2",-0.00228133516283425
"AC138894.1",0.00256698436540833
"AC138969.1",-0.000386733366932729
"AC139530.1",0.00372276359727151
"AC139530.3",-0.000459299512389581
"AC139768.1",-0.00095473010581874
"AC142391.1",0.00623674793729722
"AC231657.3",0.00549917377242282
"AC239811.1",-0.000127691826712969
"AC242843.1",-1.11117661501749e-05
"AC243547.3",0.0119238986236748
"AC244197.3",0.00311427861469134
"AC245033.1",-0.00158984458953151
"AC253536.7",-0.0028720584842259
"AC253572.1",-0.000508045078370909
"ACAA1",0.000944380920712929
"ACAA2",-0.000686537223051383
"ACACA",-0.00159333887624038
"ACACB",-0.00395183987143006
"ACAD10",-6.38698704795496e-05
"ACAD11",0.00160829331433902
"ACAD8",0.000540949000074556
"ACAD9",-8.03902829055367e-05
"ACADM",-0.000705319538652266
"ACADS",-0.000163078285632886
"ACADSB",-0.00066779379985759
"ACADVL",0.00226582785493741
"ACAN",-0.00972699817225857
"ACAP1",0.00168943845711845
"ACAP2",0.00106212449426994
"ACAP3",0.000487863542886664
"ACAT1",0.000392746059702992
"ACAT2",-0.00548540260329304
"ACBD3",0.000286268879667701
"ACBD4",5.64672688861904e-05
"ACBD5",0.000202055765657324
"ACBD6",-0.00133555554269656
"ACCS",0.00102254147816477
"ACCSL",-0.000328213704197129
"ACD",-0.000607302915386097
"ACE",0.00390617200265029
"ACER2",0.000912115637805215
"ACER3",-0.00123649872193924
"ACHE",-0.00233133466929827
"ACIN1",0.000519068002758197
"ACKR3",0.00951612921221498
"ACKR4",0.00402344734743595
"ACLY",-0.0016242981041606
"ACO1",0.00136250370428056
"ACO2",-9.6275166644141e-05
"ACOT1",-0.00139455650331649
"ACOT11",-0.00288033263427117
"ACOT12",0.000433217261192285
"ACOT13",-0.000112771102258943
"ACOT2",-0.00126832536074238
"ACOT4",-0.00197794198167998
"ACOT7",-0.000545454757828852
"ACOT8",0.000501543372834528
"ACOT9",0.000729559065579933
"ACOX1",0.00106684978075542
"ACOX2",-0.00454701925926657
"ACOX3",-0.000619496567151054
"ACP1",0.000240316181265215
"ACP2",0.00035628424180873
"ACP5",-0.00202246114108581
"ACP6",-0.000459786090085609
"ACP7",0.00064360845789338
"ACPP",0.00345016270332734
"ACSF2",0.000203182770655814
"ACSF3",-0.000812217579114716
"ACSL1",-0.00070550094285507
"ACSL3",-0.000306080689047561
"ACSL4",0.00010563701018976
"ACSL5",0.00562469531228936
"ACSS1",-0.00350688063143748
"ACSS2",-0.00157988470663956
"ACSS3",0.0022269005381419
"ACTA1",0.00191714808242769
"ACTA2",-0.00199860075572346
"ACTB",6.15743534310581e-05
"ACTC1",0.00154573264677735
"ACTG1",-0.000371347598859791
"ACTG2",-0.0149977101843202
"ACTL10",-0.00121052243477863
"ACTL6A",-0.000975667961852039
"ACTN1",-0.000348798993383539
"ACTN4",-0.00164007758603498
"ACTR10",0.00133523261489677
"ACTR1A",0.000397742204923446
"ACTR1B",-0.000121652910269255
"ACTR2",-0.000742040838048536
"ACTR3",0.000296020509765252
"ACTR3B",-0.00109376736429118
"ACTR3C",-0.00186620831263072
"ACTR5",-0.00175341034735409
"ACTR6",0.000999576557834357
"ACTR8",0.000252991044821348
"ACTRT3",-0.000441201409050463
"ACVR1",-0.000359807388690384
"ACVR1B",-0.000105909192762627
"ACVR2A",0.00126939853655623
"ACVR2B",-0.00145359733689182
"ACVRL1",0.00592380403013035
"ACY1",0.000226983620213638
"ACYP1",9.17418531219766e-05
"ACYP2",0.00233922692819045
"AD000671.1",0.00301429760495632
"ADA",0.000745103701950876
"ADA2",0.000721150971567809
"ADAL",-0.0011637546519416
"ADAM10",0.00110587397621218
"ADAM12",0.0023773608311551
"ADAM15",0.00188764130053931
"ADAM17",0.000547885835460084
"ADAM19",-0.000303722291474413
"ADAM23",0.00552769362665757
"ADAM28",-0.000226664873222409
"ADAM32",-0.000570620909508731
"ADAM33",-2.13351579424235e-05
"ADAM8",-0.00117002120661598
"ADAM9",0.000789203301371093
"ADAMTS1",-0.00133849595554349
"ADAMTS10",0.00884668074859641
"ADAMTS12",0.000906171291780616
"ADAMTS13",0.00402443729727261
"ADAMTS14",0.00277490181900124
"ADAMTS15",-0.00960801430194676
"ADAMTS16",0.0077985817003595
"ADAMTS17",-0.000711433837958063
"ADAMTS18",0.00539172446288271
"ADAMTS19",-0.00264073100186355
"ADAMTS2",0.000751182090907295
"ADAMTS3",0.00209639437808392
"ADAMTS4",-0.0058464888738876
"ADAMTS5",0.00535306719046154
"ADAMTS6",-1.69290757652231e-05
"ADAMTS7",0.00058488911624818
"ADAMTS8",0.00549403777634826
"ADAMTS9",0.00148611717363633
"ADAMTSL1",-0.00446529210254388
"ADAMTSL4",0.00284562431156147
"ADAMTSL5",0.00123786201917281
"ADAP1",-0.00259296371693476
"ADAP2",0.0014819637848233
"ADAR",-7.94785511747211e-05
"ADARB1",-0.00188853361117939
"ADARB2",-0.00327191552608895
"ADAT1",0.000295558762021308
"ADAT2",0.000427800911200947
"ADAT3",-0.00264224393404713
"ADCK1",-0.000701533056528154
"ADCK2",0.000774781906295123
"ADCK5",-0.00266547268845311
"ADCY1",0.00329485048763368
"ADCY2",0.00584838693642641
"ADCY3",-0.00169045620686816
"ADCY4",0.00227338983160401
"ADCY5",0.00252528379380567
"ADCY6",0.00101389031098445
"ADCY7",0.000121520758169631
"ADCY9",0.000270227103967193
"ADD1",-0.000220200149561667
"ADD2",0.00123163502315015
"ADD3",0.000790714386997854
"ADGRA2",-0.000653211101761091
"ADGRA3",-1.28375921171416e-05
"ADGRB2",0.00118459364453816
"ADGRD1",0.00131120874606821
"ADGRE2",-0.000243168704231367
"ADGRE5",-0.000395825900134096
"ADGRF1",-0.0046826825651798
"ADGRF4",0.00405225715959123
"ADGRF5",0.00924589578330157
"ADGRG1",-0.00213349412622887
"ADGRG6",-0.00442256025430627
"ADGRL1",-0.000316243061119471
"ADGRL2",-0.0046403688235537
"ADGRL3",-0.00462821691316953
"ADGRL4",0.00517093330822925
"ADH1A",0.00189735934677762
"ADH1B",0.00157885793851384
"ADH1C",-0.00498566824457509
"ADH5",-0.00100392589833594
"ADHFE1",0.00174020177862144
"ADI1",0.00108378456185629
"ADIPOR1",0.000905991288922641
"ADIPOR2",-0.000898018629228287
"ADIRF",-0.000772397966523012
"ADK",-0.000262747265362278
"ADM",0.00166030535203961
"ADM2",-0.00558911415848967
"ADNP",-0.000160298586345945
"ADNP2",-0.000667655610949859
"ADO",0.000902168479591751
"ADORA1",-6.1211686396403e-05
"ADORA2A",0.00853916122578621
"ADORA2B",-0.0010200173880044
"ADPGK",0.000707353919400198
"ADPRH",-0.000471658967253182
"ADPRHL1",0.00036930620327454
"ADPRHL2",-0.000274700382685235
"ADPRM",-0.000167385675326187
"ADRA1B",-0.000807412440959222
"ADRA1D",-0.00607981439655203
"ADRA2A",0.00668420660004289
"ADRA2C",0.00193303814562131
"ADRB2",0.000274979274385869
"ADRM1",-8.12477039590637e-05
"ADSL",-0.000920707381719331
"ADSS",0.000699447001149636
"ADSSL1",0.00394871116568448
"ADTRP",0.00426683948197221
"AEBP1",-0.00224029581586406
"AEBP2",0.000343601054097897
"AEN",0.000467242592389075
"AFAP1",-0.000265534373204014
"AFAP1L1",-0.00125694772924309
"AFAP1L2",-0.00484411942631033
"AFDN",-0.000159081175121325
"AFF1",-0.000658318648808149
"AFF2",-0.00542422211027263
"AFF3",0.00407871375905421
"AFF4",3.8067817874885e-05
"AFG1L",-0.00130695570388029
"AFG3L2",-0.00067605290914423
"AFMID",-9.98189487264997e-05
"AFP",-0.00592404166467434
"AFTPH",-0.000217591974553754
"AGA",0.001159233007223
"AGAP1",-0.000413730490350267
"AGAP3",0.000278008255520159
"AGAP4",0.000308994030200098
"AGAP5",0.000741540351884285
"AGAP6",0.00129178582094393
"AGAP9",0.000452172285702177
"AGBL3",0.00321889795368967
"AGBL5",-0.000240313162393432
"AGER",-0.00120198562374688
"AGFG1",-0.000119134285008223
"AGFG2",-0.000963723464223317
"AGGF1",4.65935231447787e-05
"AGK",-0.00087746834694399
"AGL",0.000568891565980536
"AGMAT",0.000242672555589695
"AGO1",-0.000447470001304415
"AGO2",-0.0010484491584679
"AGO3",-0.00034982166784039
"AGO4",0.000285468242939891
"AGPAT1",0.000274276858027651
"AGPAT2",0.000702427705958448
"AGPAT3",-0.000820204644692556
"AGPAT4",-0.00138659454896368
"AGPAT5",-0.00121208134334084
"AGPS",0.000296184397296488
"AGR2",-0.000139991959357171
"AGRN",0.00119645304736348
"AGT",0.00840019446970421
"AGTPBP1",0.000298815266624628
"AGTR1",-0.0048651160610689
"AGTRAP",0.000638518455560458
"AHCTF1",-0.000398899376410969
"AHCY",-0.000270555355115789
"AHCYL1",0.000139900478527871
"AHCYL2",0.000161633471417176
"AHDC1",-0.000704210164045802
"AHI1",0.000275057227434206
"AHNAK",-0.000457088543552454
"AHNAK2",0.00115327896101516
"AHR",0.000985565041865648
"AHRR",0.00119834683716925
"AHSA1",0.000236882302215894
"AIDA",1.01338082735867e-05
"AIF1L",0.00103886999099725
"AIFM1",-0.000677222961540342
"AIFM2",-0.00178048069819263
"AIFM3",-0.00409318350765405
"AIG1",0.000646911337415678
"AIMP1",0.000199407383322141
"AIMP2",-0.00104653777895047
"AIP",-0.000250494094507872
"AJAP1",-0.0116071351152919
"AJM1",0.00214156618552504
"AJUBA",-0.00154088575573276
"AK1",0.0012082106049029
"AK2",-0.00036743556724712
"AK3",0.0018829200579784
"AK4",0.00452463493494505
"AK5",0.00199641098313196
"AK6",0.000251107693021456
"AK7",-0.00852305235706404
"AK9",-0.00030121129324512
"AKAP1",-0.00062492130727822
"AKAP10",-9.49433501514611e-06
"AKAP11",0.000149830592132007
"AKAP12",0.000945945268931016
"AKAP13",-4.26767158276258e-05
"AKAP17A",0.000524133298511671
"AKAP2",0.00203821156535209
"AKAP6",-0.000915347295371248
"AKAP7",-0.000888613350797946
"AKAP8",-0.000599991002927554
"AKAP8L",0.000870191839502137
"AKAP9",0.000679513337322263
"AKIP1",0.000795540003518475
"AKIRIN1",0.0012033347094823
"AKIRIN2",-0.000338028190381718
"AKNA",-0.00189426883769668
"AKNAD1",-0.00296846790467185
"AKR1A1",-0.00042531461603499
"AKR1B1",0.000966371053246678
"AKR1B10",0.00834080487879096
"AKR1C1",-0.00051138878691244
"AKR1C2",-0.00108929486956264
"AKR1C3",-0.0036471935440334
"AKR1E2",-6.67894883036869e-05
"AKR7A2",0.000324619227376481
"AKT1",-0.000395394536924902
"AKT1S1",-0.000500828148877708
"AKT2",-0.000246423878839747
"AKT3",-4.02174887480603e-05
"AKTIP",0.000936424504900028
"AL020996.2",0.0061856843381079
"AL021546.1",0.00450436680193053
"AL022238.4",0.00361686292032309
"AL022312.1",-0.000701046109079457
"AL031708.1",-0.00156994572747054
"AL031777.3",0.0003543154093722
"AL031847.2",-0.00843069569129978
"AL034430.2",-0.00116539717164945
"AL035078.4",-0.00249964414258835
"AL035461.3",-0.0111038977435715
"AL049629.2",0.00245826206425793
"AL049634.2",0.0215877870454815
"AL049650.1",0.00332367766719044
"AL049697.1",-0.00360667304064511
"AL049779.1",-0.00777208775385673
"AL049834.1",-0.000230920028778248
"AL049844.1",0.000545685549874245
"AL096711.2",0.00142104008051589
"AL096814.2",-0.0291580116951792
"AL096870.1",0.000694428891224819
"AL109811.3",0.00109546171428907
"AL109827.1",-0.0123493896032607
"AL110118.2",-0.00563541978025522
"AL121594.1",0.000834548324787155
"AL121753.1",0.000778374734236548
"AL121758.1",0.00300383057340117
"AL121768.1",-0.00933466512337843
"AL121845.2",-0.0132759504528142
"AL121845.3",7.98863112354057e-05
"AL121900.2",-0.00558813296594182
"AL132780.3",-0.0072989340286104
"AL133352.1",0.000486136727041666
"AL133500.1",0.000192035253313377
"AL135905.2",0.00144033177995289
"AL136295.1",0.00292829589945866
"AL136295.4",-0.00230254080674975
"AL136295.5",-0.0014914166433194
"AL136454.1",0.00144871525015308
"AL136531.2",0.000686635846886028
"AL139011.2",0.00146746600290506
"AL139260.3",0.00886732009389544
"AL139300.1",-0.00105450728785008
"AL139353.1",0.00135492020946932
"AL157392.5",-0.00141172013025095
"AL157935.2",0.00134554651835228
"AL160269.1",-0.00111611218521831
"AL162171.1",-8.68634454106733e-05
"AL162231.1",0.000109034112169064
"AL162377.3",-0.0149544929283924
"AL163636.2",-0.0107862479313175
"AL353579.1",0.0169446276565391
"AL355102.2",0.00370286042662646
"AL355312.6",0.000406255459799274
"AL355987.3",0.00276324579308904
"AL358113.1",0.000518110446921318
"AL358472.6",0.00144134577737936
"AL358472.7",0.00329024342330093
"AL359736.1",0.00275046665905981
"AL359922.1",0.00168754842300491
"AL360181.3",-0.00192338368663462
"AL365205.1",0.00110183341408749
"AL391650.1",-0.00341875249278072
"AL441992.2",0.0040454560147832
"AL445685.3",-0.00790871293633064
"AL512506.3",-0.000991823946746362
"AL512785.2",-0.0031524557746962
"AL513165.2",-0.000563975429037599
"AL589666.1",-3.67788405892515e-05
"AL590560.1",0.00152193744046296
"AL603832.3",-0.0029873061564328
"AL627230.1",-0.000181502524091301
"AL645922.1",-0.00509859629876567
"AL662899.1",-0.000748727739086945
"AL662899.2",0.00552673217357993
"AL669918.1",-0.0036717774518492
"AL672142.1",0.0125782800488269
"AL713999.1",0.00929335458198765
"AL928654.3",-0.0112844936320835
"ALAD",0.000341114973010294
"ALAS1",-0.000417768592627974
"ALCAM",-0.000614361402432021
"ALDH16A1",-0.0002432803593715
"ALDH18A1",-0.000760300485124372
"ALDH1A1",-0.0116314263171155
"ALDH1A2",0.0170420652956755
"ALDH1A3",-0.00333045772200844
"ALDH1B1",-0.00189898729819944
"ALDH1L1",-0.00793645963971064
"ALDH1L2",-0.00219401033334653
"ALDH2",-0.00146920867634926
"ALDH3A1",-0.0032769928283467
"ALDH3A2",0.00101420278818346
"ALDH3B1",0.00327838539538651
"ALDH3B2",0.000123736296901663
"ALDH4A1",-0.000741640324168204
"ALDH5A1",0.00543532030350327
"ALDH6A1",-0.000196335116078715
"ALDH7A1",-0.00203623172448962
"ALDH9A1",0.00029380960536544
"ALDOA",0.00110173986162756
"ALDOC",-0.0004650676599551
"ALG1",-0.00048457025943332
"ALG10",-0.00159300764456051
"ALG10B",-0.000453482073187273
"ALG11",-0.00033899665502888
"ALG12",-0.000321122219661854
"ALG13",-0.00045754433867099
"ALG14",-0.000319027410567161
"ALG1L",-0.00356783164305488
"ALG2",0.000724615081649479
"ALG3",0.000137091301138652
"ALG5",0.00110959659850766
"ALG6",0.000269737591951809
"ALG8",5.88120629481476e-06
"ALG9",-0.000528613105511446
"ALK",0.00105962112315515
"ALKAL1",0.00508427314181171
"ALKBH1",-0.00072417460816137
"ALKBH2",-0.00139129391509289
"ALKBH3",-0.0008823419746534
"ALKBH4",-0.000705571289585513
"ALKBH5",0.000505707952018927
"ALKBH6",0.000382318684297904
"ALKBH7",-0.00055016008170576
"ALKBH8",-0.000139454410835634
"ALMS1",-0.00170108967568485
"ALOX15B",0.00502910714306495
"ALOXE3",0.0036964404594
"ALPK1",-0.00069211124619409
"ALPK2",-0.00203510164401032
"ALPL",-0.00243534927562906
"ALS2",-0.000568511453807187
"ALS2CL",0.00598355754595005
"ALX1",-0.00548092015933234
"ALX3",-0.0181165060363622
"ALX4",-0.015240138589513
"ALYREF",-0.00103829274932435
"AMACR",0.00105860767702778
"AMBRA1",-0.000478754198727011
"AMD1",-0.00155739616152693
"AMDHD2",-0.000311586687067608
"AMER1",-0.00137100818987012
"AMFR",0.00186025853237423
"AMH",-0.00296828455724402
"AMIGO1",0.00242377260154234
"AMIGO2",-8.31794522232863e-05
"AMIGO3",-0.000451734303766836
"AMMECR1",-0.00031917857362531
"AMMECR1L",0.000374790575786687
"AMN1",0.000854854035554925
"AMOT",-0.00367808115314861
"AMOTL1",-0.000756475649572067
"AMOTL2",-0.000546425165674663
"AMPD2",-0.000412016337062925
"AMPD3",0.00307357949440302
"AMPH",-0.00011922285819166
"AMT",-0.00145780177036886
"AMTN",-0.00158576750629909
"AMY2B",0.00651566889452663
"AMZ1",-0.00307559389696295
"AMZ2",0.000475631234612009
"ANAPC1",-0.000597248882618717
"ANAPC10",-4.82455904668837e-05
"ANAPC11",-3.34847946067654e-05
"ANAPC13",0.00136506297627413
"ANAPC15",-0.000579074273449925
"ANAPC16",0.000895016119776275
"ANAPC2",0.000346316437353447
"ANAPC4",0.000393490666575638
"ANAPC5",0.000797042780286878
"ANAPC7",0.000122691851589131
"ANG",0.000997929267142468
"ANGEL1",0.00100007999967915
"ANGEL2",-0.000198295573035592
"ANGPT1",0.00580549996967722
"ANGPT2",0.00308620334262517
"ANGPTL1",-0.00330579362480274
"ANGPTL2",0.00263111127162847
"ANGPTL4",0.00641529936666909
"ANGPTL7",-0.000678124019366586
"ANK1",0.00152429465406327
"ANK2",0.00114641330152187
"ANK3",-0.00257953492394272
"ANKAR",-0.000243101337563315
"ANKDD1A",0.000543814405277343
"ANKEF1",-0.000800883119315546
"ANKFY1",0.00014628601009066
"ANKH",0.000392356194129076
"ANKHD1",-0.000520306481161935
