Gene,Weight,Derection
SOX3,0.005398426,Positive
MDGA1,0.005397427,Positive
FGL2,0.005396739,Positive
ALKAL1,0.005388758,Positive
DCAF12L2,0.005388518,Positive
LRCH2,0.005387234,Positive
COL4A6,0.005384887,Positive
SAA2-SAA4,0.005380383,Positive
IFI27L2,0.005378877,Positive
SAMD10,0.005363984,Positive
RAB3C,0.005358818,Positive
CHST1,0.005357847,Positive
TTR,0.00535452,Positive
HSF4,0.005348916,Positive
YPEL2,0.005347498,Positive
RNF180,0.005343184,Positive
MICOS10-NBL1,0.005339054,Positive
P3H2,0.005326998,Positive
SERPINA5,0.005321861,Positive
PGM2L1,0.005318112,Positive
ZMAT3,0.005314892,Positive
FOXO1,0.00530603,Positive
INPP5D,0.005305559,Positive
CTSO,0.005298504,Positive
HBQ1,0.005293869,Positive
FBXO6,0.00528649,Positive
RNF144B,0.005285796,Positive
ZNF880,0.005283952,Positive
NPTXR,0.005278621,Positive
CA11,0.00527479,Positive
TMEM63B,0.005273693,Positive
AFAP1L2,0.005265578,Positive
MPZL2,0.005255391,Positive
LRRC32,0.005254324,Positive
CENPVL3,0.005250785,Positive
SCD5,0.005241773,Positive
GNAZ,0.005237235,Positive
PTPN3,0.005225248,Positive
TRIM67,0.005223434,Positive
BRSK2,0.00521508,Positive
IGIP,0.005202039,Positive
EPN3,0.005201105,Positive
HLA-E,0.005195326,Positive
KRT19,0.005187203,Positive
BATF,0.00517604,Positive
COL17A1,0.005170062,Positive
IFIT2,0.005166899,Positive
IL4I1,0.005164932,Positive
FLG,0.005162046,Positive
HSD17B3,0.00515754,Positive
SLAIN1,0.005156543,Positive
RNF157,0.005156427,Positive
ADORA1,0.005155245,Positive
AMPD3,0.005145881,Positive
CYB5R2,0.005145676,Positive
TSPAN12,0.005137556,Positive
PLXNA4,0.00512763,Positive
LGALS12,0.005121002,Positive
CATSPERB,0.005104117,Positive
TAF13,0.005103148,Positive
ZDHHC22,0.005102473,Positive
CRACR2B,0.005088349,Positive
SLC15A2,0.005087757,Positive
PPP1R16B,0.005084174,Positive
NME9,0.005082861,Positive
SNRPN,0.00508112,Positive
ENPP3,0.005080257,Positive
NCMAP,0.005078465,Positive
KRTAP2-2,0.005070697,Positive
TSPAN13,0.005065609,Positive
DLL4,0.005062089,Positive
STON2,0.00505604,Positive
MID2,0.005055961,Positive
NKAIN3,0.005050253,Positive
ZNF626,0.005047037,Positive
PBXIP1,0.005044534,Positive
GADD45A,0.005043389,Positive
IQCJ,0.005037613,Positive
DNAI1,0.00503522,Positive
LIN28B,0.005028897,Positive
ANKRD22,0.005023488,Positive
FYB2,0.005023433,Positive
SGK2,0.005022612,Positive
TNFAIP3,0.004999822,Positive
CLVS2,0.004996512,Positive
ASTN2,0.004996025,Positive
SORBS1,0.004989418,Positive
ADHFE1,0.00498781,Positive
SORCS1,0.004985082,Positive
COL23A1,0.004984074,Positive
ZDHHC15,0.004969652,Positive
CCPG1,0.004967976,Positive
LRP2,0.00496637,Positive
ABCA7,0.004964811,Positive
SRSF12,0.004961575,Positive
GFPT2,0.004961013,Positive
WFIKKN2,0.004958598,Positive
FUT9,0.004957072,Positive
SPARC,0.004941411,Positive
GTSF1,0.004941274,Positive
JPH1,0.004936266,Positive
ZNF682,0.004930545,Positive
DPF3,0.004922972,Positive
MAP1LC3A,0.004917549,Positive
CRIP2,0.004915257,Positive
AIF1L,0.004913472,Positive
DNAJB9,0.004912975,Positive
RHBG,0.00490401,Positive
GPRIN3,0.004899834,Positive
ABCA6,0.004898893,Positive
CRX,0.004893631,Positive
CCDC9B,0.004887457,Positive
ZNF83,0.004880321,Positive
TNFRSF11B,0.004879335,Positive
ANGPTL7,0.004875229,Positive
GABRG3,0.004866151,Positive
DNASE1L1,0.004864811,Positive
ARMCX3,0.004855543,Positive
RASGEF1C,0.004847294,Positive
TNFRSF1B,0.004846218,Positive
GPR158,0.004842666,Positive
POU4F1,0.004841826,Positive
FBN1,0.004835601,Positive
SYNGR1,0.004834305,Positive
CPN1,0.00482692,Positive
ASDURF,0.004825902,Positive
A1CF,0.004823431,Positive
GPM6A,0.004818262,Positive
ANXA13,0.004804271,Positive
BTBD16,0.004792399,Positive
LSMEM1,0.004779193,Positive
GADD45G,0.004777622,Positive
UGT2B4,0.004777429,Positive
SAXO2,0.004777366,Positive
MYL9,0.004758212,Positive
KLHL35,0.004757316,Positive
RAB19,0.004752067,Positive
LCA5L,0.004747937,Positive
TMEM30A,0.004747903,Positive
GUCA1A,0.004747794,Positive
KDM5D,0.004739798,Positive
SUSD5,0.004734687,Positive
ZC3H12D,0.004731833,Positive
TRIM73,0.004729938,Positive
ASPDH,0.004729806,Positive
EPHA6,0.004721194,Positive
SORBS2,0.004715133,Positive
BMPER,0.004714969,Positive
FAM124A,0.004714439,Positive
S100A7,0.004704454,Positive
NRG3,0.004700756,Positive
DAZL,0.004700061,Positive
LCE3A,0.004698657,Positive
C1QTNF1,0.004688879,Positive
ZIC4,0.004671797,Positive
FAM13C,0.004659814,Positive
FAM131B,0.004652892,Positive
UGT2B15,0.004652414,Positive
XKR6,0.004650409,Positive
SELENOW,0.004649215,Positive
EFNA1,0.004647925,Positive
CP,0.004639222,Positive
ADRB2,0.004636993,Positive
GIMAP7,0.004636623,Positive
CASTOR1,0.004629688,Positive
TLE6,0.004625958,Positive
RNF32,0.004621351,Positive
MCF2L2,0.004620366,Positive
TSPAN15,0.004618433,Positive
LRRC4B,0.004611739,Positive
SCNN1A,0.0046108,Positive
TIGAR,0.004607926,Positive
SUGCT,0.00460726,Positive
OVGP1,0.004605484,Positive
GNAT2,0.00460485,Positive
ENDOD1,0.004603049,Positive
MAL,0.004596562,Positive
UPK1B,0.004591385,Positive
FREM2,0.0045908,Positive
LRRC24,0.004586722,Positive
NPDC1,0.004583793,Positive
RELB,0.004582226,Positive
SERPINE3,0.004581268,Positive
DRD2,0.004580674,Positive
SHH,0.004574787,Positive
LCP1,0.004571916,Positive
SLC9A7,0.004570424,Positive
TGM2,0.004559796,Positive
CHL1,0.004556709,Positive
RIMS2,0.004554265,Positive
TAS2R43,0.004548539,Positive
DAB2,0.004547441,Positive
SLC10A4,0.004542819,Positive
CTSZ,0.004539977,Positive
SLC2A6,0.004536266,Positive
ZEB2,0.00453291,Positive
RNF223,0.00452822,Positive
YJEFN3,0.004521316,Positive
IKZF2,0.004517344,Positive
SPOCD1,0.00451133,Positive
LEP,0.004510087,Positive
KLHDC1,0.00450812,Positive
KCNJ12,0.004508119,Positive
ADGRL3,0.004498898,Positive
IL20RB,0.004488673,Positive
ZBTB8B,0.004478511,Positive
FLT1,0.004475914,Positive
ITGA2,0.004475728,Positive
TRH,0.004475068,Positive
CXCL13,0.004473294,Positive
CCDC160,0.004470289,Positive
TTC22,0.004468246,Positive
DYDC2,0.004466471,Positive
CPQ,0.004464977,Positive
CYBA,0.00446249,Positive
BCL2L2-PABPN1,0.004462233,Positive
PTPRE,0.004457934,Positive
ATP6AP2,0.004452494,Positive
PTGES3L,0.004448915,Positive
USP9Y,0.0044458,Positive
PMEPA1,0.004438898,Positive
ABAT,0.004433719,Positive
CLU,0.004422084,Positive
TMEM221,0.004418751,Positive
EPHX2,0.0044154,Positive
ATXN3L,0.004411717,Positive
ITIH4,0.004410064,Positive
HSD17B14,0.004401358,Positive
FDXR,0.004388821,Positive
CD4,0.004388625,Positive
UNC5CL,0.004384671,Positive
PPP1R1B,0.004375256,Positive
ARHGEF5,0.00437519,Positive
PMAIP1,0.004365337,Positive
LRRC56,0.004364844,Positive
BTBD19,0.00436119,Positive
ASS1,0.004359963,Positive
AGMO,0.004356719,Positive
HSPA6,0.004352279,Positive
GOLGA8A,0.004351951,Positive
CNTN5,0.004350941,Positive
SYNGR2,0.004341533,Positive
CRYAB,0.004338793,Positive
ARPC4-TTLL3,0.004334675,Positive
CCDC181,0.004329879,Positive
TERB2,0.004325617,Positive
PPP1R1A,0.004321669,Positive
SLC26A11,0.004320411,Positive
SPRED3,0.004317945,Positive
LRRC55,0.004308596,Positive
MCOLN2,0.00430856,Positive
LY96,0.004298068,Positive
ZNF540,0.004294853,Positive
CLDND2,0.004289131,Positive
CADM4,0.004285558,Positive
MXD4,0.004284064,Positive
PCDHGA4,0.004283367,Positive
CDH17,0.004282122,Positive
SAA4,0.004277764,Positive
LAT,0.004276335,Positive
NOMO2,0.004275575,Positive
RDH12,0.004274196,Positive
SLC17A5,0.004269898,Positive
CLDN9,0.00426066,Positive
CD33,0.004257827,Positive
BDNF,0.004253838,Positive
GUCY2C,0.004253801,Positive
EPB41L3,0.004252462,Positive
ASRGL1,0.004250511,Positive
PREX1,0.004249589,Positive
C11orf65,0.004248852,Positive
TNFRSF12A,0.004247997,Positive
ZNF493,0.004245338,Positive
NBPF4,0.004241637,Positive
SORCS2,0.004239709,Positive
LRRC31,0.004238538,Positive
CPXM1,0.004236891,Positive
ADGRA1,0.004236781,Positive
TMSB4X,0.00423432,Positive
SELENOM,0.004224197,Positive
P4HB,0.004222587,Positive
PCDHB14,0.004214964,Positive
BBOX1,0.004213581,Positive
CYB5R1,0.004208606,Positive
PLOD1,0.004207867,Positive
FAM43B,0.004207001,Positive
FZD9,0.00419995,Positive
PLK3,0.004198986,Positive
ZNF600,0.004194781,Positive
MGARP,0.004192668,Positive
CHPF,0.004190397,Positive
MAP1LC3B,0.004188417,Positive
GSAP,0.004188005,Positive
DEFB4A,0.004183558,Positive
SCN2A,0.004179166,Positive
DHRS7,0.004173921,Positive
ADGRG1,0.00416719,Positive
IGDCC3,0.004154797,Positive
NANOS1,0.004138078,Positive
ITM2B,0.004137984,Positive
HHIPL1,0.004135023,Positive
NTNG2,0.004133357,Positive
ACTRT3,0.004129941,Positive
CAMKV,0.00412921,Positive
ERLEC1,0.004125534,Positive
ZNF391,0.004124325,Positive
USP18,0.004120543,Positive
CDH20,0.004117791,Positive
ACAD11,0.004117202,Positive
ADAM11,0.004115683,Positive
PIP5KL1,0.004115311,Positive
CDNF,0.004110675,Positive
PALD1,0.004108644,Positive
SDSL,0.004102399,Positive
NELL2,0.004102212,Positive
TM6SF2,0.004101528,Positive
PCDHB9,0.004099544,Positive
CFAP299,0.004099359,Positive
DBNDD1,0.004099353,Positive
TNFSF11,0.004084232,Positive
CSMD1,0.004083219,Positive
SRARP,0.004079736,Positive
AMY2B,0.004078575,Positive
HLA-C,0.004077946,Positive
EME2,0.004071563,Positive
NOMO3,0.004062428,Positive
CDC42BPG,0.004057647,Positive
FLRT3,0.004056952,Positive
PSORS1C1,0.004056023,Positive
SYT7,0.004054794,Positive
AZU1,0.004050471,Positive
PROCR,0.004049674,Positive
HLA-DPB1,0.004047566,Positive
IGSF3,0.004046047,Positive
VAMP8,0.004045806,Positive
RASSF7,0.004030569,Positive
C6orf15,0.004028144,Positive
ALDH5A1,0.004028112,Positive
HSPB8,0.004024341,Positive
ZACN,0.004023811,Positive
DNAJC28,0.004020826,Positive
PLA2R1,0.004019767,Positive
RFTN2,0.004018558,Positive
MYL5,0.00401775,Positive
RAB27B,0.004017051,Positive
GALNT5,0.004016285,Positive
MCOLN1,0.004007415,Positive
ANKK1,0.004007186,Positive
GRIK3,0.003998247,Positive
ATP6V0A1,0.003997655,Positive
GLDN,0.003997464,Positive
ACE2,0.003997281,Positive
ENTPD8,0.003988014,Positive
TAFA4,0.003985847,Positive
ASIC3,0.003984394,Positive
DSCAM,0.003982424,Positive
CRELD1,0.00398233,Positive
ITGB1,0.003975648,Positive
SRPX2,0.003970496,Positive
SUMO4,0.003969269,Positive
PGC,0.003957489,Positive
NFATC4,0.003950356,Positive
C1orf162,0.003949875,Positive
SMPD1,0.003948028,Positive
GPR156,0.003947012,Positive
ZSCAN1,0.003943846,Positive
TFF3,0.0039418,Positive
USP53,0.00393637,Positive
ZSCAN18,0.003934733,Positive
CHPF2,0.00393167,Positive
COL19A1,0.003927621,Positive
CYB5D2,0.00392678,Positive
COL13A1,0.003922883,Positive
KIF21A,0.003917488,Positive
COLQ,0.003917286,Positive
ZNF432,0.003916706,Positive
ATP6V1G1,0.003913414,Positive
ATP8A2,0.003912464,Positive
NOMO1,0.003905455,Positive
NMNAT2,0.003904782,Positive
IGF2R,0.003904471,Positive
BTNL9,0.003904227,Positive
TMEM182,0.003903764,Positive
SESN1,0.003903279,Positive
CEP295NL,0.003903201,Positive
KRTAP2-3,0.003900655,Positive
LRRC15,0.003900437,Positive
SLC35D3,0.003895069,Positive
TOGARAM2,0.00389295,Positive
RAB39A,0.003892585,Positive
ZNF433,0.003891077,Positive
FGD4,0.003889611,Positive
VAX2,0.003889378,Positive
CCDC81,0.003883943,Positive
GRN,0.003876485,Positive
TNFRSF10B,0.003874721,Positive
WIPI1,0.003872302,Positive
GREM1,0.003871011,Positive
INO80B,0.003868712,Positive
TMEM150A,0.003867605,Positive
YPEL5,0.003865769,Positive
FAM174A,0.003864786,Positive
RGS14,0.00386148,Positive
PIK3CG,0.003852792,Positive
BFSP1,0.003852226,Positive
FOXJ1,0.003850413,Positive
SYTL2,0.003849111,Positive
C2CD4C,0.003846117,Positive
ZNF28,0.003845238,Positive
STX1A,0.00384498,Positive
HECW2,0.003841393,Positive
RNASE7,0.003831289,Positive
MRGPRX4,0.003826906,Positive
PLCL1,0.00382497,Positive
GPAT2,0.003824922,Positive
MAP7D2,0.00382125,Positive
GALNT13,0.003820091,Positive
LYPD1,0.003819643,Positive
SERINC1,0.003816747,Positive
SLC23A3,0.003812417,Positive
FIBCD1,0.003810829,Positive
APOL3,0.003796484,Positive
MBL2,0.003795614,Positive
CYP2E1,0.003789251,Positive
PRMT8,0.003787215,Positive
XG,0.003779222,Positive
KLRD1,0.003777476,Positive
APOL1,0.00376991,Positive
TMED3,0.003763728,Positive
BMP8B,0.003760004,Positive
PLA2G15,0.003757564,Positive
MOAP1,0.003755082,Positive
B3GAT3,0.003754645,Positive
BBC3,0.003752806,Positive
ERRFI1,0.00375157,Positive
COX14,0.003749812,Positive
IRAK2,0.003749786,Positive
GALNTL6,0.003748638,Positive
ALPP,0.003748255,Positive
SMPD3,0.003734723,Positive
NDUFB7,0.003733632,Positive
STAT1,0.003733309,Positive
CHST7,0.003730131,Positive
ENG,0.003728862,Positive
ADAMTS2,0.003728403,Positive
EDEM3,0.003727931,Positive
CYSRT1,0.003726219,Positive
SAMD4A,0.003725684,Positive
MFSD3,0.003721074,Positive
RAI14,0.003720043,Positive
ARHGEF35,0.003719852,Positive
C18orf32,0.003719088,Positive
ADAMTS10,0.003716884,Positive
ELOVL7,0.003713429,Positive
FAM110C,0.00370849,Positive
NME3,0.003706284,Positive
CD59,0.003702959,Positive
GBP1,0.003697672,Positive
CSAD,0.00369339,Positive
TMED7,0.003692121,Positive
WDR83,0.003687291,Positive
CBLN3,0.003680672,Positive
YPEL3,0.003680452,Positive
ZNF428,0.003679084,Positive
AKAP6,0.003678994,Positive
SAMD9L,0.003678318,Positive
ZNF404,0.00367652,Positive
NCKAP5,0.003676161,Positive
STK17A,0.003671926,Positive
IFFO1,0.003670361,Positive
ZNF793,0.003669614,Positive
SMIM3,0.003667801,Positive
AP1S1,0.003667693,Positive
NPHS1,0.003666962,Positive
SYT6,0.003665195,Positive
SSX1,0.003659068,Positive
ATP2A3,0.003656165,Positive
ORMDL3,0.003655452,Positive
GOLGA8B,0.003654161,Positive
DRAM1,0.003653695,Positive
MAN2B2,0.003651699,Positive
IDUA,0.003643892,Positive
PRKCZ,0.003643857,Positive
TUBB4A,0.003641531,Positive
KLRC4-KLRK1,0.003637624,Positive
CHAC1,0.003637541,Positive
SPTSSB,0.003635782,Positive
LTBP1,0.003634082,Positive
PAM,0.003632645,Positive
RORA,0.003628627,Positive
ATG4A,0.003628544,Positive
LMF1,0.003625232,Positive
SGCD,0.003624633,Positive
SERPINB10,0.003621846,Positive
CYP2B6,0.003620304,Positive
HTATIP2,0.003617948,Positive
CLDN5,0.003615077,Positive
COQ10B,0.003612904,Positive
LLGL2,0.003609784,Positive
APOL2,0.003608517,Positive
TCEAL6,0.003606512,Positive
SNAP23,0.003604921,Positive
RHOC,0.00360308,Positive
PLK2,0.003602089,Positive
COL4A5,0.003600269,Positive
BSPRY,0.003600176,Positive
MICA,0.003599878,Positive
CADM3,0.00359911,Positive
SP100,0.003596981,Positive
PLXNA3,0.003594649,Positive
GBP3,0.003591525,Positive
POFUT2,0.003590683,Positive
SFTPA2,0.003590431,Positive
MMP15,0.003589612,Positive
SLC16A10,0.003584024,Positive
NFASC,0.003582449,Positive
CYP27B1,0.003581353,Positive
WSB1,0.003579383,Positive
MSI1,0.0035784,Positive
DENND1C,0.003572474,Positive
UACA,0.003568863,Positive
SLC24A3,0.003568307,Positive
MXD1,0.003567038,Positive
ACER2,0.003558459,Positive
OCIAD2,0.003558097,Positive
RUBCNL,0.00355451,Positive
F5,0.003553575,Positive
B4GAT1,0.003553018,Positive
POF1B,0.003550492,Positive
KRT80,0.003550458,Positive
DCDC1,0.003547246,Positive
GCNT4,0.003544709,Positive
OGDHL,0.003540316,Positive
FADS3,0.003530052,Positive
PON2,0.003528784,Positive
EXD3,0.003527663,Positive
HSD17B8,0.003526179,Positive
ZNF226,0.003525074,Positive
FABP7,0.003523687,Positive
EPS8L2,0.00352123,Positive
NDUFAF8,0.003518504,Positive
PDZD7,0.003516798,Positive
CCDC30,0.003516368,Positive
SUCO,0.003515372,Positive
MFSD1,0.003515028,Positive
COL9A1,0.003513407,Positive
ATP6AP1,0.00350848,Positive
ATP6V1F,0.003508349,Positive
SIAE,0.003508161,Positive
KCNC1,0.003503416,Positive
ZNF320,0.003502722,Positive
NT5E,0.00350066,Positive
GARNL3,0.003491968,Positive
RNF225,0.003489481,Positive
TANC1,0.003486591,Positive
BLOC1S2,0.003483167,Positive
TMC1,0.003480848,Positive
RABAC1,0.003470088,Positive
WIF1,0.003469628,Positive
CALCOCO1,0.003467922,Positive
INHBA,0.003467564,Positive
DNAJC3,0.003465867,Positive
SMURF2,0.003464597,Positive
POPDC2,0.003464392,Positive
ASXL3,0.003463126,Positive
GNPTG,0.003462989,Positive
NDST4,0.003462609,Positive
CRPPA,0.003462293,Positive
PLAUR,0.003459564,Positive
NLRP4,0.00345861,Positive
ANK1,0.00345815,Positive
KPTN,0.003458146,Positive
PRNP,0.00345692,Positive
ADAMTS4,0.003452394,Positive
TMEM238,0.003448387,Positive
MYMK,0.003445876,Positive
CXCL16,0.003445257,Positive
AFMID,0.003440194,Positive
FKBP14,0.003439746,Positive
KCNA2,0.003438358,Positive
SNX32,0.003436124,Positive
BEX4,0.003433444,Positive
F2RL2,0.00343111,Positive
LPAR6,0.003430947,Positive
ZIC3,0.003429987,Positive
C12orf76,0.003429705,Positive
COL8A1,0.003424944,Positive
ABCA1,0.003421304,Positive
AQP9,0.003421076,Positive
ODAM,0.003420863,Positive
ULBP2,0.003417159,Positive
ADAM19,0.003415419,Positive
TMEM132A,0.003415341,Positive
WFDC2,0.003415105,Positive
INAFM2,0.003412809,Positive
MYO15B,0.003409134,Positive
NFE2L1,0.00340882,Positive
BLNK,0.003406624,Positive
TNFRSF18,0.003406415,Positive
ZNF91,0.003405735,Positive
OPTN,0.003401756,Positive
ZNF563,0.003399455,Positive
GSN,0.003398421,Positive
ARSA,0.003397299,Positive
MXI1,0.003394947,Positive
GMIP,0.003393826,Positive
CLCN3,0.003393321,Positive
BCL2L1,0.0033926,Positive
EGF,0.003391406,Positive
JOSD2,0.003390692,Positive
DAAM2,0.003388912,Positive
LYRM9,0.003387515,Positive
SLC20A1,0.003387167,Positive
NR1H4,0.003382509,Positive
TMEM200C,0.003381394,Positive
NPPC,0.003381096,Positive
GCSAM,0.003379959,Positive
ZDHHC24,0.003378837,Positive
SERPINA6,0.003378606,Positive
FNDC3B,0.003377654,Positive
TMEM45A,0.003375742,Positive
ATP13A2,0.003375125,Positive
SCGN,0.003374908,Positive
SLC41A2,0.003370321,Positive
IFT20,0.00336852,Positive
TTC14,0.003367956,Positive
FAM220A,0.003365874,Positive
HHAT,0.00336587,Positive
ARVCF,0.003359997,Positive
ACADVL,0.003358503,Positive
GPRC5A,0.003358105,Positive
GPSM3,0.003353116,Positive
ADAMTS12,0.003352451,Positive
TEK,0.003351916,Positive
TRIM46,0.003348375,Positive
PDE4B,0.003346106,Positive
MIB2,0.003339387,Positive
PSD,0.003338741,Positive
CHIC2,0.003338579,Positive
ATF3,0.003335883,Positive
TUBB2A,0.00333092,Positive
PKHD1,0.003325923,Positive
SPNS1,0.003320703,Positive
ITGA10,0.003317443,Positive
PGLYRP2,0.003317079,Positive
FCHSD1,0.003315471,Positive
MXRA7,0.003313885,Positive
PLA2G2A,0.003310365,Positive
STXBP5L,0.003308801,Positive
SCAMP1,0.00330417,Positive
NPB,0.003302424,Positive
RNF215,0.003300144,Positive
CACNA1I,0.003299242,Positive
NIPAL3,0.003296541,Positive
RHBDD3,0.003293936,Positive
MORN3,0.003293064,Positive
TCHH,0.003291208,Positive
FLACC1,0.003282726,Positive
TSPAN9,0.003282154,Positive
TCEAL9,0.003281526,Positive
FAM210B,0.003279197,Positive
ZCCHC18,0.003278877,Positive
KNDC1,0.003277434,Positive
SYT16,0.003274298,Positive
PRKCH,0.003273087,Positive
PROS1,0.003273068,Positive
ROGDI,0.00327163,Positive
MAN2A1,0.003270074,Positive
TCAF2,0.003268327,Positive
ARSG,0.003266056,Positive
TVP23B,0.003259895,Positive
TOX3,0.00325936,Positive
KLHDC8A,0.003259149,Positive
LGMN,0.003258615,Positive
GCC2,0.003257779,Positive
PCDHB15,0.003254562,Positive
LRPAP1,0.00325353,Positive
DUOXA2,0.003253141,Positive
SPATA18,0.003249643,Positive
AGRN,0.003249198,Positive
COL5A2,0.00324775,Positive
SLC35G2,0.003246921,Positive
CYLD,0.003242875,Positive
EPHA1,0.003239015,Positive
WDR26,0.00323715,Positive
CHMP5,0.003236315,Positive
LPAR5,0.003235151,Positive
FAM228B,0.003234725,Positive
ZNF280A,0.003231391,Positive
BRK1,0.00322745,Positive
FICD,0.003226516,Positive
OR51B5,0.003225795,Positive
AK3,0.003225414,Positive
NBPF6,0.003222555,Positive
UCHL3,0.003219805,Positive
MAN2B1,0.003219664,Positive
PERP,0.00321579,Positive
UFM1,0.003215018,Positive
FTCDNL1,0.003214929,Positive
POLD4,0.00321299,Positive
HORMAD1,0.003210142,Positive
INKA2,0.003208772,Positive
KLHL3,0.003198428,Positive
SLC25A4,0.003198043,Positive
ZNF470,0.003197681,Positive
CPVL,0.003196824,Positive
AZGP1,0.003193698,Positive
GABARAPL1,0.003189398,Positive
ZNFX1,0.00318877,Positive
SARAF,0.003187471,Positive
MYEF2,0.003183894,Positive
HBA2,0.003183532,Positive
TFPI,0.003182898,Positive
ZBTB47,0.003182435,Positive
ISCU,0.003178078,Positive
TMEM263,0.003176806,Positive
TMEM187,0.003176158,Positive
